Source,Target,Transaction_Price,Publication_Time,Type
中华寿面,商标注册,360.0,2014-04-25,发布
Mr137****9868,网站UI设计,200.0,2014-12-20,发布
Mr137****9868,网站UI设计,200.0,2014-12-20,发布
Mr137****9868,网站UI设计,200.0,2014-12-20,发布
Mr137****9868,网站UI设计,200.0,2014-12-20,发布
qiguzh,软件UI设计,110.0,2014-12-17,发布
将军与士兵,APP界面设计,400.0,2014-12-17,发布
lgd073,软件UI设计,150.0,2014-11-12,发布
mf187****8282,软件UI设计,300.0,2014-11-09,发布
aiming555,企业官网,12510.0,2014-12-31,发布
M1351****683,企业官网,800.0,2014-12-31,发布
su_shine,小程序开发,800.0,2014-12-29,发布
delibit,网站UI设计,800.0,2014-12-26,发布
mf152****7200,APP开发,30000.0,2014-12-24,发布
素材,企业官网,5000.0,2014-12-23,发布
aiming555,企业官网,2000.0,2014-12-23,发布
mf130****8649,APP开发,3500.0,2014-12-22,发布
mf189****2008,企业官网,1000.0,2014-12-21,发布
zhougs168,电商网站,3800.0,2014-12-19,发布
smile11,企业官网,5000.0,2014-12-17,发布
Mr139****6518,企业官网,1500.0,2014-12-15,发布
o5416a0fc3d806,其他软件开发,1000.0,2014-12-12,发布
Mr189****0217,小程序开发,9000.0,2014-12-10,发布
娱乐乐翻天,企业官网,1500.0,2014-12-08,发布
GG180****0426,网站UI设计,150.0,2014-12-06,发布
enbo,微信开发,1500.0,2014-12-03,发布
wantai,企业官网,8000.0,2014-12-03,发布
luobububu,企业官网,4000.0,2014-12-01,发布
revofong,APP界面设计,5000.0,2014-12-01,发布
acan2008,企业官网,1000.0,2014-11-30,发布
大甲,企业官网,8000.0,2014-11-28,发布
Ulucu,企业官网,2000.0,2014-11-25,发布
lzhll999,企业官网,18880.0,2014-11-24,发布
helloworld123,小程序开发,500.0,2014-11-21,发布
mf189****9110,小程序开发,3000.0,2014-11-19,发布
一步步,其他软件开发,5000.0,2014-11-17,发布
创新网络,APP界面设计,150.0,2014-11-17,发布
青年牛,网站UI设计,1600.0,2014-11-14,发布
uuCollins,游戏策划,5000.0,2014-11-14,发布
o5461****34831,APP开发,1000.0,2014-11-11,发布
眼镜猴2013,企业官网,32000.0,2014-11-10,发布
西安汇华教育,企业官网,500.0,2014-11-10,发布
霸气外露,企业官网,5000.0,2014-11-10,发布
流浪在合肥,APP开发,15000.0,2014-11-05,发布
寻网页设计,网站UI设计,1200.0,2014-11-04,发布
a1599****554,小程序开发,2500.0,2014-11-02,发布
Mr189****0217,企业官网,5000.0,2014-11-02,发布
viviana2014,网站UI设计,870.0,2014-10-29,发布
backy,小程序开发,1500.0,2014-10-29,发布
frogeyes,网站UI设计,900.0,2014-10-26,发布
天羧科技,企业官网,4200.0,2014-10-20,发布
phpapp,网站UI设计,500.0,2014-10-17,发布
hainan_4796,微信开发,10000.0,2014-10-17,发布
mf138****5514,前端开发,500.0,2014-10-12,发布
awell,企业官网,700.0,2014-10-12,发布
mf183****8797,企业官网,1300.0,2014-10-08,发布
andyli783,微信开发,900.0,2014-09-26,发布
open28,其他软件开发,1000.0,2014-09-26,发布
gmjimmy,后端开发,3000.0,2014-09-25,发布
武汉鑫思杰设计,网站UI设计,1500.0,2014-09-23,发布
拉风车友,网站UI设计,3200.0,2014-09-17,发布
baronli,企业官网,5000.0,2014-09-17,发布
水印唐琪,企业官网,800.0,2014-09-11,发布
寻求长期合作伙伴,企业官网,2100.0,2014-09-11,发布
mf5407cf21b1610,小程序开发,6000.0,2014-09-10,发布
mf540c1f7b9d817,企业官网,12000.0,2014-09-07,发布
