Source,Target,Transaction_Price,Publication_Time,Type
xdxu1991,数据采集,300.0,2020-10-07,发布
xdxu1991,数据采集,200.0,2020-10-07,发布
o5fe8948a21993,公司注册,100.0,2020-12-27,发布
o5f4b****77571,商标注册,158.0,2020-09-04,发布
zpp2068,公司注册,100.0,2020-07-21,发布
o5ee44a9aa52d7,公司注册,150.0,2020-06-13,发布
o5d22c6d1afdf2,商标注册,100.0,2020-03-21,发布
o5b5fe4e05d727,版权登记,1000.0,2020-09-03,发布
ace_xhy,软件UI设计,500.0,2020-08-15,发布
阿佑999,其他行业,500.0,2020-05-11,发布
缤纷科技123,软件UI设计,1000.0,2020-04-07,发布
wmh13****55304,APP界面设计,400.0,2020-04-01,发布
o5fedc29e4f46a,微信开发,8000.0,2020-12-31,发布
lin7604,企业官网,850.0,2020-12-29,发布
o5cc090e79c5e3,网站二次开发,400.0,2020-12-28,发布
mf134****3762,电商,8000.0,2020-12-28,发布
o5fba71af10ebf,APP开发,1800.0,2020-12-25,发布
o5fe5****885c3,小程序开发,1000.0,2020-12-25,发布
星云kankan,小程序开发,9000.0,2020-12-24,发布
k6139****57,APP开发,10000.0,2020-12-23,发布
o5fdb4111d8632,其他网站,2000.0,2020-12-22,发布
fme123,企业官网,1200.0,2020-12-22,发布
o5fe04dc419be7,小程序开发,5000.0,2020-12-21,发布
o5fd7****0772c,APP开发,18000.0,2020-12-17,发布
o5a3cc9e6cf8f3,企业官网,600.0,2020-12-16,发布
孙先生啊,小程序开发,1200.0,2020-12-15,发布
o5fa3a0bb2856e,其他软件开发,4000.0,2020-12-15,发布
Sparkle286,APP开发,3000.0,2020-12-15,发布
o5faf0534d2049,APP开发,9500.0,2020-12-15,发布
o5fd42a6e4cb2d1,小程序开发,500.0,2020-12-12,发布
o5fd2d995dcef0,APP开发,16000.0,2020-12-11,发布
ldk0110,小程序开发,14000.0,2020-12-10,发布
o5fcf4e94661b1,APP开发,20000.0,2020-12-10,发布
k8659****38,小程序开发,2500.0,2020-12-10,发布
盛广逸,APP开发,2500.0,2020-12-07,发布
jxzhiku,小程序开发,5000.0,2020-12-07,发布
WG1984,APP开发,3600.0,2020-12-07,发布
o5e8c30073b72e,网站UI设计,300.0,2020-12-07,发布
chenliwen259,小程序开发,9500.0,2020-12-07,发布
