Source,Target,Type
A468370,APP开发,发布
B468370,APP开发,完成
A468380,软件UI设计,发布
B468380,软件UI设计,完成
A468383,LOGO设计,发布
B468383,LOGO设计,完成
A468385,宣传册设计,发布
B468385,宣传册设计,完成
A468389,企业官网,发布
B468389,企业官网,完成
A468390,APP开发,发布
B468390,APP开发,完成
A468401,LOGO设计,发布
B468401,LOGO设计,完成
A468402,企业官网,发布
B468402,企业官网,完成
A468403,其他家装服务,发布
B468403,其他家装服务,完成
A468404,其他家装服务,发布
B468404,其他家装服务,完成
A468407,企业官网,发布
B468407,企业官网,完成
A468409,企业官网,发布
B468409,企业官网,完成
A468411,企业官网,发布
B468411,企业官网,完成
A468421,APP推广,发布
B468421,APP推广,完成
A468426,LOGO设计,发布
B468426,LOGO设计,完成
A468432,小程序开发,发布
B468432,小程序开发,完成
A468434,企业官网,发布
B468434,企业官网,完成
A468435,企业官网,发布
B468435,企业官网,完成
A468437,小程序开发,发布
B468437,小程序开发,完成
A468439,小程序开发,发布
B468439,小程序开发,完成
A468440,企业官网,发布
B468440,企业官网,完成
A468450,机械设备,发布
B468450,机械设备,完成
A468453,VI设计,发布
B468453,VI设计,完成
A468454,VI设计,发布
B468454,VI设计,完成
A468455,VI设计,发布
B468455,VI设计,完成
A468460,宣传册设计,发布
B468460,宣传册设计,完成
A468470,企业官网,发布
B468470,企业官网,完成
A468473,VI设计,发布
B468473,VI设计,完成
A468479,影视拍摄,发布
B468479,影视拍摄,完成
A468481,小程序开发,发布
B468481,小程序开发,完成
A468483,包装设计,发布
B468483,包装设计,完成
A468484,小程序开发,发布
B468484,小程序开发,完成
A468487,家政服务,发布
B468487,家政服务,完成
A468502,后期制作,发布
B468502,后期制作,完成
A468521,产品外观设计,发布
B468521,产品外观设计,完成
A468525,APP开发,发布
B468525,APP开发,完成
A468527,企业官网,发布
B468527,企业官网,完成
A468528,其他内容创作,发布
B468528,其他内容创作,完成
A468545,APP开发,发布
B468545,APP开发,完成
A468550,小程序开发,发布
B468550,小程序开发,完成
A468558,微信开发,发布
B468558,微信开发,完成
A468559,微信开发,发布
B468559,微信开发,完成
A468561,微信开发,发布
B468561,微信开发,完成
A468562,微信开发,发布
B468562,微信开发,完成
A468563,小程序开发,发布
B468563,小程序开发,完成
A468564,小程序开发,发布
B468564,小程序开发,完成
A468565,微信开发,发布
B468565,微信开发,完成
A468566,微信开发,发布
B468566,微信开发,完成
A468569,商业提案,发布
B468569,商业提案,完成
A468572,APP开发,发布
B468572,APP开发,完成
A468574,企业官网,发布
B468574,企业官网,完成
A468576,企业宣传片,发布
B468576,企业宣传片,完成
A468580,VI设计,发布
B468580,VI设计,完成
A468586,企业官网,发布
B468586,企业官网,完成
A468592,企业官网,发布
B468592,企业官网,完成
A468593,软装设计,发布
B468593,软装设计,完成
A468594,施工图设计,发布
B468594,施工图设计,完成
A468597,企业官网,发布
B468597,企业官网,完成
A468605,企业官网,发布
B468605,企业官网,完成
A468606,LOGO设计,发布
B468606,LOGO设计,完成
A468607,VI设计,发布
B468607,VI设计,完成
A468608,VI设计,发布
B468608,VI设计,完成
A468609,VI设计,发布
B468609,VI设计,完成
A468610,VI设计,发布
B468610,VI设计,完成
A468617,宣传册设计,发布
B468617,宣传册设计,完成
A468620,APP开发,发布
B468620,APP开发,完成
A468621,海报设计,发布
B468621,海报设计,完成
A468622,APP开发,发布
B468622,APP开发,完成
A468629,小程序开发,发布
B468629,小程序开发,完成
A468634,小程序开发,发布
B468634,小程序开发,完成
A468636,配音配乐,发布
B468636,配音配乐,完成
A468637,其他工具软件,发布
B468637,其他工具软件,完成
A468640,APP开发,发布
B468640,APP开发,完成
A468642,海报设计,发布
B468642,海报设计,完成
A468647,APP开发,发布
B468647,APP开发,完成
A468648,微信开发,发布
B468648,微信开发,完成
A468651,VI设计,发布
B468651,VI设计,完成
A468656,企业官网,发布
B468656,企业官网,完成
A468662,旅游服务,发布
B468662,旅游服务,完成
A468671,旅游服务,发布
B468671,旅游服务,完成
A468672,旅游服务,发布
B468672,旅游服务,完成
A468673,旅游服务,发布
B468673,旅游服务,完成
A468679,旅游服务,发布
B468679,旅游服务,完成
A468680,宣传册设计,发布
B468680,宣传册设计,完成
A468681,包装设计,发布
B468681,包装设计,完成
A468685,网站UI设计,发布
B468685,网站UI设计,完成
A468687,旅游服务,发布
B468687,旅游服务,完成
A468689,企业官网,发布
B468689,企业官网,完成
A468698,网站UI设计,发布
B468698,网站UI设计,完成
A468699,企业官网,发布
B468699,企业官网,完成
A468702,PPT设计,发布
B468702,PPT设计,完成
A468703,横幅设计,发布
B468703,横幅设计,完成
A468706,宣传册设计,发布
B468706,宣传册设计,完成
A468708,背景墙设计,发布
B468708,背景墙设计,完成
A468711,VI设计,发布
B468711,VI设计,完成
A468712,小程序开发,发布
B468712,小程序开发,完成
A468716,VI设计,发布
B468716,VI设计,完成
A468717,小程序开发,发布
B468717,小程序开发,完成
A468723,包装设计,发布
B468723,包装设计,完成
A468727,微信开发,发布
B468727,微信开发,完成
A468728,包装设计,发布
B468728,包装设计,完成
A468745,其他软件开发,发布
B468745,其他软件开发,完成
A468746,其他软件开发,发布
B468746,其他软件开发,完成
A468753,其他软件开发,发布
B468753,其他软件开发,完成
A468755,其他软件开发,发布
B468755,其他软件开发,完成
A468756,其他软件开发,发布
B468756,其他软件开发,完成
A468757,其他软件开发,发布
B468757,其他软件开发,完成
A468758,小程序开发,发布
B468758,小程序开发,完成
A468766,APP开发,发布
B468766,APP开发,完成
A468767,APP开发,发布
B468767,APP开发,完成
A468768,微信开发,发布
B468768,微信开发,完成
A468771,微信开发,发布
B468771,微信开发,完成
A468772,小程序开发,发布
B468772,小程序开发,完成
A468773,小程序开发,发布
B468773,小程序开发,完成
A468774,微信开发,发布
B468774,微信开发,完成
A468775,微信开发,发布
B468775,微信开发,完成
A468777,LOGO设计,发布
B468777,LOGO设计,完成
A468779,OA系统,发布
B468779,OA系统,完成
A468780,OA系统,发布
B468780,OA系统,完成
A468787,VI设计,发布
B468787,VI设计,完成
A468789,产品外观设计,发布
B468789,产品外观设计,完成
A468798,LOGO设计,发布
B468798,LOGO设计,完成
A468810,企业官网,发布
B468810,企业官网,完成
A468811,APP开发,发布
B468811,APP开发,完成
A468812,企业官网,发布
B468812,企业官网,完成
A468813,产品外观设计,发布
B468813,产品外观设计,完成
A468814,店铺厂房,发布
B468814,店铺厂房,完成
A468815,店铺厂房,发布
B468815,店铺厂房,完成
A468817,别墅设计,发布
B468817,别墅设计,完成
A468824,企业官网,发布
B468824,企业官网,完成
A468834,微信开发,发布
B468834,微信开发,完成
A468838,企业官网,发布
B468838,企业官网,完成
A468856,印刷出版,发布
B468856,印刷出版,完成
A468858,印刷出版,发布
B468858,印刷出版,完成
A468861,包装设计,发布
