Designer_ID,Year,Volume,Entropy,Gini
*一米阳光工作室*,2019,1.0,10.847990344499635,0.5056891930531352
-创优信息技术有限公司-,2019,0.9999999999999997,4.501629167387827,0.03985507154710147
1+2品牌设计,2019,1.0,10.847990344499635,0.5056891930531352
102工作室,2019,6.0,10.06862429072858,0.5910710656574902
1L工作室,2019,2.0,10.136654451542428,0.49929229956798565
1号品牌设计,2019,3.0000000000000004,10.847990344499634,0.5056919965862503
21克设计,2019,6.000000000000001,10.847990344499634,0.5056926974743859
42DESIGN,2019,0.9999999999999999,7.405173723110931,0.11523376335143723
47号设计工作室,2019,12.000000000000002,10.847990344499634,0.5056930479191823
52Hz工作室,2019,1.0000000000000002,4.321928094887362,0.0
6B创意设计工作室,2019,6.000000000000001,7.7042263532012,0.6488318581515959
@烨名珠@,2019,2.0,10.136654451542428,0.49929229956798565
A2774135186,2019,0.9999999999999999,10.04422345781806,0.35603387962787675
AC设计,2019,13.000000000000002,10.847990344499635,0.5056930748764946
AI旭峰,2019,1.0,5.543295834054491,0.02039006996365253
AND绘梨衣,2019,0.9999999999999999,10.04422345781806,0.35603387962787675
ART咖,2019,1.0,7.518757968797141,0.3245076840746828
AYANABON,2019,0.9999999999999999,7.5916752214566685,0.03808343932187842
Ai创设计丶,2019,3.0000000000000004,8.47268321365412,0.4720344518925015
Allison视觉工作室,2019,1.0,8.906148849895764,0.33863370334248705
App 游戏开发,2019,1.0,10.500003278455086,0.22703617421123654
Artair,2019,1.0000000000000002,8.618656750158014,0.24493741372393213
Ashers,2019,1.0,6.803825026724315,0.0910852607519392
Aug-85,2019,1.0,10.847990344499635,0.5056891930531352
A凡先生,2019,1.0,5.426929277209552,0.05947775366924577
A新萝卜-最实惠,2019,7.000000000000001,10.787294140738949,0.6588421176571017
A王北风,2019,1.0,10.847990344499635,0.5056891930531352
A计划创意,2019,1.0,10.847990344499635,0.5056891930531352
A锐设计,2019,20.999999999999996,10.861691473428841,0.5199693653227174
B698621,2019,1.0,10.847990344499635,0.5056891930531352
B698632,2019,1.0,10.037625959716129,0.2826617521051596
B698634,2019,1.0,10.847990344499635,0.5056891930531352
B698635,2019,1.0,10.847990344499635,0.5056891930531352
B698651,2019,1.0,1.0,0.0
B698653,2019,1.0,10.500003278455086,0.22703617421123654
B698655,2019,1.0,6.315158644859933,0.0121913570493828
B698656,2019,0.9999999999999999,6.357552004618085,-4.0617912204397905e-18
B698677,2019,1.0,10.847990344499635,0.5056891930531352
B698691,2019,1.0,8.707267325319547,0.25331267919535083
B698695,2019,1.0,10.847990344499635,0.5056891930531352
B698697,2019,0.9999999999999999,5.614709844115209,-1.3594566982337525e-17
B698700,2019,1.0000000000000002,8.618656750158014,0.24493741372393213
B698707,2019,1.0,10.037625959716129,0.2826617521051596
B698708,2019,1.0000000000000002,5.59579404113946,0.16662142909905076
B698709,2019,1.0,10.500003278455086,0.22703617421123654
B698711,2019,1.0,10.500003278455086,0.22703617421123654
B698712,2019,1.0,10.500003278455086,0.22703617421123654
B698789,2019,1.0000000000000002,10.151087406230541,0.27180224863037605
B698800,2019,1.0000000000000002,5.59579404113946,0.16662142909905076
B698814,2019,1.0,10.500003278455086,0.22703617421123654
B698832,2019,1.0,7.3869836654844105,0.07110539237209794
B698836,2019,1.0,7.134489939202911,0.09924006868871488
B698839,2019,1.0000000000000002,5.483856189774724,0.0587234014953193
B698840,2019,1.0,7.930096437782244,0.06375061220010467
B698842,2019,1.0,6.885671326300793,0.11515409484931693
B698844,2019,1.0,6.885671326300793,0.11515409484931693
B698845,2019,1.0,6.885671326300793,0.11515409484931693
B698846,2019,1.0,6.885671326300793,0.11515409484931693
B698847,2019,1.0,8.707267325319547,0.25331267919535083
B698850,2019,1.0,6.885671326300793,0.11515409484931693
B698854,2019,1.0,6.885671326300793,0.11515409484931693
