Designer_ID,Year,Volume,Entropy,Gini
................................,2017,1.0000000000000002,10.18609328016592,0.18800892059117308
.Net专业软件开发,2017,4.0,9.903807616754163,0.44009410720164044
1036设计工作室 | 上海为良工业设计有限公司,2017,0.9999999999999998,8.673658454197081,0.18281386605371347
10年app开发团队，靠谱接单,2017,2.0,9.542067540444737,0.22541591456025548
1号品牌设计,2017,13.0,10.712918856958193,0.5571886528835107
21克设计,2017,2.9999999999999996,10.65559622345385,0.5359979640165572
24设计工作室,2017,0.9999999999999999,6.952973960438468,0.09196459315973775
5 哥 视 觉,2017,5.999999999999999,10.65559622345385,0.5359987378178341
6³工作室,2017,0.9999999999999998,7.7998991957870265,0.09378003828613873
7点视觉设计,2017,1.0,10.65559622345385,0.5359948688337914
A470014211,2017,1.0,6.641922947982636,0.10292315998928801
A7OOYIEM,2017,1.0,10.65559622345385,0.5359948688337914
AC设计,2017,14.0,10.65559622345385,0.5359991799909956
AIA设计事务所,2017,0.9999999999999999,9.12352530648417,0.17768805085976014
AIVE DESIGN,2017,4.000000000000001,8.937318170741014,0.864290482846168
APP开发杭州菲悠策科技有限公司,2017,4.000000000000001,8.547331519919014,0.5640943319911944
ART美品牌设计,2017,1.0,10.65559622345385,0.5359948688337914
AY视设,2017,0.9999999999999998,2.8073549220576037,1.5860328812194222e-17
Aiko柒,2017,1.0,9.42803448666143,0.3142717684949512
AlphabetString,2017,1.0,10.65559622345385,0.5359948688337914
A【免费设计深入咨询】【专业外观|结构|电控|手板|批量生产】,2017,1.9999999999999998,9.778159419542092,0.25463378748950427
A新萝卜-最实惠,2017,0.9999999999999999,9.640817001087001,0.26907750594639435
A锐设计,2017,31.0,10.65559622345385,0.5359993618527493
B&G knowledge.(比格知识工作室),2017,21.000000000000004,10.117981231618728,0.5804699546029917
B468370,2017,1.0,9.542067540444737,0.22541580072533374
B468380,2017,1.0,7.334781962487933,0.059253955176436106
B468383,2017,1.0,10.65559622345385,0.5359948688337914
B468385,2017,1.0,8.327770791959468,0.19675407016785842
B468389,2017,1.0,9.656055156605294,0.24091560688698294
B468390,2017,1.0,9.542067540444737,0.22541580072533374
B468401,2017,1.0,10.65559622345385,0.5359948688337914
B468402,2017,1.0,9.656055156605294,0.24091560688698294
B468403,2017,1.0000000000000002,6.8758721470980575,0.1554939317096799
B468404,2017,1.0000000000000002,6.8758721470980575,0.1554939317096799
B468407,2017,1.0,9.656055156605294,0.24091560688698294
B468409,2017,1.0,9.656055156605294,0.24091560688698294
B468411,2017,1.0,9.656055156605294,0.24091560688698294
B468421,2017,0.9999999999999998,4.418295834054491,0.07575757409090911
B468426,2017,1.0,10.65559622345385,0.5359948688337914
B468432,2017,1.0000000000000002,10.18609328016592,0.18800892059117308
B468434,2017,1.0,9.656055156605294,0.24091560688698294
B468435,2017,1.0,9.656055156605294,0.24091560688698294
B468437,2017,1.0000000000000002,10.18609328016592,0.18800892059117308
B468439,2017,1.0000000000000002,10.18609328016592,0.18800892059117308
B468440,2017,1.0,9.656055156605294,0.24091560688698294
B468450,2017,1.0000000000000002,5.491853096329675,3.454027032291493e-17
B468453,2017,0.9999999999999999,8.794672112564072,0.28768678563699907
B468454,2017,0.9999999999999999,8.794672112564072,0.28768678563699907
B468455,2017,0.9999999999999999,8.794672112564072,0.28768678563699907
B468460,2017,1.0,8.327770791959468,0.19675407016785842
B468470,2017,1.0,9.656055156605294,0.24091560688698294
B468473,2017,0.9999999999999999,8.794672112564072,0.28768678563699907
B468479,2017,1.0,3.4594316186372978,0.0
B468481,2017,1.0000000000000002,10.18609328016592,0.18800892059117308
B468483,2017,0.9999999999999999,9.640817001087001,0.26907750594639435
B468484,2017,1.0000000000000002,10.18609328016592,0.18800892059117308
B468502,2017,1.0,4.643856189774724,0.0
B468521,2017,0.9999999999999998,8.673658454197081,0.18281386605371347
B468525,2017,1.0,9.542067540444737,0.22541580072533374
B468527,2017,1.0,9.656055156605294,0.24091560688698294
B468528,2017,1.0,1.584962500721156,0.0
B468545,2017,1.0,9.542067540444737,0.22541580072533374
B468550,2017,1.0000000000000002,10.18609328016592,0.18800892059117308
B468558,2017,1.0,8.778593808591358,0.21491980063943064
B468559,2017,1.0,8.778593808591358,0.21491980063943064
B468561,2017,1.0,8.778593808591358,0.21491980063943064
