designer,year,ability,order_count,total_amount,designer_idx,ability_idx
B1115816,2025,产品结构设计,1,1500.0,56,39
B1115819,2025,产品结构设计,1,1000.0,57,39
B1115820,2025,产品结构设计,1,1300.0,58,39
B1115821,2025,语音识别,1,8000.0,59,129
B1115824,2025,语音识别,1,6000.0,60,129
B1115825,2025,语音识别,1,8000.0,61,129
B1115828,2025,产品上架与优化,1,500.0,62,35
B1115831,2025,爆款打造,1,500.0,63,111
B1115833,2025,新闻营销,1,2000.0,64,98
B1115836,2025,客户案例,1,1000.0,65,72
B1115838,2025,客户案例,1,500.0,66,72
B1115842,2025,活动文案,1,500.0,67,107
B1115843,2025,活动文案,1,500.0,68,107
B1115849,2025,广告口号,1,300.0,69,81
B1115853,2025,电商网站,1,4500.0,70,114
B1115854,2025,电商网站,1,6500.0,71,114
B1115901,2025,背景墙设计,1,2400.0,72,123
B1115917,2025,APP开发,1,7000.0,73,18
B1116260,2025,视频定制,1,700.0,74,127
B1116272,2025,定制开发,1,3650.0,75,71
B1116353,2025,APP开发,1,6000.0,76,18
B1116393,2025,APP开发,1,39187.0,77,18
B1116480,2025,广告口号,1,300.0,78,81
B1116484,2025,AIGC技术,1,20000.0,79,2
B1116485,2025,AIGC技术,1,30000.0,80,2
B1116487,2025,语音识别,1,8000.0,81,129
B1116488,2025,语音识别,1,10000.0,82,129
B1116682,2025,小程序开发,1,11967.0,83,77
B1116809,2025,APP开发,1,1000.0,84,18
B1116845,2025,LOGO设计,1,200.0,85,26
B1116883,2025,小程序开发,1,17000.0,86,77
B1117007,2025,电商,1,3800.0,87,113
B1117028,2025,小程序开发,1,3000.0,88,77
B1117114,2025,包装设计,1,1000.0,89,57
B1117149,2025,海报设计,1,400.0,90,108
B1117179,2025,APP开发,1,600.0,91,18
B1117213,2025,ERP系统,1,15979.0,92,23
B1117416,2025,LOGO设计,1,350.0,93,26
B1117590,2025,APP开发,1,400.0,94,18
B1117657,2025,封面设计,1,500.0,95,76
B1117658,2025,LOGO设计,1,300.0,96,26
B1117893,2025,3D建模,1,2500.0,97,1
B1117958,2025,APP界面设计,1,700.0,98,20
B1117970,2025,其他内容创作,1,2400.0,99,46
B1118073,2025,APP开发,1,800.0,100,18
B1118137,2025,APP开发,1,4000.0,101,18
B1118353,2025,包装设计,1,350.0,102,57
B1118356,2025,LOGO设计,1,400.0,103,26
B1118391,2025,网站二次开发,1,2500.0,104,121
B1118406,2025,APP开发,1,300.0,105,18
B1118508,2025,定制开发,1,5040.0,106,71
B1118520,2025,APP开发,1,400.0,107,18
B1118541,2025,H5开发,1,1000.0,108,24
B1118603,2025,包装设计,1,2000.0,109,57
B1118623,2025,APP开发,1,1200.0,110,18
B1118730,2025,定制开发,1,2370.0,111,71
B1118894,2025,APP开发,1,1500.0,112,18
B1118921,2025,广告设计,1,5000.0,113,83
B1119110,2025,其他软件开发,1,3000.0,114,51
B1119138,2025,排版设计,1,1200.0,115,91
B1119260,2025,小程序开发,1,3000.0,116,77
B1119341,2025,APP开发,1,2000.0,117,18
B1119343,2025,其他网站,1,500.0,118,50
B1119458,2025,APP开发,1,800.0,119,18
B1119499,2025,定制开发,1,5660.0,120,71
B1119632,2025,DeepSeek,1,10000.0,121,22
B1119641,2025,AI战略,1,15000.0,122,5
B1119712,2025,AI视频创作,1,5000.0,123,14
B1119879,2025,SAAS软件,1,12000.0,124,28
B1120022,2025,包装设计,1,1680.0,125,57
B1120183,2025,插画设计,1,2400.0,126,92
B1120234,2025,H5开发,1,1500.0,127,24
B1120443,2025,APP开发,1,300.0,128,18
B1120454,2025,APP开发,1,600.0,129,18
B1120829,2025,海报设计,1,50.0,130,108
B1120855,2025,包装设计,1,3400.0,131,57
B1121108,2025,APP开发,1,600.0,132,18
B1121239,2025,小程序开发,1,1500.0,133,77
B1121285,2025,APP开发,1,350.0,134,18
B1121371,2025,数据采集,1,2000.0,135,97
B1121673,2025,排版设计,1,3200.0,136,91
B1121834,2025,微信开发,1,1000.0,137,86
B1122099,2025,手机网站,1,6200.0,138,88
B1122348,2025,APP开发,1,5000.0,139,18
B1122443,2025,网站二次开发,1,2500.0,140,121
B1122613,2025,网站二次开发,1,1000.0,141,121
B1122646,2025,其他工具软件,1,1500.0,142,47
B1122715,2025,商城建设,1,300.0,143,66
B1122759,2025,定制开发,1,5365.0,144,71
B1122760,2025,定制开发,1,2739.0,145,71
B1123049,2025,其他软件开发,1,5200.0,146,51
B1123051,2025,其他软件开发,1,3900.0,147,51
B1123052,2025,其他软件开发,1,3900.0,148,51
B1123084,2025,定制开发,1,1524.0,149,71
B1123133,2025,排版设计,1,2800.0,150,91
B1123199,2025,定制开发,1,4000.0,151,71
B1123345,2025,APP开发,1,500.0,152,18
B1123751,2025,包装设计,1,300.0,153,57
B1123763,2025,小程序开发,1,7600.0,154,77
B1124066,2025,定制开发,1,5500.0,155,71
B1124131,2025,APP开发,1,4500.0,156,18
B1124230,2025,通讯聊天,1,1000.0,157,132
B1124455,2025,包装设计,1,5680.0,158,57
B1124493,2025,小程序开发,1,12800.0,159,77
B1124515,2025,影视拍摄,1,2660.0,160,85
B1124654,2025,交互设计,1,9600.0,161,34
B1124875,2025,AI设计,1,2450.0,162,15
B1124977,2025,定制开发,1,454.0,163,71
B1125143,2025,定制开发,1,1424.0,164,71
B1125212,2025,H5设计,1,3000.0,165,25
B1125395,2025,微信开发,1,10000.0,166,86
B1125667,2025,LOGO设计,1,299.0,167,26
B1125777,2025,定制开发,1,360.0,168,71
B1125808,2025,手机网站,1,1500.0,169,88
B1126060,2025,APP开发,1,20520.0,170,18
B1126106,2025,小程序开发,1,2800.0,171,77
B1126215,2025,网站UI设计,1,200.0,172,120
B1126522,2025,其他网站,1,2000.0,173,50
B1126626,2025,定制开发,1,7009.0,174,71
B1126902,2025,工业产品设计,1,1375.0,175,80
B1127146,2025,企业官网,1,8012.0,176,42
B1127158,2025,宣传册设计,1,3500.0,177,73
B1127170,2025,LOGO设计,1,1500.0,178,26
B1127223,2025,APP开发,1,13500.0,179,18
B1127385,2025,其他网站,1,4500.0,180,50
B1127411,2025,APP开发,1,366.0,181,18
B1127471,2025,小程序开发,1,7000.0,182,77
B1127480,2025,定制开发,1,12000.0,183,71
B1127518,2025,AI设计,1,1100.0,184,15
B1127579,2025,小程序开发,1,1500.0,185,77
B1127626,2025,虚拟人,1,19500.0,186,126
B1127745,2025,包装设计,1,1000.0,187,57
B1127970,2025,其他软件开发,1,200.0,188,51
B1128286,2025,AI设计,1,1950.0,189,15
B1128606,2025,其他软件开发,1,300.0,190,51
B1128971,2025,区块链应用,1,7000.0,191,58
B1128982,2025,APP开发,1,500.0,192,18
B1128988,2025,脚本开发,1,2000.0,193,124
B1129034,2025,包装设计,1,3500.0,194,57
B1129134,2025,APP开发,1,260.0,195,18
B1129222,2025,定制开发,1,773.0,196,71
B1129285,2025,SAAS软件,1,1500.0,197,28
B1129505,2025,产品外观设计,1,2500.0,198,38
B1129507,2025,影视拍摄,1,500.0,199,85
B1129555,2025,APP开发,1,360.0,200,18
B1129676,2025,AI设计,1,2425.0,201,15
B1129908,2025,详情页设计,1,270.0,202,128
B1130083,2025,详情页设计,1,1350.0,203,128
B1130128,2025,易拉宝/展架设计,1,1625.0,204,100
B1130156,2025,剪辑服务,1,50.0,205,55
B1130163,2025,APP开发,1,230.0,206,18
B1130266,2025,产品视频,1,50.0,207,40
B1130294,2025,APP开发,1,400.0,208,18
B1130784,2025,定制开发,1,3500.0,209,71
B1130828,2025,3D建模,1,3500.0,210,1
B1130853,2025,其他软件开发,1,5000.0,211,51
B1131080,2025,小程序开发,1,1800.0,212,77
B1131140,2025,网站二次开发,1,2000.0,213,121
B1131236,2025,网站二次开发,1,2000.0,214,121
B1131295,2025,后端开发,1,1600.0,215,61
B1131573,2025,后端开发,1,2000.0,216,61
B1131685,2025,APP开发,1,500.0,217,18
B1131753,2025,后端开发,1,300.0,218,61
B1131822,2025,定制开发,1,2294.0,219,71
B1131889,2025,APP开发,1,500.0,220,18
B1131954,2025,后端开发,1,1300.0,221,61
B1132057,2025,定制开发,1,1000.0,222,71
B1132108,2025,封面设计,1,2000.0,223,76
B1132187,2025,APP开发,1,41040.0,224,18
B1132367,2025,定制开发,1,1100.0,225,71
B1132455,2025,其他软件开发,1,30000.0,226,51
B1132510,2025,定制开发,1,22000.0,227,71
B1132713,2025,其他软件开发,1,800.0,228,51
B1132761,2025,其他软件开发,1,1000.0,229,51
B1132879,2025,APP开发,1,400.0,230,18
B1133023,2025,APP开发,1,5092.0,231,18
B1133231,2025,LOGO设计,1,665.0,232,26
B任务编号：1107445,2025,网络接单,1,501.0,233,122
B任务编号：1108317,2025,问卷调查,1,4000.0,234,137
B任务编号：1109179,2025,网络接单,1,510.0,235,122
B任务编号：1109223,2025,网络接单,1,500.0,236,122
B任务编号：1110829,2025,微信推广,1,3300.0,237,87
B任务编号：1113171,2025,APP推广,1,1200.0,238,19
B任务编号：1116354,2025,后期制作,1,7000.0,239,60
B任务编号：1117480,2025,图像识别,2,16000.0,240,67
B任务编号：1118408,2025,效果图设计,1,200.0,241,93
B任务编号：1118475,2025,施工图设计,1,200.0,242,99
B任务编号：1119424,2025,广告策划,1,1000.0,243,82
B任务编号：1119504,2025,效果图设计,1,200.0,244,93
B任务编号：1119896,2025,二维动画,1,6000.0,245,33
B任务编号：1120044,2025,图像识别,2,10000.0,246,67
B任务编号：1120209,2025,三维动画,1,2100.0,247,31
B任务编号：1120894,2025,服务人员,1,1000.0,248,105
B任务编号：1121305,2025,效果图设计,1,500.0,249,93
B任务编号：1121362,2025,创意类视频创作,1,700.0,250,52
B任务编号：1121420,2025,其他短视频,1,900.0,251,48
B任务编号：1121426,2025,剪辑服务,1,0.0,252,55
B任务编号：1121726,2025,营销推广软文,1,800.0,253,125
B任务编号：1121895,2025,剪辑服务,1,160.0,254,55
B任务编号：1121958,2025,视频定制,1,500.0,255,127
B任务编号：1121998,2025,二维动画,1,1000.0,256,33
B任务编号：1122053,2025,影视拍摄,1,0.0,257,85
B任务编号：1122060,2025,影视拍摄,1,0.0,258,85
B任务编号：1122201,2025,招商加盟,1,1000.0,259,90
B任务编号：1122264,2025,SEO排名优化,1,0.0,260,29
B任务编号：1122359,2025,剪辑服务,1,1000.0,261,55
B任务编号：1122393,2025,影视拍摄,1,0.0,262,85
B任务编号：1122472,2025,影视拍摄,1,1000.0,263,85
B任务编号：1122480,2025,人脸识别,2,0.0,264,41
B任务编号：1122556,2025,商业建筑,1,1000.0,265,64
B任务编号：1122609,2025,影视拍摄,1,0.0,266,85
B任务编号：1122648,2025,剪辑服务,1,1000.0,267,55
B任务编号：1122710,2025,别墅设计,1,1000.0,268,53
B任务编号：1122732,2025,其他人工智能,2,200.0,269,45
B任务编号：1122900,2025,展台展厅,1,0.0,270,78
Fu设计,2025,LOGO设计,1,800.0,271,26
JURENKEJI,2025,小程序开发,1,6000.0,272,77
KIN RABBIT,2025,LOGO设计,1,500.0,273,26
MAX空间设计,2025,包装设计,1,2160.0,274,57
MAX空间设计,2025,海报设计,1,300.0,274,108
MIO视觉艺术,2025,LOGO设计,1,500.0,275,26
V领YyswJ,2025,产品外观设计,1,300.0,276,38
W-Ge,2025,包装设计,1,800.0,277,57
ZYMi設計研究所,2025,其他网站,1,4300.0,278,50
caijunxiong,2025,AI服务咨询,2,10000.0,279,8
o5859e2d96a608,2025,AI实战项目,1,10000.0,280,4
o5d0363f701c78,2025,LOGO设计,1,1100.0,281,26
o5eb2734f8c161,2025,公司起名,1,600.0,282,44
o60ee5c95d80c4,2025,AI课程培训,2,40000.0,283,16
tomzhouwei,2025,LOGO设计,3,1500.0,284,26
tomzhouwei,2025,包装设计,1,1200.0,284,57
v助利32VC7,2025,其他软件开发,1,200.0,285,51
wsjyhns2008的商铺,2025,LOGO设计,1,800.0,286,26
zwh123123,2025,广告口号,1,700.0,287,81
​震撼工作室,2025,APP开发,3,11000.0,288,18
一叶知秋CC设计,2025,LOGO设计,1,1000.0,289,26
一品流图,2025,LOGO设计,1,500.0,290,26
一念阁 | 设计,2025,LOGO设计,1,500.0,291,26
一惠科技,2025,小程序开发,1,300.0,292,77
一点星河科技,2025,APP开发,1,2800.0,293,18
一诺创意设计,2025,包装设计,2,4000.0,294,57
一高网络工作室,2025,小程序开发,1,2800.0,295,77
七行天下,2025,APP开发,2,69250.0,296,18
三鱼创意,2025,会员卡设计,1,400.0,297,43
三鱼创意,2025,吉祥物设计,1,4000.0,297,59
上海佶客网络科技有限公司,2025,小程序开发,3,5000.0,298,77
上海光梭行工作室,2025,产品视频,3,18000.0,299,40
上海光梭行工作室,2025,剪辑服务,2,1200.0,299,55
上海光梭行工作室,2025,影视拍摄,1,4000.0,299,85
上海哲怡,2025,小程序开发,3,8500.0,300,77
上海奈十工业设计有限公司,2025,产品外观设计,3,9520.0,301,38
上海奈十工业设计有限公司,2025,产品结构设计,1,7000.0,301,39
上海瀚学信息科技,2025,小程序开发,1,10000.0,302,77
不至于此瓦龙,2025,包装设计,1,1200.0,303,57
东上设计,2025,APP界面设计,1,1000.0,304,20
东方创意,2025,LOGO设计,2,1300.0,305,26
东田品牌设计,2025,LOGO设计,1,500.0,306,26
中盈物联网区块链科技开发有限公司,2025,定制开发,1,3000.0,307,71
乔木个人工作室,2025,LOGO设计,2,1888.0,308,26
云南南强信息,2025,小程序开发,1,6000.0,309,77
亿器开发团队工作室,2025,其他软件开发,1,8800.0,310,51
亿帆文创,2025,编辑校对,1,500.0,311,119
企业官网、安卓app、unity手游端游,2025,页游/端游开发,1,3600.0,312,139
企大咖科技,2025,VI设计,4,3120.0,313,30
企大咖科技,2025,包装设计,21,23400.0,313,57
众视佳品牌视觉设计,2025,LOGO设计,2,1000.0,314,26
佳动设计工作室,2025,LOGO设计,1,800.0,315,26
佳动设计工作室,2025,包装设计,1,1000.0,315,57
佳动设计工作室,2025,字体设计,1,300.0,315,70
佳动设计工作室,2025,封面设计,1,2000.0,315,76
佳动设计工作室,2025,海报设计,1,300.0,315,108
侠道视觉,2025,LOGO设计,2,1166.0,316,26
兮风夜影,2025,私有化部署,2,6000.0,317,117
兮风夜影,2025,语音识别,1,18000.0,317,129
凉辰梦瑾,2025,AI设计,1,8000.0,318,15
创码天地,2025,AI接口,2,12000.0,319,6
创码天地,2025,API接口,2,8000.0,319,17
创码天地,2025,其他软件开发,1,1200.0,319,51
创码天地,2025,采集工具,1,150.0,319,134
创码天地,2025,阅读/图像,1,1000.0,319,138
初晓创意互联,2025,APP界面设计,1,2000.0,320,20
初晓创意互联,2025,H5开发,1,2600.0,320,24
初晓创意互联,2025,网站二次开发,1,6000.0,320,121
初晓创意互联,2025,软件UI设计,2,9500.0,320,130
初简馨网络,2025,小程序开发,5,13700.0,321,77
利宏营销策划,2025,包装设计,2,600.0,322,57
利宏营销策划,2025,宣传策划,2,1000.0,322,75
利宏营销策划,2025,背景墙设计,2,2000.0,322,123
北京北宸星科技文化有限公司,2025,APP开发,1,6000.0,323,18
北京北宸星科技文化有限公司,2025,小程序开发,1,120.0,323,77
北京奥海科技有限公司,2025,小程序开发,1,11000.0,324,77
北京机智创新科技有限公司,2025,APP开发,1,6000.0,325,18
北京江渝文化工作室,2025,外贸网站,1,3500.0,326,68
北京江渝文化工作室,2025,运维服务,1,1000.0,326,131
北京维拓软件工作室,2025,APP开发,1,2400.0,327,18
北京维拓软件工作室,2025,小程序开发,1,2400.0,327,77
北京艺海观涛,2025,小程序开发,2,5000.0,328,77
北来设计,2025,VI设计,1,6000.0,329,30
北来设计,2025,包装设计,5,7200.0,329,57
十分逆天,2025,AIGC技术,1,15000.0,330,2
十分逆天,2025,智能体模板,1,10000.0,330,102
千机阁软件开发,2025,H5开发,1,500.0,331,24
千机阁软件开发,2025,项目策划,1,100.0,331,140
华丽艺术,2025,招商加盟,1,100.0,332,90
南京一画电子商务,2025,宣传册设计,2,1400.0,333,73
南京星逸文化传媒有限公司,2025,AI写作,1,20000.0,334,3
南京玳墨动画,2025,电商网站,1,6000.0,335,114
南昌悦宁科技,2025,小程序开发,2,5000.0,336,77
博视科技,2025,APP开发,1,29520.0,337,18
厦门阿古瑶,2025,小程序开发,1,3000.0,338,77
双士广告,2025,宣传册设计,1,1300.0,339,73
哆米设计,2025,APP界面设计,1,3000.0,340,20
唯美意境,2025,LOGO设计,1,500.0,341,26
四喜广告,2025,包装设计,8,8400.0,342,57
四川凌智科技,2025,定制开发,1,400.0,343,71
四角龙软件,2025,小程序开发,1,7500.0,344,77
塞坦科技,2025,小程序开发,1,5000.0,345,77
塞坦科技,2025,数据处理,2,3000.0,345,95
墨思设计Moth,2025,LOGO设计,1,500.0,346,26
墨思设计Moth,2025,吉祥物设计,1,4000.0,346,59
夜猫工作室,2025,APP开发,1,4500.0,347,18
夢里飄雪,2025,智能体搭建,1,3000.0,348,101
大丰设计,2025,产品结构设计,2,3000.0,349,39
大圣传媒文化工作室,2025,产品视频,1,50.0,350,40
大桥设计,2025,三维动画,1,6800.0,351,31
大连微图知行科技有限公司,2025,APP开发,1,36000.0,352,18
大连微图知行科技有限公司,2025,小程序开发,1,5000.0,352,77
大连星芒计算机软件有限公司,2025,小程序开发,1,17000.0,353,77
天使设计,2025,LOGO设计,2,300.0,354,26
天津博漫插画设计有限公司,2025,漫画设计,2,1000.0,355,110
奇宸小店,2025,网站二次开发,1,500.0,356,121
如云漂泊,2025,微信开发,1,400.0,357,86
威益客ZOV61,2025,动画制作,1,1560.0,358,56
宁夏鲲鹏网络,2025,其他管理软件,1,5000.0,359,49
宁夏鲲鹏网络,2025,小程序开发,1,2280.0,359,77
宁波亲聆网络科技有限公司,2025,包装设计,4,4300.0,360,57
实一惠软件开发工作室,2025,定制开发,1,1000.0,361,71
小小小小鸟设计,2025,LOGO设计,1,500.0,362,26
山东明途软件开发,2025,其他软件开发,2,4500.0,363,51
山东明途软件开发,2025,脚本开发,1,2500.0,363,124
工匠网络,2025,小程序开发,2,6520.0,364,77
布鲁恩设计,2025,LOGO设计,2,1000.0,365,26
常展创意设计,2025,包装设计,1,1088.0,366,57
平面设计阿军,2025,封面设计,2,4600.0,367,76
广东起搏网络科技有限公司,2025,APP开发,2,23024.0,368,18
广东起搏网络科技有限公司,2025,小程序开发,1,12596.0,368,77
广速达软件技术工作室,2025,小程序开发,2,4000.0,369,77
广速达软件技术工作室,2025,微信开发,1,2800.0,369,86
开勒创意设计,2025,LOGO设计,5,4200.0,370,26
开勒创意设计,2025,包装设计,9,7500.0,370,57
开勒创意设计,2025,详情页设计,2,2800.0,370,128
开勒创意设计,2025,软件UI设计,2,3200.0,370,130
影创信息科技,2025,产品视频,1,2000.0,371,40
影创信息科技,2025,剪辑服务,1,100.0,371,55
影绘流光设计工作室,2025,3D建模,2,4000.0,372,1
影绘流光设计工作室,2025,主图设计,2,2400.0,372,32
彼岸红尘,2025,模型调优,1,10000.0,373,106
微悦文创 | 悦设计,2025,VI设计,1,9600.0,374,30
德州悠扬信息科技有限公司,2025,APP开发,2,1300.0,375,18
德州悠扬信息科技有限公司,2025,其他网站,1,100.0,375,50
德州悠扬信息科技有限公司,2025,前端开发,1,4000.0,375,54
德州悠扬信息科技有限公司,2025,小程序开发,6,12000.0,375,77
德州悠扬信息科技有限公司,2025,采集工具,2,3980.0,375,134
德州悠扬信息科技有限公司,2025,门户网站,3,2800.0,375,136
悦心互娱科技,2025,APP开发,2,24720.0,376,18
悦深科技2018,2025,小程序开发,2,10400.0,377,77
慧兴科技,2025,APP开发,2,30500.0,378,18
慧兴科技,2025,H5开发,1,2500.0,378,24
慧兴科技,2025,小程序开发,1,5000.0,378,77
憧憬如画全案设计工作室,2025,效果图设计,1,800.0,379,93
故事老酒,2025,大模型应用,2,100000.0,380,69
文创设计工作室,2025,包装设计,1,1000.0,381,57
文心艺境,2025,PPT设计,2,1000.0,382,27
斑点设计,2025,产品外观设计,1,7500.0,383,38
斑点设计,2025,产品结构设计,1,15000.0,383,39
方格设计,2025,产品外观设计,2,1000.0,384,38
方格设计,2025,详情页设计,2,600.0,384,128
旗铭玉保定市软件开发,2025,APP开发,2,14000.0,385,18
旗铭玉保定市软件开发,2025,后端开发,1,500.0,385,61
旗铭玉保定市软件开发,2025,定制开发,1,2000.0,385,71
旗铭玉保定市软件开发,2025,小程序开发,2,4400.0,385,77
无敌帅锅,2025,Chatgpt,1,20000.0,386,21
无敌帅锅,2025,语音识别,1,10000.0,386,129
昊航设计,2025,包装设计,2,4000.0,387,57
明弈设计工作室,2025,LOGO设计,2,3000.0,388,26
星启工作室,2025,小程序开发,3,12500.0,389,77
星岬设计工作室,2025,LOGO设计,1,1000.0,390,26
普江科技,2025,APP开发,1,5000.0,391,18
普江科技,2025,小程序开发,1,4600.0,391,77
智品设计,2025,包装设计,3,3000.0,392,57
智品设计,2025,宣传册设计,2,1200.0,392,73
智码科技,2025,网站二次开发,1,1200.0,393,121
智码科技,2025,脚本开发,1,500.0,393,124
有乾设计工作室,2025,LOGO设计,1,500.0,394,26
有路科技,2025,定制开发,1,15000.0,395,71
木雪涯设计工作室,2025,AI知识库,1,10000.0,396,10
朱胤龙设计空间站,2025,海报设计,1,300.0,397,108
杭州动动脑智能软件,2025,小程序开发,1,3000.0,398,77
杭州华舰信息技术有限公司,2025,APP开发,1,15000.0,399,18
杭州薪和工业设计有限公司,2025,工业产品设计,2,8000.0,400,80
杭州镜中境数字科技有限公司,2025,剪辑服务,1,11400.0,401,55
极感传媒,2025,AI系统集成,1,50000.0,402,12
果星文化创意,2025,LOGO设计,3,6300.0,403,26
果田科技 100%好评服务商,2025,其他软件开发,1,5600.0,404,51
果田科技 100%好评服务商,2025,数据处理,1,5000.0,404,95
楷峰文化,2025,LOGO设计,2,800.0,405,26
楷峰文化,2025,VI设计,2,3000.0,405,30
楷峰文化,2025,包装设计,22,34720.0,405,57
楷峰文化,2025,易拉宝/展架设计,1,5600.0,405,100
樂山樂水888999,2025,LOGO设计,1,1800.0,406,26
横行天下有限公司,2025,AI聊天机器人,1,10000.0,407,13
正都科技,2025,定制开发,1,6000.0,408,71
正都科技,2025,小程序开发,3,13800.0,408,77
武林设计,2025,公司起名,1,100.0,409,44
武汉品禾科技,2025,小程序开发,1,5250.0,410,77
毕米科技工作室,2025,定制开发,1,11000.0,411,71
毕米科技工作室,2025,小程序开发,1,9600.0,411,77
毛利网络,2025,APP开发,1,16000.0,412,18
汇世纪网络科技,2025,APP开发,2,21000.0,413,18
汇世纪网络科技,2025,其他软件开发,1,21000.0,413,51
江苏执笔科技有限公司,2025,响应式网站,1,4000.0,414,63
江苏执笔科技有限公司,2025,小程序开发,1,3000.0,414,77
沈阳中瑞恒信,2025,宣传册设计,2,1000.0,415,73
沈阳中瑞恒信,2025,海报设计,1,300.0,415,108
沐风设计,2025,LOGO设计,1,600.0,416,26
泰灵工作室,2025,H5开发,3,3100.0,417,24
洛阳蓝普网络技术有限公司,2025,APP开发,1,3500.0,418,18
洛阳蓝普网络技术有限公司,2025,小程序开发,2,5500.0,418,77
浅末工作室,2025,AIGC技术,1,20000.0,419,2
浅末工作室,2025,数据分析,2,100000.0,419,94
济南网络人信息技术有限公司,2025,APP开发,1,12000.0,420,18
济南网络人信息技术有限公司,2025,其他软件开发,1,4000.0,420,51
济南网络人信息技术有限公司,2025,小程序开发,2,8000.0,420,77
浪漫使者,2025,AI模型训练,2,100000.0,421,9
浪漫使者,2025,语音识别,1,13000.0,421,129
海创博达,2025,其他软件开发,1,1000.0,422,51
海旭设计,2025,LOGO设计,2,1000.0,423,26
深圳宏佑兄弟工作室,2025,APP开发,2,8000.0,424,18
深圳市浚峰科技有限公司,2025,小程序开发,1,2100.0,425,77
深圳市致翌软件技术有限责任公司,2025,小程序开发,1,6500.0,426,77
深圳萬森品牌,2025,包装设计,1,1800.0,427,57
深圳非凡品牌策划,2025,LOGO设计,1,600.0,428,26
深圳非凡设计工作室,2025,LOGO设计,4,3100.0,429,26
渲染精彩,2025,LOGO设计,1,500.0,430,26
游狸猫动画-三维技术服务,2025,游戏建模,1,3300.0,431,109
湖南百用网络科技有限公司,2025,APP开发,1,500.0,432,18
瀚海蓝鲸工作室,2025,APP开发,1,35350.0,433,18
灵悦创想,2025,LOGO设计,2,600.0,434,26
牛马帮科技,2025,APP开发,2,55104.0,435,18
牧行者工作室,2025,LOGO设计,2,2300.0,436,26
猎隼开发者,2025,小程序开发,1,41000.0,437,77
皓月应用,2025,ERP系统,1,2800.0,438,23
皓月应用,2025,物联网,1,13860.0,438,112
皓月烟云,2025,AI数字人,1,20000.0,439,7
盗火设计,2025,封面设计,1,2600.0,440,76
盛阔科技,2025,小程序开发,2,5460.0,441,77
码上就好,2025,小程序开发,1,2000.0,442,77
码上智创工坊,2025,小程序开发,1,300.0,443,77
码链云舟,2025,APP界面设计,1,300.0,444,20
硕博明睿科技有限公司,2025,外贸网站,1,300.0,445,68
硕博明睿科技有限公司,2025,小程序开发,2,7000.0,445,77
硕博明睿科技有限公司,2025,手机网站,1,200.0,445,88
科宇软件,2025,嵌入式软件,1,10000.0,446,79
