Source,Target,Transaction_Price,Publication_Time,Type
hania,法律文书,150.0,2016-12-28,发布
古唐设计,网站UI设计,500.0,2016-12-27,发布
mf139****8671,网站UI设计,500.0,2016-12-22,发布
渔人码头,APP界面设计,300.0,2016-11-29,发布
展翅飞xiang,网站UI设计,1000.0,2016-11-26,发布
mf139****8671,网站UI设计,500.0,2016-11-12,发布
o53c3****5996c,软件UI设计,300.0,2016-11-11,发布
o53c3****5996c,软件UI设计,300.0,2016-11-08,发布
Mr138****8870,软件UI设计,100.0,2016-10-28,发布
o5483e5e907526,APP开发,500.0,2016-10-31,发布
o580eed3ba8f0d,软件UI设计,300.0,2016-10-25,发布
o580b****426ee,软件UI设计,300.0,2016-10-22,发布
o55949eda1c2f8,网站UI设计,500.0,2016-10-21,发布
jingbaishui,软件UI设计,100.0,2016-09-29,发布
jingbaishui,软件UI设计,150.0,2016-09-27,发布
mf171****2070,网站UI设计,550.0,2016-09-14,发布
mf181****2172,小程序开发,500.0,2016-08-19,发布
北京创宇通,网站UI设计,500.0,2016-06-27,发布
o575e5b633e724,网站UI设计,500.0,2016-06-13,发布
mf138****1821,网站UI设计,500.0,2016-05-24,发布
o573fda0f16150,软件UI设计,150.0,2016-05-21,发布
woojay,软件UI设计,500.0,2016-05-17,发布
epwkdxm,企业官网,1500.0,2016-04-27,发布
拾信拾信,软件UI设计,500.0,2016-04-22,发布
方枪枪1986,网站UI设计,200.0,2016-04-01,发布
mf186****7918,网站UI设计,1000.0,2016-03-02,发布
FatalError,企业官网,500.0,2016-01-14,发布
niuren,网站UI设计,500.0,2016-01-07,发布
mf185****1861,小程序开发,20000.0,2016-12-31,发布
vitorru,APP界面设计,4000.0,2016-12-29,发布
mf150****0375,电商网站,10000.0,2016-12-29,发布
vitorru,微信开发,1750.0,2016-12-29,发布
mf135****1264,企业官网,4000.0,2016-12-29,发布
足球培训,其他软件开发,35000.0,2016-12-29,发布
vitorru,APP开发,30000.0,2016-12-29,发布
mf159****6965,其他软件开发,27000.0,2016-12-28,发布
蓝天11,其他软件开发,4000.0,2016-12-28,发布
vitorru,电商网站,90000.0,2016-12-28,发布
行者无疆10,其他软件开发,30000.0,2016-12-28,发布
vitorru,APP开发,52500.0,2016-12-28,发布
未知01,手游开发,36000.0,2016-12-28,发布
k0991****50,企业官网,3600.0,2016-12-28,发布
vitorru,软件UI设计,360.0,2016-12-28,发布
叮当吧网络科技,小程序开发,3000.0,2016-12-27,发布
vitorru,企业官网,80000.0,2016-12-27,发布
怪蜀黍机器人,网站UI设计,1000.0,2016-12-26,发布
mf188****6225,企业官网,1200.0,2016-12-26,发布
mf139****9904,软件UI设计,1000.0,2016-12-24,发布
mf159****7461,小程序开发,10000.0,2016-12-23,发布
潜流01,小程序开发,16000.0,2016-12-23,发布
o585b86bcbf51d,APP界面设计,3000.0,2016-12-23,发布
mf155****0055,小程序开发,9000.0,2016-12-23,发布
vitorru,小程序开发,10000.0,2016-12-23,发布
mf185****1848,小程序开发,30000.0,2016-12-23,发布
mf186****1132,其他软件开发,3000.0,2016-12-22,发布
啦姆网络科技,企业官网,1200.0,2016-12-22,发布
wxl198262,APP开发,20000.0,2016-12-20,发布
vitorru,小程序开发,10500.0,2016-12-20,发布
chong001,APP开发,24000.0,2016-12-20,发布
mf157****7944,手机网站,4500.0,2016-12-18,发布
sdskhf,小程序开发,500.0,2016-12-19,发布
mf159****6965,其他软件开发,20000.0,2016-12-19,发布
诚达科技,电商网站,5000.0,2016-12-18,发布
mf138****4104,APP开发,15000.0,2016-12-17,发布
liangshan,微信开发,10000.0,2016-12-17,发布
YAOMI,企业官网,1800.0,2016-12-16,发布
mf186****9688,企业官网,2000.0,2016-12-16,发布
罗宾,微信开发,1000.0,2016-12-16,发布
优佳净01,企业官网,1000.0,2016-12-16,发布
mf139****1573,企业官网,6000.0,2016-12-15,发布
k2186****89,APP开发,50000.0,2016-12-13,发布
深圳众房,微信开发,3500.0,2016-12-12,发布
恋秋001,微信开发,400.0,2016-12-12,发布
vitorru,APP开发,30000.0,2016-12-09,发布
k5874****67,小程序开发,4500.0,2016-12-09,发布
o5819****7a75b,其他软件开发,200.0,2016-12-09,发布
vitorru,APP开发,31500.0,2016-12-09,发布
mf135****2552,小程序开发,25000.0,2016-12-08,发布
Mr137****2127,企业官网,500.0,2016-12-08,发布
o5819****7a75b,其他软件开发,200.0,2016-12-07,发布
巴巴01,企业官网,3000.0,2016-12-07,发布
新天物资,微信开发,5500.0,2016-12-07,发布
k3124****43,企业官网,888.0,2016-12-06,发布
vitorru,企业官网,2800.0,2016-12-05,发布
开元排版印制中心,其他软件开发,1000.0,2016-12-05,发布
o582da55286cc5,小程序开发,23200.0,2016-12-05,发布
mf158****8387,微信开发,7000.0,2016-12-04,发布
