src_type,1,2,3,4
1,0.6382978723404256,0.0851063829787234,0.1276595744680851,0.14893617021276595
2,0.2727272727272727,0.3181818181818182,0.0,0.4090909090909091
3,0.025,0.0125,0.8,0.1625
4,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.7666666666666667
