src_type,1,2,3,4
1,0.4117647058823529,0.058823529411764705,0.23529411764705882,0.29411764705882354
2,0.75,0.0,0.25,0.0
3,0.017467248908296942,0.008733624454148471,0.7685589519650655,0.2052401746724891
4,0.10526315789473684,0.05263157894736842,0.2982456140350877,0.543859649122807
