src_type,1,2,3,4
1,0.6666666666666666,0.12962962962962962,0.1111111111111111,0.09259259259259259
2,0.2,0.56,0.04,0.2
3,0.06338028169014084,0.014084507042253521,0.7253521126760564,0.19718309859154928
4,0.09411764705882353,0.12941176470588237,0.24705882352941178,0.5294117647058824
