src_type,1,2,3,4
1,0.7053571428571429,0.0625,0.125,0.10714285714285714
2,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857
3,0.042682926829268296,0.006097560975609756,0.8414634146341463,0.10975609756097561
4,0.112,0.024,0.352,0.512
