Source,Target,Type
A399602,APP界面设计,发布
B399602,APP界面设计,完成
A399603,背景墙设计,发布
B399603,背景墙设计,完成
A399615,FLASH制作,发布
B399615,FLASH制作,完成
A399652,小程序开发,发布
B399652,小程序开发,完成
A399688,漫画设计,发布
B399688,漫画设计,完成
A399700,企业官网,发布
B399700,企业官网,完成
A399703,网站优化方案,发布
B399703,网站优化方案,完成
A399714,商业提案,发布
B399714,商业提案,完成
A399721,PPT设计,发布
B399721,PPT设计,完成
A399723,企业官网,发布
B399723,企业官网,完成
A399750,海报设计,发布
B399750,海报设计,完成
A399767,LOGO设计,发布
B399767,LOGO设计,完成
A399771,产品推广,发布
B399771,产品推广,完成
A399787,脚本开发,发布
B399787,脚本开发,完成
A399815,手游开发,发布
B399815,手游开发,完成
A399836,机械设备,发布
B399836,机械设备,完成
A399845,企业官网,发布
B399845,企业官网,完成
A399852,APP开发,发布
B399852,APP开发,完成
A399853,其他软件开发,发布
B399853,其他软件开发,完成
A399861,LOGO设计,发布
B399861,LOGO设计,完成
A399863,LOGO设计,发布
B399863,LOGO设计,完成
A399867,VI设计,发布
B399867,VI设计,完成
A399890,LOGO设计,发布
B399890,LOGO设计,完成
A399893,包装设计,发布
B399893,包装设计,完成
A399894,VI设计,发布
B399894,VI设计,完成
A399896,宣传册设计,发布
B399896,宣传册设计,完成
A399897,宣传册设计,发布
B399897,宣传册设计,完成
A399913,手游开发,发布
B399913,手游开发,完成
A399914,VI设计,发布
B399914,VI设计,完成
A399915,微信开发,发布
B399915,微信开发,完成
A399938,产品推广,发布
B399938,产品推广,完成
A399942,海报设计,发布
B399942,海报设计,完成
A399955,海报设计,发布
B399955,海报设计,完成
A399959,其他软件开发,发布
B399959,其他软件开发,完成
A399974,APP开发,发布
B399974,APP开发,完成
A399979,网站优化方案,发布
B399979,网站优化方案,完成
A399983,企业官网,发布
B399983,企业官网,完成
A399993,企业官网,发布
B399993,企业官网,完成
A400004,微信推广,发布
B400004,微信推广,完成
A400015,企业官网,发布
B400015,企业官网,完成
A400028,图片处理,发布
B400028,图片处理,完成
A400031,小程序开发,发布
B400031,小程序开发,完成
