Source,Target,Type
任务编号：399602,knowledge:游戏网站,关联
任务编号：399602,knowledge:手机网页设计,关联
任务编号：399603,knowledge:婚礼背景,关联
任务编号：399603,knowledge:设计,关联
任务编号：399615,knowledge:网页设计,关联
任务编号：399615,knowledge:FLASH设计,关联
任务编号：399652,knowledge:锐腾项目,关联
任务编号：399688,knowledge:玉女插画,关联
任务编号：399700,knowledge:数据调用,关联
任务编号：399700,knowledge:目标网站,关联
任务编号：399703,knowledge:游戏平台,关联
任务编号：399703,knowledge:短信推广,关联
任务编号：399714,knowledge:项目文案,关联
任务编号：399721,knowledge:良木优品,关联
任务编号：399721,knowledge:PPT设计,关联
任务编号：399723,knowledge:网站设计,关联
任务编号：399723,knowledge:良木优品,关联
任务编号：399750,knowledge:通讯折页,关联
任务编号：399750,knowledge:设计,关联
任务编号：399767,knowledge:友群,关联
任务编号：399767,knowledge:logo设计,关联
任务编号：399771,knowledge:品牌优化,关联
任务编号：399771,knowledge:推广,关联
任务编号：399771,knowledge:第一期,关联
任务编号：399787,knowledge:网站自动登录,关联
任务编号：399787,knowledge:分析,关联
任务编号：399815,knowledge:游戏副本,关联
任务编号：399815,knowledge:活动,关联
任务编号：399836,knowledge:机械加工,关联
任务编号：399836,knowledge:电器配套,关联
任务编号：399845,knowledge:项目二期,关联
任务编号：399845,knowledge:增改,关联
任务编号：399852,knowledge:汽配宝,关联
任务编号：399852,knowledge:电商平台,关联
任务编号：399852,knowledge:pc,关联
任务编号：399852,knowledge:app,关联
任务编号：399852,knowledge:三期,关联
任务编号：399853,knowledge:超市系统,关联
任务编号：399853,knowledge:开发,关联
任务编号：399861,knowledge:瓶装食品,关联
任务编号：399861,knowledge:商标设计,关联
任务编号：399863,knowledge:logo设计,关联
任务编号：399863,knowledge:标志设计,关联
任务编号：399867,knowledge:VI设计,关联
任务编号：399887,knowledge:奶制品,关联
任务编号：399887,knowledge:VI形象,关联
任务编号：399887,knowledge:形象提升,关联
任务编号：399890,knowledge:二手豪车,关联
任务编号：399890,knowledge:logo设计,关联
任务编号：399893,knowledge:VI设计,关联
任务编号：399893,knowledge:外包装,关联
任务编号：399893,knowledge:画册设计,关联
任务编号：399894,knowledge:VI设计,关联
任务编号：399894,knowledge:外包装,关联
