Source,Target,Type
其他网站,任务编号：1068632,属于
小程序开发,任务编号：1068818,属于
其他网站,任务编号：1068990,属于
书籍装帧,任务编号：1069266,属于
LOGO设计,任务编号：1069269,属于
产品外观设计,任务编号：1069276,属于
包装设计,任务编号：1069279,属于
APP开发,任务编号：1069296,属于
H5开发,任务编号：1069375,属于
APP开发,任务编号：1069394,属于
软件UI设计,任务编号：1069423,属于
定制开发,任务编号：1069436,属于
小程序开发,任务编号：1069459,属于
APP开发,任务编号：1069473,属于
LOGO设计,任务编号：1069656,属于
网站二次开发,任务编号：1069701,属于
APP开发,任务编号：1069704,属于
网站二次开发,任务编号：1069988,属于
游戏其他,任务编号：1070039,属于
小程序开发,任务编号：1070077,属于
测试服务,任务编号：1070087,属于
测试服务,任务编号：1070088,属于
测试服务,任务编号：1070154,属于
测试服务,任务编号：1070175,属于
产品外观设计,任务编号：1070193,属于
小程序开发,任务编号：1070255,属于
其他软件开发,任务编号：1070297,属于
APP开发,任务编号：1070344,属于
LOGO设计,任务编号：1070369,属于
后端开发,任务编号：1070449,属于
其他网站,任务编号：1070501,属于
小程序开发,任务编号：1070535,属于
API接口,任务编号：1070649,属于
小程序开发,任务编号：1070685,属于
包装设计,任务编号：1070786,属于
小程序开发,任务编号：1070819,属于
APP开发,任务编号：1070924,属于
网站UI设计,任务编号：1071198,属于
数据采集,任务编号：1071260,属于
书籍装帧,任务编号：1071327,属于
VI设计,任务编号：1071359,属于
APP开发,任务编号：1071371,属于
小程序开发,任务编号：1071395,属于
H5开发,任务编号：1071423,属于
后端开发,任务编号：1071560,属于
LOGO设计,任务编号：1071760,属于
网站二次开发,任务编号：1071806,属于
小程序开发,任务编号：1072277,属于
H5开发,任务编号：1072282,属于
商城建设,任务编号：1072590,属于
企业官网,任务编号：1072594,属于
APP开发,任务编号：1072918,属于
包装设计,任务编号：1072987,属于
APP开发,任务编号：1073002,属于
微信开发,任务编号：1073027,属于
书籍装帧,任务编号：1073191,属于
小程序开发,任务编号：1073215,属于
VI设计,任务编号：1073328,属于
商城建设,任务编号：1073475,属于
LOGO设计,任务编号：1073580,属于
产品外观设计,任务编号：1073855,属于
产品外观设计,任务编号：1073856,属于
电商网站,任务编号：1074106,属于
专业代笔,任务编号：1074223,属于
包装设计,任务编号：1074251,属于
企业官网,任务编号：1074279,属于
企业官网,任务编号：1074354,属于
定制开发,任务编号：1074384,属于
包装设计,任务编号：1074391,属于
包装设计,任务编号：1074392,属于
主图设计,任务编号：1074449,属于
APP界面设计,任务编号：1074462,属于
商城建设,任务编号：1074528,属于
LOGO设计,任务编号：1074616,属于
包装设计,任务编号：1074618,属于
其他软件开发,任务编号：1074727,属于
企业官网,任务编号：1074858,属于
小程序开发,任务编号：1074978,属于
APP开发,任务编号：1075017,属于
企业官网,任务编号：1075154,属于
包装设计,任务编号：1075425,属于
商城建设,任务编号：1075476,属于
定制开发,任务编号：1075512,属于
APP开发,任务编号：1075517,属于
VI设计,任务编号：1075636,属于
模板建站,任务编号：1075721,属于
模板建站,任务编号：1075891,属于
APP界面设计,任务编号：1075899,属于
其他软件开发,任务编号：1075918,属于
交互设计,任务编号：1076021,属于
产品外观设计,任务编号：1076237,属于
脚本开发,任务编号：1076409,属于
定制开发,任务编号：1076425,属于
其他软件开发,任务编号：1076522,属于
后端开发,任务编号：1076579,属于
响应式网站,任务编号：1076764,属于
定制开发,任务编号：1077156,属于
其他网站,任务编号：1077287,属于
微信推广,任务编号：1077339,属于
LOGO设计,任务编号：1077446,属于
H5开发,任务编号：1077472,属于
APP开发,任务编号：1077685,属于
企业官网,任务编号：1077884,属于
小程序开发,任务编号：1077891,属于
APP开发,任务编号：1078114,属于
门户网站,任务编号：1078213,属于
VI设计,任务编号：1078224,属于
APP开发,任务编号：1078227,属于
小程序开发,任务编号：1078482,属于
详情页设计,任务编号：1078542,属于
小程序开发,任务编号：1078544,属于
APP开发,任务编号：1078676,属于
LOGO设计,任务编号：1078708,属于
APP开发,任务编号：1078735,属于
软件UI设计,任务编号：1078840,属于
LOGO设计,任务编号：1079044,属于
响应式网站,任务编号：1079394,属于
影音播放,任务编号：1079406,属于
网站二次开发,任务编号：1079460,属于
企业官网,任务编号：1079557,属于
详情页设计,任务编号：1079600,属于
后期制作,任务编号：1079678,属于
LOGO设计,任务编号：1079762,属于
抖音视频,任务编号：1080155,属于
剪辑服务,任务编号：1080191,属于
小程序开发,任务编号：1080361,属于
书籍装帧,任务编号：1080456,属于
背景墙设计,任务编号：1080473,属于
动漫角色设计,任务编号：1080628,属于
