Source,Target,Type
A1068632,其他网站,发布
B1068632,其他网站,完成
A1068818,小程序开发,发布
B1068818,小程序开发,完成
A1068990,其他网站,发布
B1068990,其他网站,完成
A1069266,书籍装帧,发布
B1069266,书籍装帧,完成
A1069269,LOGO设计,发布
B1069269,LOGO设计,完成
A1069276,产品外观设计,发布
B1069276,产品外观设计,完成
A1069279,包装设计,发布
B1069279,包装设计,完成
A1069296,APP开发,发布
B1069296,APP开发,完成
A1069375,H5开发,发布
B1069375,H5开发,完成
A1069394,APP开发,发布
B1069394,APP开发,完成
A1069423,软件UI设计,发布
B1069423,软件UI设计,完成
A1069436,定制开发,发布
B1069436,定制开发,完成
A1069459,小程序开发,发布
B1069459,小程序开发,完成
A1069473,APP开发,发布
B1069473,APP开发,完成
A1069656,LOGO设计,发布
B1069656,LOGO设计,完成
A1069701,网站二次开发,发布
B1069701,网站二次开发,完成
A1069704,APP开发,发布
B1069704,APP开发,完成
A1069988,网站二次开发,发布
B1069988,网站二次开发,完成
A1070039,游戏其他,发布
B1070039,游戏其他,完成
A1070077,小程序开发,发布
B1070077,小程序开发,完成
A1070087,测试服务,发布
B1070087,测试服务,完成
A1070088,测试服务,发布
B1070088,测试服务,完成
A1070154,测试服务,发布
B1070154,测试服务,完成
A1070175,测试服务,发布
B1070175,测试服务,完成
A1070193,产品外观设计,发布
B1070193,产品外观设计,完成
A1070255,小程序开发,发布
B1070255,小程序开发,完成
A1070297,其他软件开发,发布
B1070297,其他软件开发,完成
A1070344,APP开发,发布
B1070344,APP开发,完成
A1070369,LOGO设计,发布
B1070369,LOGO设计,完成
A1070449,后端开发,发布
B1070449,后端开发,完成
A1070501,其他网站,发布
B1070501,其他网站,完成
A1070535,小程序开发,发布
B1070535,小程序开发,完成
A1070649,API接口,发布
B1070649,API接口,完成
A1070685,小程序开发,发布
B1070685,小程序开发,完成
A1070786,包装设计,发布
B1070786,包装设计,完成
A1070819,小程序开发,发布
B1070819,小程序开发,完成
A1070924,APP开发,发布
B1070924,APP开发,完成
A1071198,网站UI设计,发布
B1071198,网站UI设计,完成
A1071260,数据采集,发布
B1071260,数据采集,完成
A1071327,书籍装帧,发布
B1071327,书籍装帧,完成
A1071359,VI设计,发布
B1071359,VI设计,完成
A1071371,APP开发,发布
B1071371,APP开发,完成
A1071395,小程序开发,发布
B1071395,小程序开发,完成
A1071423,H5开发,发布
B1071423,H5开发,完成
A1071560,后端开发,发布
B1071560,后端开发,完成
A1071760,LOGO设计,发布
B1071760,LOGO设计,完成
A1071806,网站二次开发,发布
B1071806,网站二次开发,完成
A1072277,小程序开发,发布
B1072277,小程序开发,完成
A1072282,H5开发,发布
B1072282,H5开发,完成
A1072590,商城建设,发布
B1072590,商城建设,完成
A1072594,企业官网,发布
B1072594,企业官网,完成
A1072918,APP开发,发布
B1072918,APP开发,完成
A1072987,包装设计,发布
B1072987,包装设计,完成
A1073002,APP开发,发布
B1073002,APP开发,完成
A1073027,微信开发,发布
B1073027,微信开发,完成
A1073191,书籍装帧,发布
B1073191,书籍装帧,完成
A1073215,小程序开发,发布
B1073215,小程序开发,完成
A1073328,VI设计,发布
B1073328,VI设计,完成
A1073475,商城建设,发布
B1073475,商城建设,完成
A1073580,LOGO设计,发布
B1073580,LOGO设计,完成
A1073855,产品外观设计,发布
B1073855,产品外观设计,完成
A1073856,产品外观设计,发布
B1073856,产品外观设计,完成
A1074106,电商网站,发布
B1074106,电商网站,完成
A1074223,专业代笔,发布
B1074223,专业代笔,完成
A1074251,包装设计,发布
B1074251,包装设计,完成
A1074279,企业官网,发布
B1074279,企业官网,完成
A1074354,企业官网,发布
B1074354,企业官网,完成
A1074384,定制开发,发布
B1074384,定制开发,完成
A1074391,包装设计,发布
B1074391,包装设计,完成
A1074392,包装设计,发布
B1074392,包装设计,完成
A1074449,主图设计,发布
B1074449,主图设计,完成
A1074462,APP界面设计,发布
B1074462,APP界面设计,完成
A1074528,商城建设,发布
B1074528,商城建设,完成
A1074616,LOGO设计,发布
B1074616,LOGO设计,完成
A1074618,包装设计,发布
B1074618,包装设计,完成
A1074727,其他软件开发,发布
B1074727,其他软件开发,完成
A1074858,企业官网,发布
B1074858,企业官网,完成
A1074978,小程序开发,发布
B1074978,小程序开发,完成
A1075017,APP开发,发布
B1075017,APP开发,完成
A1075154,企业官网,发布
B1075154,企业官网,完成
A1075425,包装设计,发布
B1075425,包装设计,完成
A1075476,商城建设,发布
B1075476,商城建设,完成
A1075512,定制开发,发布
B1075512,定制开发,完成
A1075517,APP开发,发布
B1075517,APP开发,完成
A1075636,VI设计,发布
B1075636,VI设计,完成
A1075721,模板建站,发布
B1075721,模板建站,完成
A1075891,模板建站,发布
B1075891,模板建站,完成
A1075899,APP界面设计,发布
B1075899,APP界面设计,完成
A1075918,其他软件开发,发布
B1075918,其他软件开发,完成
A1076021,交互设计,发布
B1076021,交互设计,完成
A1076237,产品外观设计,发布
B1076237,产品外观设计,完成
A1076409,脚本开发,发布
