Source,Target,Transaction_Price,Publication_Time,Type
xdxu1991,任务编号：896782,300.0,2020-10-07,发布
xdxu1991,任务编号：896727,200.0,2020-10-07,发布
o5fe8948a21993,任务编号：912202,100.0,2020-12-27,发布
o5f4b****77571,任务编号：890092,158.0,2020-09-04,发布
zpp2068,任务编号：879559,100.0,2020-07-21,发布
o5ee44a9aa52d7,任务编号：870227,150.0,2020-06-13,发布
o5d22c6d1afdf2,任务编号：846156,100.0,2020-03-21,发布
o5b5fe4e05d727,任务编号：889854,1000.0,2020-09-03,发布
ace_xhy,任务编号：885493,500.0,2020-08-15,发布
阿佑999,任务编号：860264,500.0,2020-05-11,发布
缤纷科技123,任务编号：850712,1000.0,2020-04-07,发布
wmh13****55304,任务编号：849154,400.0,2020-04-01,发布
o5fedc29e4f46a,任务编号：912970,8000.0,2020-12-31,发布
lin7604,任务编号：912460,850.0,2020-12-29,发布
o5cc090e79c5e3,任务编号：912316,400.0,2020-12-28,发布
mf134****3762,任务编号：912288,8000.0,2020-12-28,发布
o5fba71af10ebf,任务编号：911926,1800.0,2020-12-25,发布
o5fe5****885c3,任务编号：911910,1000.0,2020-12-25,发布
星云kankan,任务编号：911813,9000.0,2020-12-24,发布
k6139****57,任务编号：911517,10000.0,2020-12-23,发布
o5fdb4111d8632,任务编号：910663,2000.0,2020-12-22,发布
fme123,任务编号：911321,1200.0,2020-12-22,发布
o5fe04dc419be7,任务编号：911143,5000.0,2020-12-21,发布
o5fd7****0772c,任务编号：910500,18000.0,2020-12-17,发布
o5a3cc9e6cf8f3,任务编号：910453,600.0,2020-12-16,发布
孙先生啊,任务编号：910219,1200.0,2020-12-15,发布
o5fa3a0bb2856e,任务编号：910117,4000.0,2020-12-15,发布
Sparkle286,任务编号：910088,3000.0,2020-12-15,发布
o5faf0534d2049,任务编号：910075,9500.0,2020-12-15,发布
o5fd42a6e4cb2d1,任务编号：909656,500.0,2020-12-12,发布
o5fd2d995dcef0,任务编号：909505,16000.0,2020-12-11,发布
ldk0110,任务编号：909444,14000.0,2020-12-10,发布
o5fcf4e94661b1,任务编号：909439,20000.0,2020-12-10,发布
k8659****38,任务编号：909348,2500.0,2020-12-10,发布
盛广逸,任务编号：908721,2500.0,2020-12-07,发布
jxzhiku,任务编号：908601,5000.0,2020-12-07,发布
WG1984,任务编号：908600,3600.0,2020-12-07,发布
o5e8c30073b72e,任务编号：908579,300.0,2020-12-07,发布
chenliwen259,任务编号：908500,9500.0,2020-12-07,发布
o5cacabe702dfd,任务编号：908442,4000.0,2020-12-06,发布
o5fcc49cbf0585,任务编号：908438,3000.0,2020-12-06,发布
o5fcc35a4b6845,任务编号：908431,10000.0,2020-12-06,发布
k2777****63,任务编号：908152,800.0,2020-12-04,发布
o5fc8d8491ef34,任务编号：908093,7000.0,2020-12-03,发布
k5075****69,任务编号：908036,1000.0,2020-12-03,发布
o5dd5fa0e5d14a,任务编号：907817,1000.0,2020-12-02,发布
o5fc63cff09b84,任务编号：907645,5000.0,2020-12-01,发布
shinansheng981,任务编号：907049,3500.0,2020-11-28,发布
福贵科技,任务编号：906925,1000.0,2020-11-27,发布
o576b2dd257edd,任务编号：906828,400.0,2020-11-26,发布
sunmsoft,任务编号：906761,9000.0,2020-11-26,发布
lyhj11,任务编号：906701,3500.0,2020-11-26,发布
o5e0dc8a3b5cfd,任务编号：906438,16850.0,2020-11-24,发布
