Source,Target,Type
A569062,代办/跑腿,发布
B569062,代办/跑腿,完成
A569065,LOGO设计,发布
B569065,LOGO设计,完成
A569075,产品推广,发布
B569075,产品推广,完成
A569077,LOGO设计,发布
B569077,LOGO设计,完成
A569081,OA系统,发布
B569081,OA系统,完成
A569120,VI设计,发布
B569120,VI设计,完成
A569154,网站UI设计,发布
B569154,网站UI设计,完成
A569231,图片处理,发布
B569231,图片处理,完成
A569232,店铺装修,发布
B569232,店铺装修,完成
A569238,APP开发,发布
B569238,APP开发,完成
A569246,图片处理,发布
B569246,图片处理,完成
A569247,图片处理,发布
B569247,图片处理,完成
A569251,图片处理,发布
B569251,图片处理,完成
A569252,图片处理,发布
B569252,图片处理,完成
A569262,包装设计,发布
B569262,包装设计,完成
A569263,网站UI设计,发布
B569263,网站UI设计,完成
A569264,包装设计,发布
B569264,包装设计,完成
A569265,包装设计,发布
B569265,包装设计,完成
A569271,包装设计,发布
B569271,包装设计,完成
A569273,测试服务,发布
B569273,测试服务,完成
A569276,企业官网,发布
B569276,企业官网,完成
A569280,企业官网,发布
B569280,企业官网,完成
A569284,企业官网,发布
B569284,企业官网,完成
A569288,企业官网,发布
B569288,企业官网,完成
A569291,宣传册设计,发布
B569291,宣传册设计,完成
A569292,企业官网,发布
B569292,企业官网,完成
A569297,其他家装服务,发布
B569297,其他家装服务,完成
A569311,LOGO设计,发布
B569311,LOGO设计,完成
A569347,产品外观设计,发布
B569347,产品外观设计,完成
A569376,APP开发,发布
B569376,APP开发,完成
A569377,APP开发,发布
B569377,APP开发,完成
A569378,APP开发,发布
B569378,APP开发,完成
A569380,APP开发,发布
B569380,APP开发,完成
A569387,APP开发,发布
B569387,APP开发,完成
A569392,APP开发,发布
B569392,APP开发,完成
A569413,小程序开发,发布
B569413,小程序开发,完成
A569414,其他软件开发,发布
B569414,其他软件开发,完成
A569415,其他软件开发,发布
B569415,其他软件开发,完成
A569421,小程序开发,发布
B569421,小程序开发,完成
A569427,APP开发,发布
B569427,APP开发,完成
A569436,问卷调查,发布
B569436,问卷调查,完成
A569437,APP开发,发布
B569437,APP开发,完成
A569438,APP开发,发布
B569438,APP开发,完成
A569439,APP开发,发布
B569439,APP开发,完成
A569445,英语,发布
B569445,英语,完成
A569452,企业官网,发布
B569452,企业官网,完成
A569453,企业官网,发布
B569453,企业官网,完成
A569455,企业官网,发布
B569455,企业官网,完成
A569468,小程序开发,发布
B569468,小程序开发,完成
A569489,企业官网,发布
B569489,企业官网,完成
A569490,宣传册设计,发布
B569490,宣传册设计,完成
A569499,VI设计,发布
B569499,VI设计,完成
A569501,广告片/MV,发布
B569501,广告片/MV,完成
A569504,名片设计,发布
B569504,名片设计,完成
A569507,企业官网,发布
B569507,企业官网,完成
A569514,广告设计,发布
B569514,广告设计,完成
A569569,企业官网,发布
B569569,企业官网,完成
A569570,企业官网,发布
B569570,企业官网,完成
A569572,企业官网,发布
B569572,企业官网,完成
A569585,代办/跑腿,发布
B569585,代办/跑腿,完成
A569588,包装设计,发布
B569588,包装设计,完成
A569589,包装设计,发布
B569589,包装设计,完成
A569590,包装设计,发布
B569590,包装设计,完成
A569600,图片处理,发布
B569600,图片处理,完成
A569605,微信开发,发布
B569605,微信开发,完成
A569608,小程序开发,发布
B569608,小程序开发,完成
A569609,图片处理,发布
B569609,图片处理,完成
A569611,图片处理,发布
B569611,图片处理,完成
A569632,其他网站,发布
B569632,其他网站,完成
A569637,测试服务,发布
B569637,测试服务,完成
A569638,店铺装修,发布
B569638,店铺装修,完成
A569642,别墅设计,发布
B569642,别墅设计,完成
A569655,别墅设计,发布
B569655,别墅设计,完成
A569658,企业官网,发布
B569658,企业官网,完成
A569665,企业官网,发布
B569665,企业官网,完成
A569678,APP开发,发布
B569678,APP开发,完成
A569687,APP开发,发布
B569687,APP开发,完成
A569699,第十二期,发布
B569699,第十二期,完成
A569703,手游开发,发布
B569703,手游开发,完成
A569709,H5设计,发布
B569709,H5设计,完成
A569733,VI设计,发布
B569733,VI设计,完成
A569736,VR游戏,发布
B569736,VR游戏,完成
A569737,VR游戏,发布
B569737,VR游戏,完成
A569746,APP界面设计,发布
B569746,APP界面设计,完成
A569769,小程序开发,发布
B569769,小程序开发,完成
A569784,APP开发,发布
B569784,APP开发,完成
A569785,APP开发,发布
B569785,APP开发,完成
A569786,APP开发,发布
B569786,APP开发,完成
A569787,APP开发,发布
B569787,APP开发,完成
A569788,微信开发,发布
B569788,微信开发,完成
A569812,APP开发,发布
B569812,APP开发,完成
A569815,APP开发,发布
B569815,APP开发,完成
A569851,网站UI设计,发布
B569851,网站UI设计,完成
A569859,名片设计,发布
B569859,名片设计,完成
A569868,APP界面设计,发布
B569868,APP界面设计,完成
A569883,其他软件开发,发布
B569883,其他软件开发,完成
A569924,其他软件开发,发布
B569924,其他软件开发,完成
A569930,图片处理,发布
B569930,图片处理,完成
A569931,图片处理,发布
B569931,图片处理,完成
A569932,图片处理,发布
B569932,图片处理,完成
A569935,VI设计,发布
B569935,VI设计,完成
A569942,海报设计,发布
B569942,海报设计,完成
A569944,商业空间,发布
B569944,商业空间,完成
A569946,其他软件开发,发布
B569946,其他软件开发,完成
A569949,单身公寓设计,发布
B569949,单身公寓设计,完成
A569956,微信开发,发布
B569956,微信开发,完成
A569957,APP开发,发布
B569957,APP开发,完成
A569960,ERP系统,发布
B569960,ERP系统,完成
A569963,企业官网,发布
B569963,企业官网,完成
A569964,小程序开发,发布
B569964,小程序开发,完成
A569983,企业官网,发布
B569983,企业官网,完成
A569985,APP开发,发布
B569985,APP开发,完成
A570007,APP开发,发布
B570007,APP开发,完成
A570008,LOGO设计,发布
B570008,LOGO设计,完成
A570015,代办/跑腿,发布
B570015,代办/跑腿,完成
A570017,宣传册设计,发布
B570017,宣传册设计,完成
A570023,ERP系统,发布
B570023,ERP系统,完成
A570024,ERP系统,发布
B570024,ERP系统,完成
A570025,ERP系统,发布
B570025,ERP系统,完成
A570029,第十三期,发布
B570029,第十三期,完成
A570034,小程序开发,发布
B570034,小程序开发,完成
A570035,软装设计,发布
B570035,软装设计,完成
A570039,手游开发,发布
B570039,手游开发,完成
A570046,网站UI设计,发布
B570046,网站UI设计,完成
A570048,软件UI设计,发布
B570048,软件UI设计,完成
A570051,APP开发,发布
B570051,APP开发,完成
A570069,FLASH制作,发布
B570069,FLASH制作,完成
A570071,OA系统,发布
B570071,OA系统,完成
A570084,智能家居软件,发布
B570084,智能家居软件,完成
A570095,礼品设计,发布
