需求方,设计师,任务编号,能力标签,交易价格,发布时间
落小惜,o5a35053f0bf15,任务编号：789408,宣传策划,3000.0,2019-09-01
落小惜,一设计工作室,任务编号：789408,宣传策划,3000.0,2019-09-01
zhangzili222,一哈,任务编号：785494,品牌起名,900.0,2019-08-21
zhangzili222,凯蓝-智诚致远,任务编号：785494,品牌起名,900.0,2019-08-21
o5d5a870dacf0e,ecole,任务编号：785277,品牌起名,300.0,2019-08-20
o5d5a870dacf0e,UP Garden-你的秘密设计花园,任务编号：785277,品牌起名,300.0,2019-08-20
o5d35045c07706,FCHZ,任务编号：784986,品牌起名,200.0,2019-08-20
o5d35045c07706,创享新奇室,任务编号：784986,品牌起名,200.0,2019-08-20
o5d560e898b966,川艺创意,任务编号：783692,品牌起名,2500.0,2019-08-16
o5d560e898b966,zwh123123,任务编号：783692,品牌起名,2500.0,2019-08-16
落叶问风,来地球卧底,任务编号：783579,品牌起名,100.0,2019-08-15
落叶问风,茜仟,任务编号：783579,品牌起名,100.0,2019-08-15
HUALALA1,o5d529c54696f2,任务编号：782939,品牌起名,100.0,2019-08-14
HUALALA1,见证奇迹,任务编号：782939,品牌起名,100.0,2019-08-14
剑走蜻蛉,SunV,任务编号：779371,品牌起名,720.0,2019-08-05
剑走蜻蛉,十月创意工作室,任务编号：779371,品牌起名,720.0,2019-08-05
o5d3668fd03d70,Ice丶ll,任务编号：774807,品牌起名,300.0,2019-07-23
o5d3668fd03d70,酒薄不堪饮,任务编号：774807,品牌起名,300.0,2019-07-23
波比大叔,凌云文案,任务编号：774539,广告策划,200.0,2019-07-22
波比大叔,风铃文案/平面设计,任务编号：774539,广告策划,200.0,2019-07-22
o56e3f450cc452,快乐创意工作室,任务编号：773323,宝宝起名,100.0,2019-07-18
o56e3f450cc452,你的十一啊,任务编号：773323,宝宝起名,100.0,2019-07-18
rainy190,简格设计工作室,任务编号：769044,公司起名,318.0,2019-07-08
rainy190,mtx521,任务编号：769044,公司起名,318.0,2019-07-08
ronaldmiao,云影碧落,任务编号：766949,品牌起名,200.0,2019-07-03
