Source,Target,Type
A698621,LOGO设计,发布
B698621,LOGO设计,完成
A698632,APP开发,发布
B698632,APP开发,完成
A698634,LOGO设计,发布
B698634,LOGO设计,完成
A698635,LOGO设计,发布
B698635,LOGO设计,完成
A698651,金融,发布
B698651,金融,完成
A698653,小程序开发,发布
B698653,小程序开发,完成
A698655,H5开发,发布
B698655,H5开发,完成
A698656,其他宣传品设计,发布
B698656,其他宣传品设计,完成
A698677,LOGO设计,发布
B698677,LOGO设计,完成
A698691,企业官网,发布
B698691,企业官网,完成
A698695,LOGO设计,发布
B698695,LOGO设计,完成
A698697,产品原型设计,发布
B698697,产品原型设计,完成
A698700,VI设计,发布
B698700,VI设计,完成
A698707,APP开发,发布
B698707,APP开发,完成
A698708,店铺装修,发布
B698708,店铺装修,完成
A698709,小程序开发,发布
B698709,小程序开发,完成
A698711,小程序开发,发布
B698711,小程序开发,完成
A698712,小程序开发,发布
B698712,小程序开发,完成
A698789,包装设计,发布
B698789,包装设计,完成
A698800,店铺装修,发布
B698800,店铺装修,完成
A698814,小程序开发,发布
B698814,小程序开发,完成
A698832,前端开发,发布
B698832,前端开发,完成
A698836,宣传单设计,发布
B698836,宣传单设计,完成
A698839,动画设计,发布
B698839,动画设计,完成
A698840,网站UI设计,发布
B698840,网站UI设计,完成
A698842,活动策划,发布
B698842,活动策划,完成
A698844,活动策划,发布
B698844,活动策划,完成
A698845,活动策划,发布
B698845,活动策划,完成
A698846,活动策划,发布
B698846,活动策划,完成
A698847,企业官网,发布
B698847,企业官网,完成
A698850,活动策划,发布
B698850,活动策划,完成
A698854,活动策划,发布
B698854,活动策划,完成
A698866,APP开发,发布
B698866,APP开发,完成
A698871,H5设计,发布
B698871,H5设计,完成
A698872,APP开发,发布
B698872,APP开发,完成
A698903,APP开发,发布
B698903,APP开发,完成
A698904,APP开发,发布
B698904,APP开发,完成
A698905,智能家居软件,发布
B698905,智能家居软件,完成
A698906,微信开发,发布
B698906,微信开发,完成
A698907,智能家居软件,发布
B698907,智能家居软件,完成
A698908,APP开发,发布
B698908,APP开发,完成
A698910,APP开发,发布
B698910,APP开发,完成
A698916,教育教学,发布
B698916,教育教学,完成
A698920,插画设计,发布
B698920,插画设计,完成
A698927,广告设计,发布
B698927,广告设计,完成
A698928,APP开发,发布
B698928,APP开发,完成
A698930,APP开发,发布
B698930,APP开发,完成
A698934,APP开发,发布
B698934,APP开发,完成
A698935,其他网站,发布
B698935,其他网站,完成
A698936,通讯通信,发布
B698936,通讯通信,完成
A698937,生活家政,发布
B698937,生活家政,完成
A698952,企业官网,发布
B698952,企业官网,完成
A698963,手提袋设计,发布
B698963,手提袋设计,完成
A698964,企业官网,发布
B698964,企业官网,完成
A698981,小程序开发,发布
B698981,小程序开发,完成
A698982,APP开发,发布
B698982,APP开发,完成
A698991,系统工具,发布
B698991,系统工具,完成
A698995,测试服务,发布
B698995,测试服务,完成
A699007,测试服务,发布
B699007,测试服务,完成
A699013,企业官网,发布
B699013,企业官网,完成
A699021,APP开发,发布
B699021,APP开发,完成
A699031,企业官网,发布
B699031,企业官网,完成
A699032,淘宝/天猫代运营,发布
B699032,淘宝/天猫代运营,完成
A699034,小程序开发,发布
B699034,小程序开发,完成
A699041,APP开发,发布
B699041,APP开发,完成
A699043,微信推广,发布
B699043,微信推广,完成
A699046,LOGO设计,发布
