id,Name,year,first_year,is_new_this_year,degree_kk,order_count,demand_sum,trans_sum,avg_trans_per_order
图片,图片,2018,2014,0,32.0,29,24348.0,23748.0,818.8965517241379
教育科技,教育科技,2018,2016,0,1.0,1,48000.0,48000.0,48000.0
北欧风,北欧风,2018,2016,0,6.0,9,197800.0,197800.0,21977.777777777777
清晰,清晰,2018,2014,0,4.0,4,2500.0,2500.0,625.0
施工图纸,施工图纸,2018,2015,0,2.0,1,9000.0,9000.0,9000.0
原创有创意,原创有创意,2018,2016,0,2.0,2,1000.0,1000.0,500.0
不能抄袭,不能抄袭,2018,2015,0,6.0,8,5374.0,5374.0,671.75
体育,体育,2018,2016,0,2.0,2,2000.0,2000.0,1000.0
足球,足球,2018,2015,0,5.0,3,25500.0,25500.0,8500.0
短信内容,短信内容,2018,2014,0,7.0,2,1020.0,1020.0,510.0
百科,百科,2018,2015,0,1.0,1,500.0,500.0,500.0
问答撰写,问答撰写,2018,2015,0,1.0,1,500.0,500.0,500.0
女友,女友,2018,2014,0,2.0,1,500.0,500.0,500.0
幸福,幸福,2018,2016,0,2.0,2,1000.0,1000.0,500.0
兄弟,兄弟,2018,2015,0,1.0,1,500.0,500.0,500.0
web设计,web设计,2018,2015,0,6.0,4,51400.0,51400.0,12850.0
软件设计,软件设计,2018,2014,0,14.0,8,223400.0,223400.0,27925.0
大型会展,大型会展,2018,2016,0,1.0,1,9999.0,9999.0,9999.0
程序优化,程序优化,2018,2014,0,8.0,9,197200.0,197200.0,21911.11111111111
数据优化,数据优化,2018,2017,0,1.0,1,4000.0,4000.0,4000.0
图片和文字,图片和文字,2018,2015,0,1.0,1,500.0,500.0,500.0
社区网站,社区网站,2018,2015,0,2.0,1,60000.0,60000.0,60000.0
期货,期货,2018,2014,0,1.0,1,500.0,500.0,500.0
股票,股票,2018,2014,0,1.0,1,500.0,500.0,500.0
VIS设计,VIS设计,2018,2015,0,6.0,4,45495.0,45495.0,11373.75
