id,Name,year,first_year,is_new_this_year,degree_kk,order_count,demand_sum,trans_sum,avg_trans_per_order
软件开发,软件开发,2021,2014,0,84.0,178,4487445.0,4460440.0,25058.65168539326
开发,开发,2021,2014,0,207.0,188,2812360.0,2744970.0,14600.904255319148
APP开发,APP开发,2021,2014,0,87.0,77,2034369.0,1978319.0,25692.454545454544
小程序,小程序,2021,2014,0,250.0,163,1320854.0,1270554.0,7794.80981595092
二期,二期,2021,2014,0,52.0,50,1200430.0,1200430.0,24008.6
合同,合同,2021,2014,0,60.0,79,1211638.0,1191388.0,15080.860759493671
设计,设计,2021,2014,0,168.0,246,1013279.0,1005488.0,4087.349593495935
一期,一期,2021,2014,0,32.0,33,816498.0,816498.0,24742.363636363636
小程序开发,小程序开发,2021,2014,0,79.0,66,810057.0,792957.0,12014.5
尾款,尾款,2021,2014,0,34.0,33,736795.0,731795.0,22175.60606060606
三期,三期,2021,2014,0,24.0,24,679335.0,679335.0,28305.625
LOGO设计,LOGO设计,2021,2014,0,777.0,406,692323.0,678522.0,1671.2364532019703
电影购票,电影购票,2021,2018,0,2.0,23,674000.0,674000.0,29304.347826086956
商城购物,商城购物,2021,2019,0,2.0,23,674000.0,674000.0,29304.347826086956
租赁交易,租赁交易,2021,2019,0,2.0,23,674000.0,674000.0,29304.347826086956
微信小程序,微信小程序,2021,2016,0,124.0,85,706898.0,666408.0,7840.094117647059
外卖,外卖,2021,2014,0,12.0,22,632350.0,632350.0,28743.18181818182
快递,快递,2021,2016,0,6.0,18,621000.0,621000.0,34500.0
乘车,乘车,2021,2019,0,6.0,18,621000.0,621000.0,34500.0
家政,家政,2021,2014,0,6.0,18,621000.0,621000.0,34500.0
