id,Name,year,first_year,is_new_this_year,degree_kk,order_count,demand_sum,trans_sum,avg_trans_per_order
招商用,招商用,2021,2019,0,0.0,1,1800.0,1800.0,1800.0
日文,日文,2021,2017,0,2.0,1,2000.0,1200.0,1200.0
广告片,广告片,2021,2014,0,0.0,1,8000.0,8000.0,8000.0
ABB格式,ABB格式,2021,2020,0,1.0,1,100.0,100.0,100.0
男孩,男孩,2021,2015,0,3.0,1,100.0,100.0,100.0
MV,MV,2021,2014,0,0.0,1,8000.0,8000.0,8000.0
宝宝取名,宝宝取名,2021,2014,0,13.0,2,400.0,400.0,200.0
有机,有机,2021,2014,0,1.0,1,300.0,300.0,300.0
环保,环保,2021,2014,0,8.0,8,8040.0,7440.0,930.0
卡通,卡通,2021,2014,0,8.0,9,5860.0,5360.0,595.5555555555555
萌宠,萌宠,2021,2017,0,1.0,1,300.0,300.0,300.0
纸箱设计,纸箱设计,2021,2015,0,5.0,1,2000.0,1200.0,1200.0
预算一千左右,预算一千左右,2021,2017,0,1.0,1,2000.0,1000.0,1000.0
短视频剪辑,短视频剪辑,2021,2019,0,2.0,2,1900.0,1050.0,525.0
塑身,塑身,2021,2018,0,1.0,1,200.0,200.0,200.0
宠物用品行业,宠物用品行业,2021,2019,0,1.0,1,500.0,500.0,500.0
字母变形,字母变形,2021,2019,0,5.0,1,500.0,500.0,500.0
容易记,容易记,2021,2014,0,3.0,3,900.0,900.0,300.0
设计软件,设计软件,2021,2014,0,0.0,1,1000.0,400.0,400.0
舞蹈学校,舞蹈学校,2021,2018,0,1.0,1,4000.0,3000.0,3000.0
作品,作品,2021,2015,0,1.0,2,11500.0,11800.0,5900.0
两天,两天,2021,2014,0,2.0,2,8100.0,6200.0,3100.0
品牌名征集,品牌名征集,2021,2015,0,3.0,1,200.0,200.0,200.0
代理记账公司,代理记账公司,2021,2018,0,1.0,1,1000.0,800.0,800.0
门店招牌,门店招牌,2021,2015,0,2.0,2,1300.0,1300.0,650.0
纸尿裤包装袋,纸尿裤包装袋,2021,2020,0,5.0,1,2000.0,1200.0,1200.0
内外包装,内外包装,2021,2016,0,1.0,1,2000.0,1000.0,1000.0
设计经验,设计经验,2021,2015,0,1.0,2,4000.0,3000.0,1500.0
新颖,新颖,2021,2014,0,17.0,18,13160.0,12490.0,693.8888888888889
质感,质感,2021,2014,0,1.0,1,360.0,360.0,360.0
健康,健康,2021,2014,0,13.0,13,16260.0,15860.0,1220.0
slogan,slogan,2021,2015,0,2.0,2,560.0,560.0,280.0
轻食品牌,轻食品牌,2021,2017,0,7.0,1,360.0,360.0,360.0
白酒包装设计,白酒包装设计,2021,2015,0,4.0,2,1800.0,1700.0,850.0
餐饮渠道,餐饮渠道,2021,2019,0,1.0,1,200.0,200.0,200.0
瓶贴设计,瓶贴设计,2021,2014,0,1.0,1,1000.0,900.0,900.0
饮料产品,饮料产品,2021,2019,0,1.0,1,200.0,200.0,200.0
能通过商标注册,能通过商标注册,2021,2017,0,1.0,1,100.0,100.0,100.0
大器,大器,2021,2015,0,1.0,1,100.0,100.0,100.0
容易上口,容易上口,2021,2015,0,2.0,2,200.0,200.0,100.0
装饰装修,装饰装修,2021,2016,0,0.0,1,100.0,100.0,100.0
家装设计,家装设计,2021,2014,0,0.0,1,100.0,100.0,100.0
