id,Name,year,first_year,is_new_this_year,degree_kk,order_count,demand_sum,trans_sum,avg_trans_per_order
合同,合同,2024,2014,0,84.0,91,924812.0,908292.0,9981.23076923077
开发,开发,2024,2014,0,94.0,70,534509.0,531009.0,7585.842857142857
小程序,小程序,2024,2014,0,230.0,87,438068.0,416840.0,4791.264367816092
小程序开发,小程序开发,2024,2014,0,110.0,54,406677.0,382249.0,7078.685185185185
APP开发,APP开发,2024,2014,0,37.0,26,431291.0,329591.0,12676.576923076924
APP,APP,2024,2014,0,75.0,33,290571.0,286371.0,8677.90909090909
预算,预算,2024,2015,0,42.0,57,278347.0,265607.0,4659.771929824561
软件开发,软件开发,2024,2014,0,29.0,17,252943.0,252243.0,14837.823529411764
微信小程序,微信小程序,2024,2016,0,102.0,40,218953.0,216753.0,5418.825
包装设计,包装设计,2024,2014,0,185.0,94,206813.0,204901.0,2179.7978723404253
工期,工期,2024,2014,0,10.0,10,169500.0,169000.0,16900.0
服务商报价,服务商报价,2024,2019,0,19.0,19,167819.0,164849.0,8676.263157894737
用户,用户,2024,2014,0,51.0,38,166909.0,162909.0,4287.078947368421
版权合规,版权合规,2024,2014,0,51.0,65,127521.0,160571.0,2470.3230769230768
直播,直播,2024,2015,0,2.0,4,399518.0,154500.0,38625.0
训练,训练,2024,2024,1,1.0,3,398518.0,154000.0,51333.333333333336
数字人,数字人,2024,2024,1,4.0,3,398518.0,154000.0,51333.333333333336
服务商,服务商,2024,2014,0,55.0,47,152579.0,147059.0,3128.9148936170213
签订合同,签订合同,2024,2018,0,11.0,12,139420.0,139420.0,11618.333333333334
微信,微信,2024,2014,0,29.0,52,147757.0,138757.0,2668.403846153846
