id,Name,year,first_year,is_new_this_year,degree_kk,order_count,demand_sum,trans_sum,avg_trans_per_order
软件开发,软件开发,2018,2014,0,355.0,980,36857163.0,36811963.0,37563.227551020405
开发,开发,2018,2014,0,616.0,1208,34543177.0,34485101.0,28547.2690397351
APP开发,APP开发,2018,2014,0,460.0,560,17295732.0,17184282.0,30686.217857142856
二期,二期,2018,2014,0,361.0,469,15359081.0,15358681.0,32747.720682302774
一期,一期,2018,2014,0,204.0,301,11638724.0,11639124.0,38668.186046511626
设计,设计,2018,2014,0,724.0,1031,10796112.0,10793011.0,10468.48787584869
app开发,app开发,2018,2014,0,226.0,315,10079030.0,10079030.0,31996.920634920636
网站开发,网站开发,2018,2014,0,197.0,439,9942524.0,9936494.0,22634.382687927107
系统开发,系统开发,2018,2014,0,198.0,274,9686398.0,9686398.0,35351.81751824817
微信公众号,微信公众号,2018,2014,0,259.0,628,7913152.0,7901000.0,12581.210191082802
微信小程序,微信小程序,2018,2016,0,248.0,432,6677321.0,6613421.0,15308.844907407407
APP,APP,2018,2014,0,299.0,267,5953354.0,5888055.0,22052.6404494382
三期,三期,2018,2014,0,189.0,188,5674143.0,5649143.0,30048.632978723403
定制开发,定制开发,2018,2014,0,138.0,185,5365713.0,5365713.0,29003.854054054053
第二期,第二期,2018,2014,0,175.0,141,5354005.0,5354005.0,37971.666666666664
VI设计,VI设计,2018,2014,0,386.0,396,4752092.0,4747650.0,11989.015151515152
小程序,小程序,2018,2014,0,488.0,394,4337350.0,4289908.0,10888.091370558375
尾款,尾款,2018,2014,0,142.0,147,4187789.0,4187789.0,28488.36054421769
app,app,2018,2014,0,115.0,104,3534031.0,3533031.0,33971.45192307692
微信商城,微信商城,2018,2014,0,58.0,159,3470578.0,3466078.0,21799.232704402515
