id,Name,year,first_year,is_new_this_year,degree_kk,order_count,demand_sum,trans_sum,avg_trans_per_order
原创,原创,2016,2014,0,537.0,887,614999.0,608859.0,686.4250281848929
开发,开发,2016,2014,0,519.0,833,25842257.0,25830607.0,31009.13205282113
设计,设计,2016,2014,0,652.0,815,8836976.0,8835976.0,10841.688343558282
LOGO设计,LOGO设计,2016,2014,0,1236.0,573,1056384.0,1053064.0,1837.808027923211
APP开发,APP开发,2016,2014,0,481.0,562,19728897.0,19687897.0,35031.84519572954
大气,大气,2016,2014,0,387.0,549,393590.0,385790.0,702.7140255009108
简洁,简洁,2016,2014,0,357.0,528,383050.0,378610.0,717.064393939394
知识产权,知识产权,2016,2014,0,298.0,523,484412.0,480012.0,917.8049713193117
网站开发,网站开发,2016,2014,0,322.0,463,13374081.0,13368181.0,28872.96112311015
VI设计,VI设计,2016,2014,0,459.0,461,9014194.0,9013494.0,19552.047722342733
视觉冲击力,视觉冲击力,2016,2014,0,267.0,361,269202.0,267202.0,740.1717451523546
明快,明快,2016,2014,0,218.0,344,243668.0,240528.0,699.2093023255813
微信公众号,微信公众号,2016,2014,0,219.0,336,7574831.0,7548331.0,22465.270833333332
软件开发,软件开发,2016,2014,0,261.0,333,11633659.0,11631459.0,34929.30630630631
LOGO,LOGO,2016,2014,0,1048.0,326,1418050.0,1415750.0,4342.791411042945
logo设计,logo设计,2016,2014,0,404.0,264,616017.0,614117.0,2326.2007575757575
系统开发,系统开发,2016,2014,0,224.0,259,9610878.0,9605978.0,37088.71814671814
年轻人,年轻人,2016,2014,0,141.0,239,308879.0,291679.0,1220.4142259414225
二期,二期,2016,2014,0,235.0,231,7989945.0,7989945.0,34588.506493506495
品牌标识突出,品牌标识突出,2016,2014,0,226.0,227,172426.0,172426.0,759.5859030837005
