designer,year,ability,order_count,total_amount,designer_idx,ability_idx
B1005660,2022,微信开发,1,2500.0,93,111
B1005692,2022,小程序开发,1,10000.0,94,90
B1005885,2022,动画设计,1,20160.0,95,53
B1005897,2022,小程序开发,1,50.0,96,90
B1005949,2022,其他网站,1,14550.0,97,42
B1005957,2022,其他软件开发,1,57317.0,98,43
B1005962,2022,区块链应用,1,5000.0,99,55
B1006037,2022,手机网站,1,500.0,100,114
B1006042,2022,插画设计,1,300.0,101,120
B1006046,2022,FLASH制作,1,1100.0,102,7
B1006094,2022,书籍装帧,1,14400.0,103,22
B1006184,2022,VI设计,1,7800.0,104,16
B1006300,2022,排版设计,1,9600.0,105,119
B1006324,2022,VI设计,1,9412.0,106,16
B1006328,2022,VI设计,1,24052.0,107,16
B1006333,2022,VI设计,1,7880.0,108,16
B1006446,2022,小程序开发,1,2000.0,109,90
B1006520,2022,小程序开发,1,100.0,110,90
B1006731,2022,小程序开发,1,4500.0,111,90
B1006736,2022,小程序开发,1,4000.0,112,90
B1006926,2022,三维动画,1,12320.0,113,19
B1006927,2022,H5开发,1,200.0,114,9
B1007011,2022,LOGO设计,1,1500.0,115,12
B1007198,2022,VI设计,1,9280.0,116,16
B1007235,2022,H5开发,1,7200.0,117,9
B1007241,2022,小程序开发,1,9566.0,118,90
B1007262,2022,小程序开发,1,4130.0,119,90
B1007361,2022,网站二次开发,1,6500.0,120,159
B1007488,2022,H5开发,1,200.0,121,9
B1007509,2022,插画设计,1,300.0,122,120
B1007616,2022,电商网站,1,27000.0,123,149
B1007743,2022,小程序开发,1,4500.0,124,90
B1007747,2022,小程序开发,1,3000.0,125,90
B1007852,2022,LOGO设计,1,3000.0,126,12
B1007892,2022,其他工具软件,1,6000.0,127,39
B1007979,2022,插画设计,1,800.0,128,120
B1008118,2022,APP界面设计,1,8000.0,129,6
B1008205,2022,网站二次开发,1,100.0,130,159
B1008235,2022,APP界面设计,1,1800.0,131,6
B1008358,2022,网站二次开发,1,300.0,132,159
B1008448,2022,LOGO设计,1,3500.0,133,12
B1008573,2022,排版设计,1,6600.0,134,119
B1008653,2022,小程序开发,1,660.0,135,90
B1008744,2022,定制开发,1,1500.0,136,82
B1008769,2022,嵌入式软件,1,6000.0,137,97
B1008801,2022,企业官网,1,10000.0,138,30
B1008861,2022,图像识别,1,3000.0,139,76
B1008941,2022,包装设计,1,1600.0,140,54
B1008981,2022,运维服务,1,22500.0,141,175
B1008990,2022,运维服务,1,49999.0,142,175
B1009074,2022,小程序开发,1,3000.0,143,90
B1009087,2022,包装设计,1,5400.0,144,54
B1009100,2022,SAAS软件,1,7000.0,145,15
B1009113,2022,VR拍摄/制作,1,50000.0,146,18
B1009156,2022,APP开发,1,23000.0,147,4
B1009160,2022,画册设计,1,5120.0,148,152
B1009214,2022,定制开发,1,3500.0,149,82
B1009220,2022,小程序开发,1,3999.0,150,90
B1009303,2022,商城建设,1,3520.0,151,72
B1009325,2022,其他内容创作,1,4000.0,152,36
B1009356,2022,SAAS软件,1,1000.0,153,15
B1009373,2022,企业官网,1,40000.0,154,30
B1009397,2022,LOGO设计,1,3800.0,155,12
B1009412,2022,书籍装帧,1,6360.0,156,22
B1009428,2022,海报设计,1,200.0,157,139
B1009451,2022,办公空间,1,3000.0,158,49
B1009487,2022,电商网站,1,2500.0,159,149
B1009720,2022,APP开发,1,10000.0,160,4
B1009763,2022,响应式网站,1,3500.0,161,68
B1009816,2022,包装设计,1,3000.0,162,54
B1009907,2022,小程序开发,1,3800.0,163,90
B1010159,2022,小程序开发,1,4800.0,164,90
B1010205,2022,软件UI设计,1,30000.0,165,173
B1010334,2022,微信开发,1,5000.0,166,111
B1010335,2022,微信开发,1,5000.0,167,111
B1010346,2022,包装设计,1,1000.0,168,54
B1010397,2022,其他网站,1,5000.0,169,42
B1010502,2022,响应式网站,1,1500.0,170,68
B1010689,2022,书籍装帧,1,14500.0,171,22
B1010745,2022,定制开发,1,50.0,172,82
B1010787,2022,VI设计,1,5000.0,173,16
B1010858,2022,画册设计,1,9800.0,174,152
B1011035,2022,小程序开发,1,4000.0,175,90
B1011038,2022,小程序开发,1,3500.0,176,90
B1011075,2022,外贸网站,1,100.0,177,78
B1011194,2022,网站二次开发,1,1750.0,178,159
B1011200,2022,微信开发,1,36000.0,179,111
B1011212,2022,定制开发,1,300.0,180,82
B1011470,2022,商城建设,1,8500.0,181,72
B1011506,2022,定制开发,1,200.0,182,82
B1011579,2022,小程序开发,1,6000.0,183,90
B1011669,2022,H5开发,1,300.0,184,9
B1011701,2022,响应式网站,1,200.0,185,68
B1012248,2022,小程序开发,1,13800.0,186,90
B1012251,2022,定制开发,1,100.0,187,82
B1012259,2022,小程序开发,1,17500.0,188,90
B1012310,2022,海报设计,1,1200.0,189,139
B1012335,2022,定制开发,1,10000.0,190,82
B1012408,2022,定制开发,1,200.0,191,82
B1012434,2022,响应式网站,1,250.0,192,68
B1012435,2022,响应式网站,1,3500.0,193,68
B1012536,2022,网站二次开发,1,300.0,194,159
B1012554,2022,微信开发,1,6000.0,195,111
B1012588,2022,其他软件开发,1,9100.0,196,43
B1012739,2022,响应式网站,1,300.0,197,68
B1012753,2022,定制开发,1,300.0,198,82
B1012827,2022,运维服务,1,49999.0,199,175
B1012883,2022,包装设计,1,3500.0,200,54
B1013011,2022,APP开发,1,9000.0,201,4
B1013050,2022,定制开发,1,100.0,202,82
B1013095,2022,LOGO设计,1,500.0,203,12
B1013124,2022,小程序开发,1,12000.0,204,90
B1013148,2022,网站二次开发,1,1750.0,205,159
B1013189,2022,定制开发,1,150.0,206,82
B1013207,2022,书籍装帧,1,6500.0,207,22
B1013467,2022,定制开发,1,100.0,208,82
B1013599,2022,人力资源,1,100.0,209,29
B1013678,2022,游戏UI设计,1,4500.0,210,140
B1013775,2022,商业空间,1,1000.0,211,71
B1013988,2022,APP开发,1,25000.0,212,4
B1014097,2022,数据处理,1,2000.0,213,122
B1014102,2022,手机网站,1,4500.0,214,114
B1014103,2022,门户网站,1,800.0,215,178
B1014169,2022,网站UI设计,1,1000.0,216,158
B1014177,2022,定制开发,1,4700.0,217,82
B1014206,2022,手机网站,1,200.0,218,114
B1014397,2022,网站UI设计,1,3000.0,219,158
B1014472,2022,包装设计,1,700.0,220,54
B1014479,2022,手机网站,1,200.0,221,114
B1014721,2022,定制开发,1,100.0,222,82
B1014758,2022,网站UI设计,1,3000.0,223,158
B1014762,2022,网站UI设计,1,900.0,224,158
B1015049,2022,VI设计,1,23881.0,225,16
B1015054,2022,VI设计,1,8180.0,226,16
B1015142,2022,其他工具软件,1,4500.0,227,39
B1015245,2022,小程序开发,1,18000.0,228,90
B1015315,2022,微信开发,1,5000.0,229,111
B1015338,2022,APP开发,1,19200.0,230,4
B1015340,2022,小程序开发,1,2999.0,231,90
B1015372,2022,其他网站,1,6000.0,232,42
B1015429,2022,小程序开发,1,6999.0,233,90
B1015443,2022,APP开发,1,14220.0,234,4
B1015465,2022,小程序开发,1,4999.0,235,90
B1015520,2022,VI设计,1,12610.0,236,16
B1015581,2022,FLASH制作,1,8950.0,237,7
B1015924,2022,定制开发,1,50.0,238,82
B1015954,2022,定制开发,1,50.0,239,82
B1016033,2022,小程序开发,1,1500.0,240,90
B1016143,2022,APP开发,1,8000.0,241,4
B1016202,2022,版权变更,1,400.0,242,144
B1016217,2022,定制开发,1,15000.0,243,82
B1016569,2022,数据处理,1,600.0,244,122
B1016773,2022,企业宣传片,1,41200.0,245,31
B1016814,2022,小程序开发,1,18999.0,246,90
B1016826,2022,APP开发,1,36000.0,247,4
B1017018,2022,定制开发,1,1000.0,248,82
B1017030,2022,小程序开发,1,2800.0,249,90
B1017065,2022,APP开发,1,10000.0,250,4
B1017387,2022,包装设计,1,4000.0,251,54
B1017453,2022,店铺装修,1,1350.0,252,105
B1017548,2022,门户网站,1,2000.0,253,178
B1017647,2022,APP开发,1,7000.0,254,4
B1017661,2022,SAAS软件,1,20000.0,255,15
B1017713,2022,企业宣传片,1,1400.0,256,31
B1017809,2022,PPT设计,1,2100.0,257,14
B1017909,2022,其他软件开发,1,2000.0,258,43
B1018204,2022,VI设计,1,22010.0,259,16
B1018345,2022,3D建模,1,5600.0,260,1
B1018460,2022,书籍装帧,1,10560.0,261,22
B1018473,2022,VI设计,1,5500.0,262,16
B1018508,2022,包装设计,1,7950.0,263,54
B1018515,2022,插画设计,1,1300.0,264,120
B1018601,2022,APP开发,1,12999.0,265,4
B1018650,2022,小程序开发,1,3500.0,266,90
B1018652,2022,小程序开发,1,4700.0,267,90
B1018763,2022,小程序开发,1,800.0,268,90
B1018873,2022,3D建模,1,200.0,269,1
B1018921,2022,数据处理,1,100.0,270,122
B1018979,2022,包装设计,1,500.0,271,54
B1019224,2022,APP开发,1,38600.0,272,4
B1019238,2022,动画设计,1,12470.0,273,53
B1019263,2022,VI设计,1,1100.0,274,16
B1019515,2022,APP界面设计,1,800.0,275,6
B1019659,2022,手机网站,1,900.0,276,114
B1019688,2022,VI设计,1,1000.0,277,16
B1019747,2022,APP开发,1,2500.0,278,4
B1019760,2022,定制开发,1,8800.0,279,82
B1019801,2022,APP开发,1,7500.0,280,4
B1019867,2022,VI设计,1,9885.0,281,16
B1020115,2022,APP开发,1,4200.0,282,4
B1020184,2022,包装设计,1,1000.0,283,54
B1020216,2022,小程序开发,1,2500.0,284,90
B1020255,2022,三维动画,1,21774.0,285,19
B1020264,2022,微信开发,1,8000.0,286,111
B1020339,2022,APP开发,1,13999.0,287,4
B1020386,2022,APP开发,1,12550.0,288,4
B1020388,2022,包装设计,1,2980.0,289,54
B1020504,2022,运维服务,1,27000.0,290,175
B1020505,2022,运维服务,1,23006.0,291,175
B1020545,2022,彩页设计,1,6300.0,292,106
B1020743,2022,小程序开发,1,1000.0,293,90
B1020795,2022,VI设计,1,6822.0,294,16
B1020797,2022,LOGO设计,1,5000.0,295,12
B1020799,2022,APP界面设计,1,1000.0,296,6
B1020832,2022,LOGO设计,1,3800.0,297,12
B1020888,2022,微信开发,1,6000.0,298,111
B1020923,2022,书籍装帧,1,9600.0,299,22
B1020965,2022,海报设计,1,1200.0,300,139
B1021050,2022,小程序开发,1,1000.0,301,90
B1021084,2022,工程造价,1,200.0,302,98
B1021185,2022,PPT设计,1,150.0,303,14
B1021198,2022,小程序开发,1,500.0,304,90
B1021236,2022,微信开发,1,5950.0,305,111
B1021237,2022,插画设计,1,800.0,306,120
B1021245,2022,插画设计,1,1500.0,307,120
B1021276,2022,插画设计,1,500.0,308,120
B1021318,2022,插画设计,1,800.0,309,120
B1021407,2022,插画设计,1,800.0,310,120
B1021497,2022,其他软件开发,1,1600.0,311,43
B1021547,2022,插画设计,1,800.0,312,120
B1021548,2022,插画设计,1,800.0,313,120
B1021549,2022,插画设计,1,800.0,314,120
B1021587,2022,微信开发,1,1300.0,315,111
B1021615,2022,插画设计,1,800.0,316,120
B1021617,2022,插画设计,1,800.0,317,120
B1021618,2022,插画设计,1,800.0,318,120
B1021620,2022,插画设计,1,800.0,319,120
B1021693,2022,H5开发,1,2100.0,320,9
B1021724,2022,APP开发,1,5000.0,321,4
B1021928,2022,微信开发,1,14400.0,322,111
B1021932,2022,VI设计,1,8180.0,323,16
B1021985,2022,插画设计,1,800.0,324,120
B1022003,2022,APP开发,1,5000.0,325,4
B1022074,2022,小程序开发,1,4990.0,326,90
B1022076,2022,小程序开发,1,4970.0,327,90
B1022078,2022,小程序开发,1,1500.0,328,90
B1022118,2022,小程序开发,1,10800.0,329,90
B1022233,2022,H5开发,1,100.0,330,9
B1022362,2022,数据处理,1,300.0,331,122
B1022381,2022,小程序开发,1,5000.0,332,90
B1022450,2022,书籍装帧,1,14400.0,333,22
B1022534,2022,其他网站,1,15500.0,334,42
B1022535,2022,采集工具,1,1100.0,335,176
B1022542,2022,产品外观设计,1,5000.0,336,26
B1022576,2022,电商网站,1,9500.0,337,149
B1022583,2022,APP开发,1,15999.0,338,4
B1022594,2022,小程序开发,1,13999.0,339,90
B1022733,2022,小程序开发,1,36000.0,340,90
B1022856,2022,宣传册设计,1,3000.0,341,84
B1022915,2022,电路设计,1,5000.0,342,151
B1023134,2022,运维服务,1,24000.0,343,175
B1023166,2022,小程序开发,1,300.0,344,90
B1023375,2022,H5开发,1,300.0,345,9
B1023428,2022,小程序开发,1,1600.0,346,90
B1023520,2022,其他软件开发,1,2400.0,347,43
B1023652,2022,H5开发,1,100.0,348,9
B1023721,2022,插画设计,1,1200.0,349,120
B1023749,2022,LOGO设计,1,332.0,350,12
B1023773,2022,LOGO设计,1,2800.0,351,12
B1023778,2022,后端开发,1,3500.0,352,63
B1023793,2022,APP开发,1,500.0,353,4
B1023846,2022,小程序开发,1,8000.0,354,90
B1023854,2022,其他软件开发,1,2500.0,355,43
B1023891,2022,响应式网站,1,10002.0,356,68
B1023921,2022,画册设计,1,6900.0,357,152
B1024025,2022,VI设计,1,8600.0,358,16
B1024037,2022,包装设计,1,4500.0,359,54
B1024137,2022,脚本开发,1,5000.0,360,163
B1024180,2022,书籍装帧,1,5720.0,361,22
B1024196,2022,彩页设计,1,9500.0,362,106
B1024364,2022,后端开发,1,1200.0,363,63
B1024433,2022,APP开发,1,23999.0,364,4
B1024449,2022,小程序开发,1,3000.0,365,90
B1024620,2022,其他软件开发,1,600.0,366,43
B1024915,2022,包装设计,1,1998.0,367,54
B1024920,2022,排版设计,1,5600.0,368,119
B1024984,2022,包装设计,1,10000.0,369,54
B1024986,2022,包装设计,1,4000.0,370,54
B1025031,2022,LOGO设计,1,4500.0,371,12
B1025227,2022,网站UI设计,1,2100.0,372,158
B1025311,2022,书籍装帧,1,14300.0,373,22
B1025320,2022,API接口,1,3300.0,374,3
B1025346,2022,其他软件开发,1,12000.0,375,43
B1025425,2022,画册设计,1,5760.0,376,152
B1025436,2022,其他软件开发,1,20000.0,377,43
B1025537,2022,系统工具,1,1500.0,378,154
B1025560,2022,其他软件开发,1,1200.0,379,43
B1025594,2022,小程序开发,1,4800.0,380,90
B1025595,2022,小程序开发,1,4200.0,381,90
B1025618,2022,小程序开发,1,900.0,382,90
B1025632,2022,微信开发,1,12000.0,383,111
B1025804,2022,API接口,1,1200.0,384,3
B1025839,2022,小程序开发,1,8500.0,385,90
B1025877,2022,剪辑服务,1,25.0,386,48
B1025890,2022,运维服务,1,8000.0,387,175
B1025894,2022,LOGO设计,1,300.0,388,12
B1025953,2022,响应式网站,1,12999.0,389,68
B1025954,2022,响应式网站,1,9520.0,390,68
B1026179,2022,软件UI设计,1,1400.0,391,173
B977397,2022,书籍装帧,1,13422.0,392,22
B977402,2022,响应式网站,1,29447.0,393,68
B977454,2022,营销推广软文,1,200.0,394,167
B977455,2022,采集工具,1,2000.0,395,176
B977536,2022,其他网站,1,19000.0,396,42
B977537,2022,其他管理软件,1,29000.0,397,41
B977628,2022,手游开发,1,2500.0,398,115
B977714,2022,门户网站,1,40544.0,399,178
B977761,2022,小程序开发,1,20000.0,400,90
B977808,2022,LOGO设计,1,5000.0,401,12
B977830,2022,门户网站,1,2000.0,402,178
B977900,2022,APP开发,1,46000.0,403,4
B977928,2022,微信开发,1,15000.0,404,111
B977935,2022,小程序开发,1,3500.0,405,90
B977949,2022,门户网站,1,9998.0,406,178
B978002,2022,小程序开发,1,500.0,407,90
B978012,2022,APP开发,1,2000.0,408,4
B978039,2022,产品推广,1,3600.0,409,27
B978050,2022,其他软件开发,1,49999.0,410,43
B978181,2022,排版设计,1,9470.0,411,119
B978329,2022,H5开发,1,4500.0,412,9
B978486,2022,其他软件开发,1,4300.0,413,43
B978510,2022,商城建设,1,20000.0,414,72
B978562,2022,宣传策划,1,200.0,415,86
B978567,2022,小程序开发,1,6200.0,416,90
B978626,2022,小程序开发,1,26800.0,417,90
B978646,2022,微信推广,1,19800.0,418,112
B978707,2022,网站二次开发,1,5000.0,419,159
B978750,2022,宣传册设计,1,4800.0,420,84
B978821,2022,H5开发,1,5000.0,421,9
B978875,2022,门户网站,1,5000.0,422,178
B978883,2022,VI设计,1,2000.0,423,16
B978944,2022,彩页设计,1,7680.0,424,106
B979008,2022,园林设计,1,1700.0,425,75
B979042,2022,软件UI设计,1,1800.0,426,173
B979296,2022,APP开发,1,25200.0,427,4
B979447,2022,企业官网,1,10.0,428,30
B979481,2022,其他软件开发,1,800.0,429,43
B979673,2022,企业官网,1,2000.0,430,30
B979722,2022,软件UI设计,1,1000.0,431,173
B979747,2022,微信开发,1,5000.0,432,111
B979839,2022,VI设计,1,8500.0,433,16
B979873,2022,LOGO设计,1,2980.0,434,12
B979917,2022,LOGO设计,1,11.0,435,12
B979952,2022,动漫角色设计,1,100.0,436,51
B979972,2022,餐饮,1,38000.0,437,183
B979998,2022,门户网站,1,1800.0,438,178
B980115,2022,LOGO设计,1,600.0,439,12
B980116,2022,门户网站,1,15000.0,440,178
B980187,2022,其他软件开发,1,10000.0,441,43
B980191,2022,企业宣传片,1,7500.0,442,31
B980312,2022,H5开发,1,8000.0,443,9
B980389,2022,产品外观设计,1,800.0,444,26
B980471,2022,VI设计,1,2300.0,445,16
B980547,2022,LOGO设计,1,100.0,446,12
B980638,2022,网站二次开发,1,2200.0,447,159
B980696,2022,其他软件开发,1,12500.0,448,43
B980923,2022,其他管理软件,1,25000.0,449,41
B980989,2022,APP开发,1,1000.0,450,4
B980993,2022,企业官网,1,8500.0,451,30
B981016,2022,企业官网,1,1500.0,452,30
B981086,2022,H5设计,1,800.0,453,10
B981087,2022,排版设计,1,600.0,454,119
B981181,2022,运维服务,1,39999.0,455,175
B981189,2022,运维服务,1,5000.0,456,175
B981190,2022,运维服务,1,9999.0,457,175
B981277,2022,小程序开发,1,5000.0,458,90
B981399,2022,小程序开发,1,2500.0,459,90
B981406,2022,LOGO设计,1,150.0,460,12
B981483,2022,排版设计,1,7500.0,461,119
B981622,2022,专业代笔,1,950.0,462,20
B981706,2022,LOGO设计,1,4950.0,463,12
B981716,2022,其他软件开发,1,300.0,464,43
B981757,2022,小程序开发,1,16400.0,465,90
B981763,2022,画册设计,1,5120.0,466,152
B981836,2022,嵌入式软件,1,35000.0,467,97
B981934,2022,包装设计,1,600.0,468,54
B981947,2022,游戏建模,1,500.0,469,142
B982021,2022,排版设计,1,6528.0,470,119
B982032,2022,海报设计,1,60.0,471,139
B982075,2022,LOGO设计,1,2880.0,472,12
B982089,2022,APP开发,1,2000.0,473,4
B982170,2022,其他网站,1,30000.0,474,42
B982180,2022,商城建设,1,25000.0,475,72
B982297,2022,排版设计,1,12288.0,476,119
B982393,2022,书籍装帧,1,1920.0,477,22
B982400,2022,企业官网,1,1800.0,478,30
B982409,2022,图像识别,1,3500.0,479,76
B982486,2022,包装设计,1,500.0,480,54
B982496,2022,商业建筑,1,800.0,481,69
B982643,2022,展台展厅,1,1000.0,482,94
B982709,2022,LOGO设计,1,6400.0,483,12
B982773,2022,APP开发,1,800.0,484,4
B982796,2022,企业官网,1,2000.0,485,30
B982800,2022,产品卖点,1,300.0,486,24
B982834,2022,VI设计,1,9580.0,487,16
B982994,2022,软件UI设计,1,1000.0,488,173
B983005,2022,APP开发,1,15000.0,489,4
B983035,2022,APP开发,1,6000.0,490,4
B983050,2022,手机网站,1,4000.0,491,114
B983071,2022,小程序开发,1,500.0,492,90
B983141,2022,其他软件开发,1,4500.0,493,43
B983142,2022,采集工具,1,4000.0,494,176
B983214,2022,定制开发,1,40000.0,495,82
B983238,2022,施工图设计,1,800.0,496,129
B983428,2022,APP开发,1,15000.0,497,4
B983430,2022,APP开发,1,15000.0,498,4
B983496,2022,品牌策划,1,980.0,499,66
B983743,2022,英语,1,220.0,500,165
B983818,2022,APP开发,1,500.0,501,4
B983870,2022,APP开发,1,10.0,502,4
B983876,2022,APP开发,1,17500.0,503,4
B983885,2022,VI设计,1,500.0,504,16
B983888,2022,礼品设计,1,90.0,505,153
B983946,2022,小程序开发,1,1050.0,506,90
B983947,2022,其他软件开发,1,4200.0,507,43
B984051,2022,其他软件开发,1,800.0,508,43
B984169,2022,LOGO设计,1,299.0,509,12
B984184,2022,LOGO设计,1,5000.0,510,12
B984356,2022,彩页设计,1,200.0,511,106
B984506,2022,APP开发,1,1500.0,512,4
B984633,2022,彩页设计,1,5760.0,513,106
B984833,2022,画册设计,1,6912.0,514,152
B985041,2022,OA系统,1,13500.0,515,13
B985126,2022,其他软件开发,1,25000.0,516,43
B985134,2022,商城建设,1,55221.0,517,72
B985145,2022,其他软件开发,1,600.0,518,43
B985237,2022,书籍装帧,1,8960.0,519,22
B985250,2022,企业官网,1,20000.0,520,30
B985255,2022,APP开发,1,30000.0,521,4
B985321,2022,商城建设,1,9500.0,522,72
B985329,2022,其他软件开发,1,8400.0,523,43
B985334,2022,LOGO设计,1,4980.0,524,12
B985368,2022,园林设计,1,300.0,525,75
B985382,2022,APP开发,1,5000.0,526,4
B985428,2022,手机网站,1,6000.0,527,114
B985530,2022,排版设计,1,500.0,528,119
B985621,2022,定制开发,1,5000.0,529,82
B985637,2022,书籍装帧,1,10240.0,530,22
B985645,2022,包装设计,1,3600.0,531,54
B985667,2022,其他软件开发,1,25000.0,532,43
B985822,2022,包装设计,1,800.0,533,54
B985859,2022,其他软件开发,1,40000.0,534,43
B985882,2022,金融,1,20000.0,535,177
B985892,2022,网站UI设计,1,8000.0,536,158
B985901,2022,定制开发,1,50000.0,537,82
B985975,2022,展台展厅,1,3500.0,538,94
B986004,2022,VI设计,1,1000.0,539,16
B986064,2022,VI设计,1,8800.0,540,16
B986130,2022,宣传册设计,1,5280.0,541,84
B986141,2022,APP界面设计,1,2000.0,542,6
B986158,2022,LOGO设计,1,500.0,543,12
B986197,2022,小程序开发,1,5000.0,544,90
B986240,2022,微信开发,1,8500.0,545,111
B986250,2022,其他软件开发,1,23500.0,546,43
B986401,2022,LOGO设计,1,5000.0,547,12
B986408,2022,展台展厅,1,100.0,548,94
B986421,2022,视频定制,1,100.0,549,169
B986471,2022,排版设计,1,6528.0,550,119
B986571,2022,网站二次开发,1,360.0,551,159
B986596,2022,书籍装帧,1,7580.0,552,22
B986621,2022,项目管理软件,1,50000.0,553,182
B986640,2022,商业提案,1,20000.0,554,70
B986672,2022,其他软件开发,1,35000.0,555,43
B986702,2022,LOGO设计,1,300.0,556,12
B986723,2022,脚本开发,1,6500.0,557,163
B986788,2022,公共场所,1,100.0,558,33
B986790,2022,娱乐休闲,1,100.0,559,79
B986796,2022,定制开发,1,8800.0,560,82
B986826,2022,定制开发,1,105.0,561,82
B986849,2022,其他软件开发,1,500.0,562,43
B986975,2022,APP开发,1,10500.0,563,4
B986987,2022,网站UI设计,1,3000.0,564,158
B987002,2022,后期制作,1,1000.0,565,62
B987064,2022,办公空间,1,100.0,566,49
