需求方,设计师,任务编号,能力标签,交易价格,发布时间
o5a37****76394,饭饭设计@_@,任务编号：565950,其他家装服务,1999.0,2017-12-22
凤归来兮,阅城设计,任务编号：564609,别墅设计,5000.0,2017-12-19
o59c0bafab8120,白水盐,任务编号：564557,施工图设计,10000.0,2017-12-18
o5932ce7e7737d,金蝉设计工作室,任务编号：561762,效果图设计,3000.0,2017-12-10
o5a1d10ceee297,上海暔尚广告设计公司,任务编号：557884,效果图设计,500.0,2017-11-28
danieliao,走心建筑设计,任务编号：557547,园林设计,2000.0,2017-11-27
mf138****4166,唐美硕品牌设计工作室,任务编号：549996,效果图设计,4280.0,2017-11-03
o59e41dc13dd0d,逸品装饰,任务编号：544479,单身公寓设计,1000.0,2017-10-17
大棚,o59506f696af3e,任务编号：538256,其他家装服务,24200.0,2017-09-24
大棚,liszky,任务编号：536517,新房装修,4200.0,2017-09-19
大棚,o595902bbcbcec,任务编号：536343,单身公寓设计,4500.0,2017-09-18
大棚,o59506f696af3e,任务编号：535736,园林设计,24400.0,2017-09-16
o59acb595b7185,艺席话文化传播有限公司,任务编号：531706,店铺厂房,1500.0,2017-09-04
mf155****5682,石头工作室,任务编号：531603,效果图设计,300.0,2017-09-04
华韶,南阳佳誉设计工程有限公司,任务编号：530549,店铺厂房,388.0,2017-08-30
骇客,liszky,任务编号：529985,其他建筑设计,9680.0,2017-08-29
骇客,大棚,任务编号：529381,办公空间,23980.0,2017-08-26
mf139****9509,阅城设计,任务编号：529298,其他家装服务,3000.0,2017-08-26
o598c116f722e5,核心力品牌设计,任务编号：524849,办公空间,1287.0,2017-08-10
yangcz0196,石头工作室,任务编号：519564,单身公寓设计,4000.0,2017-07-24
o59715fd21ac35,饭饭设计@_@,任务编号：518828,效果图设计,1000.0,2017-07-21
o58b29452ad34e,瀚道空间设计工作室,任务编号：514953,效果图设计,1500.0,2017-07-05
sanq88,极致视觉,任务编号：512633,店铺厂房,400.0,2017-06-26
缘分_的一,饮水思源品牌设计,任务编号：511896,效果图设计,2000.0,2017-06-23
moke512,饭饭设计@_@,任务编号：506200,单身公寓设计,1000.0,2017-05-31
金马未来,阅城设计,任务编号：504381,效果图设计,2500.0,2017-05-24
lwzyx2004,红蚁品牌设计,任务编号：502554,庭院设计,2600.0,2017-05-18
Yinheark,杭州瀚轩广告,任务编号：501115,软装设计,800.0,2017-05-13
HPHP,品奇·晋普露茜室内装饰设计联盟,任务编号：499923,效果图设计,1600.0,2017-05-10
mf138****4166,召唤设计,任务编号：498232,庭院设计,3000.0,2017-05-04
mf138****8028,饭饭设计@_@,任务编号：496009,其他家装服务,1000.0,2017-04-26
mf155****5682,召唤设计,任务编号：495068,庭院设计,300.0,2017-04-24
mf131****8383,造化如风,任务编号：494045,效果图设计,450.0,2017-04-20
Mr139****3862,优邦传媒,任务编号：493078,展台展厅,2800.0,2017-04-17
美约全屋定制家具,逸品装饰,任务编号：493001,其他建筑设计,600.0,2017-04-17
o58e5d1c086456,饭饭设计@_@,任务编号：489848,其他家装服务,1000.0,2017-04-06
qunqingkai,饭饭设计@_@,任务编号：489595,效果图设计,1000.0,2017-04-05
o58dee73a1757d,逸品装饰,任务编号：488569,其他家装服务,600.0,2017-04-01
mf182****2855,青岛合原祥广告有限公司,任务编号：486538,效果图设计,300.0,2017-03-25
mf133****4666,红蚁品牌设计,任务编号：485844,效果图设计,800.0,2017-03-22
o58bce0023f8fe,乐涂设计事务所,任务编号：481155,办公空间,400.0,2017-03-07
Mr137****8999,枫叶秋丹工作室,任务编号：480039,单身公寓设计,1000.0,2017-03-03
mf134****7366,乐涂设计事务所,任务编号：478965,软装设计,450.0,2017-02-27
o5746b8a17279a,后现代设计,任务编号：475466,办公空间,3000.0,2017-02-15
晓岚01,鹿途设计,任务编号：474602,单身公寓设计,3150.0,2017-02-10
mf136****0692,加量不加价的家装,任务编号：468615,单身公寓设计,500.0,2017-01-03
o53f43920afb8d,执念的他,任务编号：467978,酒店宾馆,900.0,2016-12-29
mf136****9966,DCC品牌设计,任务编号：466677,店铺厂房,10000.0,2016-12-23
mf158****7558,大千商业品牌设计,任务编号：465712,店铺厂房,1000.0,2016-12-19
古月仔01,壹书苑品牌设计,任务编号：455386,效果图设计,800.0,2016-11-02
mf151****5781,凌云空间建筑装饰,任务编号：455315,店铺厂房,1000.0,2016-11-02
mf187****6789,瑞博森装饰设计,任务编号：454389,店铺厂房,1000.0,2016-10-28
Mr180****9930,圈点私人工作室,任务编号：450688,效果图设计,200.0,2016-10-13
mf138****9878,舍感空间设计工作室,任务编号：450044,效果图设计,700.0,2016-10-10
mf137****9799,GJ Design,任务编号：445941,效果图设计,500.0,2016-09-13
沧海一粟02,舍感空间设计工作室,任务编号：443136,新房装修,500.0,2016-08-30
mf136****6096,苏壹零陆号设计院,任务编号：440595,效果图设计,2000.0,2016-08-17
厨具收纳柜设计,知了设计,任务编号：438093,新房装修,7000.0,2016-08-03
hx123456,凌云空间建筑装饰,任务编号：437964,效果图设计,100.0,2016-08-03
拾信拾信,凌云空间建筑装饰,任务编号：436223,店铺厂房,1000.0,2016-07-25
changyouyinpo,幻想设计工作室,任务编号：435459,其他定制,2000.0,2016-07-21
苏涵的开始,域复空间营造工作室,任务编号：435443,效果图设计,300.0,2016-07-21
ayon183,域复空间营造工作室,任务编号：435175,效果图设计,150.0,2016-07-20
mf159****7878,筑迹设计院,任务编号：434817,效果图设计,3000.0,2016-07-18
Nell520,缘梦设计,任务编号：427650,效果图设计,600.0,2016-06-15
mf152****0891,思巢设计,任务编号：427013,店铺厂房,700.0,2016-06-12
mf131****5009,缘梦设计,任务编号：426610,单身公寓设计,300.0,2016-06-08
shengwanhui,瑞博森装饰设计,任务编号：425202,其他家装服务,4500.0,2016-06-02
那些年2018,瑞博森装饰设计,任务编号：419394,施工图设计,1000.0,2016-05-03
mf186****8610,现货视觉设计,任务编号：419132,效果图设计,200.0,2016-05-01
dsc2008,如是设计,任务编号：418860,效果图设计,1000.0,2016-04-29
mf130****6152,如是设计,任务编号：418083,效果图设计,600.0,2016-04-26
超级木头超人,麦浪设计师事务所,任务编号：417829,园林设计,380.0,2016-04-25
greatbrand,私房空间设计工作室,任务编号：416420,商业空间,1500.0,2016-04-17
谅我不羁,如是设计,任务编号：414474,单身公寓设计,500.0,2016-04-07
啊虎01,厦门雅格正华建筑设计事务所,任务编号：414303,其他家装服务,8500.0,2016-04-06
阿飞goofiy,淘设计工坊,任务编号：414056,园林设计,300.0,2016-04-05
白首不相离li,私房空间设计工作室,任务编号：412984,效果图设计,300.0,2016-03-30
o56f34866ef8af,世纪晨冉设计工作室,任务编号：411704,店铺厂房,800.0,2016-03-24
备装网,乐涂设计事务所,任务编号：410557,效果图设计,300.0,2016-03-18
备装网,乐涂设计事务所,任务编号：410555,效果图设计,300.0,2016-03-18
白首不相离li,私房空间设计工作室,任务编号：410002,效果图设计,200.0,2016-03-16
mf135****1375,筑迹设计院,任务编号：409559,施工图设计,2800.0,2016-03-14
mf134****2999,凯晟设计事务所,任务编号：407655,店铺厂房,5000.0,2016-03-03
幸福的风仔,广州恒毅装饰设计工作室,任务编号：406842,其他家装服务,1500.0,2016-02-29
o552bcbad4cfa7,福建福洋家具定制,任务编号：405903,庭院设计,30000.0,2016-02-22
o56c7d1950f940,金蝉设计工作室,任务编号：405566,其他家装服务,800.0,2016-02-20
sangtianbao,广州恒毅装饰设计工作室,任务编号：404627,效果图设计,1500.0,2016-02-14
Mr159****4082,懿筑装饰,任务编号：404045,办公空间,1000.0,2016-01-30
leiliui0428,MDH设计,任务编号：401400,单身公寓设计,300.0,2016-01-13
mf188****0826,如是设计,任务编号：399157,其他家装服务,150.0,2015-12-29
mf185****1158,灵域深化设计,任务编号：392689,办公空间,2000.0,2015-11-21
mf135****7727,桔米盛室文化,任务编号：387492,效果图设计,5000.0,2015-10-26
mf139****3077,创颖室内设计工作室,任务编号：385177,其他家装服务,300.0,2015-10-15
o561b2d3e2c21f,广州恒毅装饰设计工作室,任务编号：384352,其他家装服务,1000.0,2015-10-12
eilayyi,广州恒毅装饰设计工作室,任务编号：384367,其他家装服务,799.0,2015-10-12
mf158****0837,广州恒毅装饰设计工作室,任务编号：382090,效果图设计,600.0,2015-09-26
美元同盟工厂,广州恒毅装饰设计工作室,任务编号：381595,单身公寓设计,1000.0,2015-09-23
一平凡之人一,上海博思室内设计事务所,任务编号：380427,新房装修,200.0,2015-09-18
M1332****552,万森设计,任务编号：377357,施工图设计,800.0,2015-09-04
mf189****0715,仙藤设计,任务编号：373074,展台展厅,1000.0,2015-08-16
lulu1105,五色鸟动漫设计,任务编号：372229,效果图设计,1200.0,2015-08-12
mcyy911,广州恒毅装饰设计工作室,任务编号：371794,效果图设计,800.0,2015-08-10
tendas,广州恒毅装饰设计工作室,任务编号：370408,效果图设计,200.0,2015-08-03
苏州达人设计,苏州梵筑装饰设计工程有限公司,任务编号：369405,店铺厂房,25000.0,2015-07-29
社会达人,苏州梵筑装饰设计工程有限公司,任务编号：366225,效果图设计,5000.0,2015-07-14
Mr159****5059,渡上品牌设计,任务编号：362135,效果图设计,5000.0,2015-06-25
朔月夜,盛唐环艺设计馆,任务编号：361786,施工图设计,800.0,2015-06-24
MK设计工作室,无道工作室,任务编号：358188,效果图设计,100.0,2015-06-07
JOE1969,紫瑞天际建筑设计事务所,任务编号：358088,别墅设计,2500.0,2015-06-06
无爱无伤,ら默相离′一品室内设计,任务编号：356576,效果图设计,1000.0,2015-05-30
Mr186****1881,佳地建筑事务所,任务编号：346694,庭院设计,1000.0,2015-04-17
mf189****3545,原·设计,任务编号：344038,办公空间,1000.0,2015-04-06
weizi6880,绿锦空间设计工作室,任务编号：340641,效果图设计,1000.0,2015-03-25
o5512****1d342,科普建筑设计工作室,任务编号：340607,单身公寓设计,3000.0,2015-03-25
海吉源,量捷思设计工作室,任务编号：338064,效果图设计,117.0,2015-03-16
o54f70e298109b,雪树之家,任务编号：335754,其他家装服务,100.0,2015-03-06
mf151****5540,盛唐环艺设计馆,任务编号：331379,店铺厂房,300.0,2015-02-02
mf187****9966,弘毅设计,任务编号：322344,园林设计,5000.0,2014-12-16
mf133****3292,艺中人传媒,任务编号：319047,其他家装服务,400.0,2014-11-28
划分的,旗奇网络,任务编号：310040,其他家装服务,800.0,2014-10-12
yasea****2000,绿锦空间设计工作室,任务编号：309588,单身公寓设计,850.0,2014-10-09
mf54091e68243bd,武汉市秀家设计,任务编号：306793,单身公寓设计,1000.0,2014-09-19
liubin2014,绿锦空间设计工作室,任务编号：305129,新房装修,880.0,2014-09-11
半生浮华,海口鼎世文化,任务编号：299792,效果图设计,1500.0,2014-08-10
古井不波,武汉市秀家设计,任务编号：295685,单身公寓设计,3000.0,2014-07-18
luoma,广州艺南设计,任务编号：293828,店铺厂房,500.0,2014-07-08
lyr8886,绿源园林设计,任务编号：290593,园林设计,300.0,2014-06-17
lyr8886,绿源园林设计,任务编号：290475,单身公寓设计,100.0,2014-06-16
je0309,广州艺南设计,任务编号：289934,效果图设计,1000.0,2014-06-12
ibm0906,广州艺南设计,任务编号：289513,效果图设计,500.0,2014-06-09
shegnsh4357,新筑远建筑设计室,任务编号：288796,单身公寓设计,600.0,2014-06-04
lyr8886,绿源园林设计,任务编号：287715,单身公寓设计,500.0,2014-05-27
o5373****44131,绿源园林设计,任务编号：286077,单身公寓设计,500.0,2014-05-15
tangyue2987,a3164590,任务编号：284413,其他家装服务,1000.0,2014-05-05
luntanming,gf空间设计,任务编号：255529,其他家装服务,800.0,2014-04-08
o5310****68347,弘毅设计,任务编号：254716,效果图设计,200.0,2014-04-02
半生浮华,VCT视觉工作室,任务编号：247069,其他家装服务,2000.0,2014-01-27
kuaile121171,立方装饰设计,任务编号：246146,店铺厂房,2500.0,2014-01-18
