Source,Target,Type
A1102282,网站UI设计,发布
B1102282,网站UI设计,完成
A1102369,背景墙设计,发布
B1102369,背景墙设计,完成
A1102699,其他内容创作,发布
B1102699,其他内容创作,完成
A1102949,H5设计,发布
B1102949,H5设计,完成
A1103518,LOGO设计,发布
B1103518,LOGO设计,完成
A1104251,电话调查,发布
B1104251,电话调查,完成
A1104252,电话调查,发布
B1104252,电话调查,完成
A1104254,电话调查,发布
B1104254,电话调查,完成
A1104259,电话调查,发布
B1104259,电话调查,完成
A1104260,电话调查,发布
B1104260,电话调查,完成
A1104262,电话调查,发布
B1104262,电话调查,完成
A1104621,APP开发,发布
B1104621,APP开发,完成
A1104934,手机网站,发布
B1104934,手机网站,完成
A1104935,门户网站,发布
B1104935,门户网站,完成
A1104951,电商,发布
B1104951,电商,完成
A1105099,定制开发,发布
B1105099,定制开发,完成
A1105153,APP开发,发布
B1105153,APP开发,完成
A1105185,定制开发,发布
B1105185,定制开发,完成
A1106462,APP开发,发布
B1106462,APP开发,完成
A1106860,网站UI设计,发布
B1106860,网站UI设计,完成
A1107185,定制开发,发布
B1107185,定制开发,完成
A1107426,电话调查,发布
B1107426,电话调查,完成
A1107768,APP开发,发布
B1107768,APP开发,完成
A1107851,3D建模,发布
B1107851,3D建模,完成
A1108265,其他软件开发,发布
B1108265,其他软件开发,完成
A1108626,定制开发,发布
B1108626,定制开发,完成
A1108981,APP开发,发布
B1108981,APP开发,完成
A1109857,小程序开发,发布
B1109857,小程序开发,完成
A1110491,APP开发,发布
B1110491,APP开发,完成
A1110557,H5开发,发布
B1110557,H5开发,完成
A1110615,3D建模,发布
B1110615,3D建模,完成
A1110616,APP界面设计,发布
B1110616,APP界面设计,完成
A1112246,后端开发,发布
B1112246,后端开发,完成
A1112424,网站UI设计,发布
B1112424,网站UI设计,完成
A1112435,APP开发,发布
B1112435,APP开发,完成
A1112449,APP开发,发布
B1112449,APP开发,完成
A1112627,APP开发,发布
B1112627,APP开发,完成
A1112868,店铺装修,发布
B1112868,店铺装修,完成
A1112911,小程序开发,发布
B1112911,小程序开发,完成
A1113153,APP开发,发布
B1113153,APP开发,完成
A1113192,企业官网,发布
B1113192,企业官网,完成
A1113335,APP开发,发布
B1113335,APP开发,完成
A1113555,APP开发,发布
B1113555,APP开发,完成
A1113680,APP开发,发布
B1113680,APP开发,完成
A1113833,其他软件开发,发布
B1113833,其他软件开发,完成
A1113894,APP开发,发布
B1113894,APP开发,完成
A1114307,小程序开发,发布
B1114307,小程序开发,完成
A1114486,定制开发,发布
B1114486,定制开发,完成
A1114487,定制开发,发布
B1114487,定制开发,完成
A1114662,APP开发,发布
B1114662,APP开发,完成
A1114876,详情页设计,发布
B1114876,详情页设计,完成
A1115112,后端开发,发布
B1115112,后端开发,完成
A1115324,定制开发,发布
B1115324,定制开发,完成
A1115737,店铺装修,发布
B1115737,店铺装修,完成
A1115807,门户网站,发布
B1115807,门户网站,完成
A1115816,产品结构设计,发布
B1115816,产品结构设计,完成
A1115819,产品结构设计,发布
B1115819,产品结构设计,完成
A1115820,产品结构设计,发布
B1115820,产品结构设计,完成
A1115821,语音识别,发布
B1115821,语音识别,完成
A1115824,语音识别,发布
B1115824,语音识别,完成
A1115825,语音识别,发布
B1115825,语音识别,完成
A1115828,产品上架与优化,发布
B1115828,产品上架与优化,完成
A1115831,爆款打造,发布
B1115831,爆款打造,完成
A1115833,新闻营销,发布
B1115833,新闻营销,完成
A1115836,客户案例,发布
B1115836,客户案例,完成
A1115838,客户案例,发布
B1115838,客户案例,完成
A1115842,活动文案,发布
B1115842,活动文案,完成
A1115843,活动文案,发布
B1115843,活动文案,完成
A1115849,广告口号,发布
B1115849,广告口号,完成
A1115853,电商网站,发布
B1115853,电商网站,完成
A1115854,电商网站,发布
B1115854,电商网站,完成
A1115901,背景墙设计,发布
B1115901,背景墙设计,完成
A1115917,APP开发,发布
B1115917,APP开发,完成
A1116260,视频定制,发布
B1116260,视频定制,完成
A1116272,定制开发,发布
B1116272,定制开发,完成
A1116353,APP开发,发布
B1116353,APP开发,完成
A1116393,APP开发,发布
B1116393,APP开发,完成
A1116480,广告口号,发布
B1116480,广告口号,完成
A1116484,AIGC技术,发布
B1116484,AIGC技术,完成
A1116485,AIGC技术,发布
B1116485,AIGC技术,完成
A1116487,语音识别,发布
B1116487,语音识别,完成
A1116488,语音识别,发布
B1116488,语音识别,完成
A1116682,小程序开发,发布
B1116682,小程序开发,完成
A1116809,APP开发,发布
B1116809,APP开发,完成
A1116845,LOGO设计,发布
B1116845,LOGO设计,完成
A1116883,小程序开发,发布
B1116883,小程序开发,完成
A1117007,电商,发布
B1117007,电商,完成
A1117028,小程序开发,发布
B1117028,小程序开发,完成
A1117114,包装设计,发布
B1117114,包装设计,完成
A1117149,海报设计,发布
B1117149,海报设计,完成
A1117179,APP开发,发布
B1117179,APP开发,完成
A1117213,ERP系统,发布
B1117213,ERP系统,完成
A1117416,LOGO设计,发布
B1117416,LOGO设计,完成
A1117590,APP开发,发布
B1117590,APP开发,完成
A1117657,封面设计,发布
B1117657,封面设计,完成
A1117658,LOGO设计,发布
B1117658,LOGO设计,完成
A1117893,3D建模,发布
B1117893,3D建模,完成
A1117958,APP界面设计,发布
B1117958,APP界面设计,完成
A1117970,其他内容创作,发布
B1117970,其他内容创作,完成
A1118073,APP开发,发布
B1118073,APP开发,完成
A1118137,APP开发,发布
B1118137,APP开发,完成
A1118353,包装设计,发布
B1118353,包装设计,完成
A1118356,LOGO设计,发布
B1118356,LOGO设计,完成
A1118391,网站二次开发,发布
B1118391,网站二次开发,完成
A1118406,APP开发,发布
B1118406,APP开发,完成
A1118508,定制开发,发布
B1118508,定制开发,完成
A1118520,APP开发,发布
B1118520,APP开发,完成
A1118541,H5开发,发布
B1118541,H5开发,完成
A1118603,包装设计,发布
B1118603,包装设计,完成
A1118623,APP开发,发布
B1118623,APP开发,完成
A1118730,定制开发,发布
B1118730,定制开发,完成
A1118894,APP开发,发布
B1118894,APP开发,完成
A1118921,广告设计,发布
B1118921,广告设计,完成
A1119110,其他软件开发,发布
B1119110,其他软件开发,完成
A1119138,排版设计,发布
B1119138,排版设计,完成
A1119260,小程序开发,发布
B1119260,小程序开发,完成
A1119341,APP开发,发布
B1119341,APP开发,完成
A1119343,其他网站,发布
B1119343,其他网站,完成
A1119458,APP开发,发布
B1119458,APP开发,完成
A1119499,定制开发,发布
B1119499,定制开发,完成
A1119632,DeepSeek,发布
B1119632,DeepSeek,完成
A1119641,AI战略,发布
B1119641,AI战略,完成
A1119712,AI视频创作,发布
B1119712,AI视频创作,完成
A1119879,SAAS软件,发布
B1119879,SAAS软件,完成
A1120022,包装设计,发布
B1120022,包装设计,完成
A1120183,插画设计,发布
B1120183,插画设计,完成
A1120234,H5开发,发布
B1120234,H5开发,完成
A1120443,APP开发,发布
B1120443,APP开发,完成
A1120454,APP开发,发布
B1120454,APP开发,完成
A1120829,海报设计,发布
B1120829,海报设计,完成
A1120855,包装设计,发布
B1120855,包装设计,完成
A1121108,APP开发,发布
B1121108,APP开发,完成
A1121239,小程序开发,发布
B1121239,小程序开发,完成
A1121285,APP开发,发布
B1121285,APP开发,完成
A1121371,数据采集,发布
B1121371,数据采集,完成
A1121673,排版设计,发布
B1121673,排版设计,完成
A1121834,微信开发,发布
B1121834,微信开发,完成
A1122099,手机网站,发布
B1122099,手机网站,完成
A1122348,APP开发,发布
B1122348,APP开发,完成
A1122443,网站二次开发,发布
B1122443,网站二次开发,完成
A1122613,网站二次开发,发布
B1122613,网站二次开发,完成
A1122646,其他工具软件,发布
B1122646,其他工具软件,完成
A1122715,商城建设,发布
B1122715,商城建设,完成
A1122759,定制开发,发布
B1122759,定制开发,完成
A1122760,定制开发,发布
B1122760,定制开发,完成
A1123049,其他软件开发,发布
B1123049,其他软件开发,完成
A1123051,其他软件开发,发布
B1123051,其他软件开发,完成
A1123052,其他软件开发,发布
B1123052,其他软件开发,完成
A1123084,定制开发,发布
B1123084,定制开发,完成
A1123133,排版设计,发布
B1123133,排版设计,完成
A1123199,定制开发,发布
B1123199,定制开发,完成
A1123345,APP开发,发布
B1123345,APP开发,完成
A1123751,包装设计,发布
B1123751,包装设计,完成
A1123763,小程序开发,发布
B1123763,小程序开发,完成
A1124066,定制开发,发布
B1124066,定制开发,完成
A1124131,APP开发,发布
B1124131,APP开发,完成
A1124230,通讯聊天,发布
B1124230,通讯聊天,完成
A1124455,包装设计,发布
B1124455,包装设计,完成
A1124493,小程序开发,发布
B1124493,小程序开发,完成
A1124515,影视拍摄,发布
B1124515,影视拍摄,完成
A1124654,交互设计,发布
B1124654,交互设计,完成
A1124875,AI设计,发布
B1124875,AI设计,完成
A1124977,定制开发,发布
B1124977,定制开发,完成
A1125143,定制开发,发布
B1125143,定制开发,完成
A1125212,H5设计,发布
B1125212,H5设计,完成
A1125395,微信开发,发布
B1125395,微信开发,完成
A1125667,LOGO设计,发布
B1125667,LOGO设计,完成
A1125777,定制开发,发布
B1125777,定制开发,完成
A1125808,手机网站,发布
B1125808,手机网站,完成
A1126060,APP开发,发布
B1126060,APP开发,完成
A1126106,小程序开发,发布
B1126106,小程序开发,完成
A1126215,网站UI设计,发布
B1126215,网站UI设计,完成
A1126522,其他网站,发布
B1126522,其他网站,完成
A1126626,定制开发,发布
B1126626,定制开发,完成
A1126902,工业产品设计,发布
B1126902,工业产品设计,完成
A1127146,企业官网,发布
B1127146,企业官网,完成
A1127158,宣传册设计,发布
B1127158,宣传册设计,完成
A1127170,LOGO设计,发布
B1127170,LOGO设计,完成
A1127223,APP开发,发布
B1127223,APP开发,完成
A1127385,其他网站,发布
B1127385,其他网站,完成
A1127411,APP开发,发布
B1127411,APP开发,完成
A1127471,小程序开发,发布
B1127471,小程序开发,完成
A1127480,定制开发,发布
B1127480,定制开发,完成
A1127518,AI设计,发布
B1127518,AI设计,完成
A1127579,小程序开发,发布
