Source,Target,Type
A912984,小程序开发,发布
B912984,小程序开发,完成
A913033,其他软件开发,发布
B913033,其他软件开发,完成
A913039,脚本开发,发布
B913039,脚本开发,完成
A913047,PPT设计,发布
B913047,PPT设计,完成
A913054,PPT设计,发布
B913054,PPT设计,完成
A913060,PPT设计,发布
B913060,PPT设计,完成
A913095,APP开发,发布
B913095,APP开发,完成
A913108,APP开发,发布
B913108,APP开发,完成
A913138,书籍装帧,发布
B913138,书籍装帧,完成
A913140,书籍装帧,发布
B913140,书籍装帧,完成
A913141,书籍装帧,发布
B913141,书籍装帧,完成
A913142,书籍装帧,发布
B913142,书籍装帧,完成
A913143,书籍装帧,发布
B913143,书籍装帧,完成
A913145,书籍装帧,发布
B913145,书籍装帧,完成
A913157,品牌策划,发布
B913157,品牌策划,完成
A913158,小程序开发,发布
B913158,小程序开发,完成
A913159,网店推广,发布
B913159,网店推广,完成
A913160,品牌策划,发布
B913160,品牌策划,完成
A913161,网店推广,发布
B913161,网店推广,完成
A913162,微信代运营,发布
B913162,微信代运营,完成
A913165,PPT设计,发布
B913165,PPT设计,完成
A913166,微信代运营,发布
B913166,微信代运营,完成
A913180,小程序开发,发布
B913180,小程序开发,完成
A913226,包装设计,发布
B913226,包装设计,完成
A913241,创意短视频,发布
B913241,创意短视频,完成
A913246,分销管理软件,发布
B913246,分销管理软件,完成
A913250,包装设计,发布
B913250,包装设计,完成
A913255,宣传策划,发布
B913255,宣传策划,完成
A913257,宣传策划,发布
B913257,宣传策划,完成
A913263,OA系统,发布
B913263,OA系统,完成
A913276,PPT设计,发布
B913276,PPT设计,完成
A913296,网站二次开发,发布
B913296,网站二次开发,完成
A913331,活动策划,发布
B913331,活动策划,完成
A913332,VI设计,发布
B913332,VI设计,完成
A913334,交互设计,发布
B913334,交互设计,完成
A913343,运维服务,发布
B913343,运维服务,完成
A913366,PPT设计,发布
B913366,PPT设计,完成
A913372,LOGO设计,发布
B913372,LOGO设计,完成
A913373,LOGO设计,发布
B913373,LOGO设计,完成
A913389,小程序开发,发布
B913389,小程序开发,完成
A913393,小程序开发,发布
B913393,小程序开发,完成
A913402,企业官网,发布
B913402,企业官网,完成
A913415,微信开发,发布
B913415,微信开发,完成
A913416,其他软件开发,发布
B913416,其他软件开发,完成
A913433,书籍装帧,发布
B913433,书籍装帧,完成
A913445,品牌策划,发布
B913445,品牌策划,完成
A913446,品牌策划,发布
B913446,品牌策划,完成
A913447,品牌策划,发布
B913447,品牌策划,完成
A913449,品牌策划,发布
B913449,品牌策划,完成
A913450,品牌策划,发布
B913450,品牌策划,完成
A913455,品牌策划,发布
B913455,品牌策划,完成
A913456,品牌策划,发布
B913456,品牌策划,完成
A913459,APP开发,发布
B913459,APP开发,完成
A913460,APP开发,发布
B913460,APP开发,完成
A913461,APP开发,发布
B913461,APP开发,完成
A913470,APP开发,发布
B913470,APP开发,完成
A913474,企业官网,发布
B913474,企业官网,完成
A913476,APP开发,发布
B913476,APP开发,完成
A913496,海报设计,发布
B913496,海报设计,完成
A913515,VI设计,发布
B913515,VI设计,完成
A913526,微信开发,发布
B913526,微信开发,完成
A913545,LOGO设计,发布
B913545,LOGO设计,完成
A913571,新媒体营销,发布
B913571,新媒体营销,完成
A913604,PPT设计,发布
B913604,PPT设计,完成
A913621,品牌策划,发布
B913621,品牌策划,完成
A913622,品牌策划,发布
B913622,品牌策划,完成
A913623,品牌策划,发布
B913623,品牌策划,完成
A913624,品牌策划,发布
B913624,品牌策划,完成
A913625,品牌策划,发布
B913625,品牌策划,完成
A913628,品牌策划,发布
B913628,品牌策划,完成
A913632,品牌策划,发布
B913632,品牌策划,完成
A913633,品牌策划,发布
B913633,品牌策划,完成
A913661,LOGO设计,发布
B913661,LOGO设计,完成
A913665,主图设计,发布
B913665,主图设计,完成
