Source,Target,Transaction_Price,Publication_Time,Type
o617cf3eda8807,数据采集,1500.0,2021-11-03,发布
水手20,数据采集,200.0,2021-10-26,发布
优觅K1mu5,数据处理,400.0,2021-12-01,发布
o60959bf885035,数据采集,1500.0,2021-08-23,发布
o58a84c4386f4e,数据采集,5000.0,2021-04-03,发布
o60389e9e4659e,数据采集,1000.0,2021-03-01,发布
zhuisulogo,网站UI设计,500.0,2021-04-07,发布
cyk12345,小程序开发,100.0,2021-03-14,发布
o5fba71af10ebf,小程序开发,39000.0,2021-12-30,发布
o5fba71af10ebf,其他软件开发,10000.0,2021-12-29,发布
uuufz,脚本开发,600.0,2021-12-28,发布
a8182****a,APP开发,6500.0,2021-12-28,发布
专客n1ipZ,电商网站,8500.0,2021-12-28,发布
V动力uqJdG,网站二次开发,800.0,2021-12-27,发布
o5b5549e3d2465,小程序开发,600.0,2021-12-26,发布
jianlang2002,小程序开发,5000.0,2021-12-25,发布
o5f3e90ba6d954,小程序开发,1000.0,2021-12-23,发布
凯郎V5DGW,企业官网,2500.0,2021-12-21,发布
o58ef299b755d2,定制开发,6000.0,2021-12-21,发布
k7806****10,手游开发,16800.0,2021-12-21,发布
k4773****13,企业官网,600.0,2021-12-20,发布
蔚蓝传媒,网站二次开发,500.0,2021-12-20,发布
正林,其他软件开发,1500.0,2021-12-20,发布
llx76878,APP开发,10000.0,2021-12-18,发布
威鹤YK7oq,APP开发,5000.0,2021-12-17,发布
k3510****25,小程序开发,2500.0,2021-12-17,发布
zhangjinok,其他软件开发,3000.0,2021-12-11,发布
o5d4d4368abbb2,API接口,1800.0,2021-12-10,发布
o60a71da8e477b,APP开发,29500.0,2021-12-09,发布
o604dd50e8fd4a,APP开发,5000.0,2021-12-09,发布
拉风车友,网站UI设计,5000.0,2021-12-09,发布
winsoft,H5开发,600.0,2021-12-07,发布
k3027****01,小程序开发,200.0,2021-12-06,发布
威多宝F9NXo,网站二次开发,300.0,2021-12-06,发布
威我tbKBq,小程序开发,3800.0,2021-12-04,发布
优社VNMoH,小程序开发,1000.0,2021-12-05,发布
k9822****91,小程序开发,4700.0,2021-12-03,发布
名字随便吧,网站二次开发,1000.0,2021-12-02,发布
o5fba71af10ebf,APP开发,50000.0,2021-12-02,发布
vitorru,小程序开发,4500.0,2021-12-01,发布
k5427****26,小程序开发,5000.0,2021-11-30,发布
一品威客777,小程序开发,13000.0,2021-11-30,发布
k7487****95,商城建设,2300.0,2021-11-29,发布
yueyue888,外贸网站,12000.0,2021-11-29,发布
威客特mAOU1,小程序开发,200.0,2021-11-28,发布
cools,小程序开发,15000.0,2021-11-25,发布
chaowei_xj,前端开发,1000.0,2021-11-24,发布
mf186****6128,APP界面设计,6000.0,2021-11-24,发布
k6071****26,小程序开发,7000.0,2021-11-23,发布
o607151eb9be70,API接口,6000.0,2021-11-23,发布
唤醒bK7bd,小程序开发,4000.0,2021-11-22,发布
winsoft,企业官网,4000.0,2021-11-20,发布
o6177b780eccff,模板建站,500.0,2021-11-19,发布
k6689****35,小程序开发,12500.0,2021-11-19,发布
龙致恩SIcHL,APP开发,6000.0,2021-11-18,发布
bettersoftware,软件UI设计,15000.0,2021-11-18,发布
o5fa0e663319ad,其他软件开发,30000.0,2021-11-18,发布
o5fa0e663319ad,其他软件开发,39000.0,2021-11-18,发布
聚优BZa2U,其他软件开发,9600.0,2021-11-17,发布
o5fc510c2401d5,API接口,2000.0,2021-11-17,发布
o5fa0e663319ad,其他软件开发,49000.0,2021-11-16,发布
威辅wbTY9,手机网站,200.0,2021-11-11,发布
k6801****93,小程序开发,13500.0,2021-11-15,发布
o5fc510c2401d5,网站二次开发,6500.0,2021-11-15,发布
k4330****78,APP开发,10800.0,2021-11-15,发布
mf150****8167,小程序开发,2500.0,2021-11-09,发布
o5fba71af10ebf,小程序开发,45000.0,2021-11-09,发布
夸米科技,企业官网,1400.0,2021-11-06,发布
a1988****,其他软件开发,16000.0,2021-11-06,发布
mf139****6993,小程序开发,5000.0,2021-11-04,发布
yueyue888,APP开发,2000.0,2021-11-03,发布
杭州畅悦音乐,门户网站,10000.0,2021-11-01,发布
o5fa0e663319ad,APP开发,40000.0,2021-10-29,发布
vitorru,小程序开发,4700.0,2021-10-28,发布
o5cc8050acf4c6,网站二次开发,5000.0,2021-10-27,发布
Mr180****5070,APP开发,100.0,2021-10-26,发布
尊服L3vci,电商网站,4200.0,2021-10-22,发布
o5fb48a71d25f9,APP开发,5000.0,2021-10-21,发布
o60a06b581b3635,APP开发,10000.0,2021-10-20,发布
k6801****93,小程序开发,5000.0,2021-10-20,发布
o6107****233b2,小程序开发,2600.0,2021-10-13,发布
o6107****233b2,小程序开发,4000.0,2021-10-13,发布
winsoft,小程序开发,800.0,2021-10-12,发布
vitorru,电商,17500.0,2021-10-12,发布
vitorru,电商,13000.0,2021-10-12,发布
V动力uqJdG,网站二次开发,500.0,2021-10-12,发布
威良匠品cRncw,小程序开发,20000.0,2021-10-12,发布
S小包,小程序开发,350.0,2021-10-11,发布
o5b16****3e800,小程序开发,10000.0,2021-10-09,发布
k6401****91,小程序开发,6000.0,2021-10-09,发布
无名大卒,APP开发,200.0,2021-10-08,发布
k5753****16,小程序开发,9550.0,2021-10-08,发布
o6107****233b2,企业官网,800.0,2021-10-06,发布
优源汇客kqtRc,企业官网,3000.0,2021-10-05,发布
听雨雨,微信开发,1000.0,2021-10-02,发布
尚品6789,APP开发,1500.0,2021-10-01,发布
o5832****9aefc,采集工具,8000.0,2021-09-27,发布
尚品6789,APP开发,2500.0,2021-09-26,发布
门前晃,微信开发,4000.0,2021-09-26,发布
k6401****91,APP开发,2000.0,2021-09-26,发布
jinocharles2,企业官网,3000.0,2021-09-25,发布
cnyangpeng,小程序开发,100.0,2021-09-25,发布
