Source,Target,Transaction_Price,Publication_Time,Type
大狸猫,数据采集,200.0,2018-05-16,发布
o5ae67cbea6849,数据采集,100.0,2018-05-09,发布
topbird,商标注册,200.0,2018-10-27,发布
o5a9f748a1595e,公司注册,150.0,2018-03-07,发布
Mr186****8812,外观设计专利,500.0,2018-02-26,发布
o5a753899a5c07,版权转让,36000.0,2018-02-03,发布
cuidonglai,其他软件开发,500.0,2018-12-01,发布
博能燃气sinopower,企业官网,2500.0,2018-11-27,发布
wawa2018,网站UI设计,500.0,2018-11-13,发布
o5b90dcdc3b2f3,软件UI设计,300.0,2018-09-28,发布
fskenny,网站UI设计,300.0,2018-09-24,发布
o59ba3c8cb1a3a,网站UI设计,1500.0,2018-05-01,发布
yundengshare,软件UI设计,300.0,2018-04-27,发布
o59ba3c8cb1a3a,产品原型设计,360.0,2018-03-26,发布
chendoyou,软件UI设计,600.0,2018-03-03,发布
o59ba3c8cb1a3a,网站UI设计,1440.0,2018-02-28,发布
o5987cc6edc55b,其他软件开发,300.0,2018-12-31,发布
fwkismet,企业官网,3000.0,2018-12-29,发布
o5c271cd14d1f3,小程序开发,10000.0,2018-12-29,发布
o5b601a7f80bf0,小程序开发,1000.0,2018-12-29,发布
mf180****9376,小程序开发,10000.0,2018-12-27,发布
o5b6d08ea56c72,小程序开发,1000.0,2018-12-27,发布
o5b601a7f80bf0,企业官网,700.0,2018-12-27,发布
o5c242638bfd5f,H5开发,10000.0,2018-12-27,发布
o5b1ab49ab921e,其他软件开发,5000.0,2018-12-26,发布
nillyang,手游开发,5000.0,2018-12-25,发布
xxx3123,APP开发,10000.0,2018-12-24,发布
无印码农,其他软件开发,1000.0,2018-12-24,发布
o5afbb70c7c629,小程序开发,10000.0,2018-12-24,发布
小雨清晨伊人,APP开发,7000.0,2018-12-22,发布
o5bb083385ab1a,小程序开发,3000.0,2018-12-22,发布
ChrisY,小程序开发,2600.0,2018-12-21,发布
o57426fc841009,小程序开发,20000.0,2018-12-21,发布
yanglicheng8,APP开发,10000.0,2018-12-19,发布
群崽崽,小程序开发,9000.0,2018-12-19,发布
vitorru,小程序开发,15000.0,2018-12-18,发布
o5c175ead37e72,其他网站,10000.0,2018-12-17,发布
群崽崽,APP开发,30000.0,2018-12-17,发布
小雨清晨伊人,APP开发,8000.0,2018-12-17,发布
o5c074afc960b4,小程序开发,3000.0,2018-12-16,发布
o5bf6375bcddc7,小程序开发,500.0,2018-12-15,发布
o5b6aa2f549267,网站UI设计,500.0,2018-12-14,发布
k6843****79,小程序开发,5700.0,2018-12-14,发布
天猫运营,其他软件开发,200.0,2018-12-13,发布
qq176****2983,APP开发,50664.0,2018-12-13,发布
o59a4e20450c40,网站UI设计,3200.0,2018-12-13,发布
o5c1085d4d7079,企业官网,10000.0,2018-12-12,发布
o5c10ad2e2dec9,企业官网,3000.0,2018-12-12,发布
o5c0f****77639,APP界面设计,380.0,2018-12-11,发布
小雨清晨伊人,APP开发,7000.0,2018-12-11,发布
o5783****ec0e3,企业官网,3000.0,2018-12-10,发布
Liam369,小程序开发,3000.0,2018-12-10,发布
hongyunwangluo,APP开发,50000.0,2018-12-10,发布
o5a460a1133d4b,小程序开发,29400.0,2018-12-10,发布
o5b848da1afe4c,小程序开发,3500.0,2018-12-07,发布
o5c0974a68a11c,小程序开发,7000.0,2018-12-07,发布
o5c074afc960b4,APP开发,5000.0,2018-12-05,发布
o568a13a15434f,小程序开发,4500.0,2018-12-05,发布
o5c080182f232f,APP界面设计,1000.0,2018-12-06,发布
yiu0316,APP开发,15000.0,2018-12-06,发布
o5c064bb68118e,小程序开发,7300.0,2018-12-04,发布
o5b6d08ea56c72,网站二次开发,300.0,2018-12-04,发布
Aillen123,小程序开发,1000.0,2018-12-04,发布
o5c05fdd0bcf2f,APP开发,16800.0,2018-12-04,发布
GG180****0426,小程序开发,1000.0,2018-12-04,发布
a8637****5,采集工具,3000.0,2018-12-03,发布
小雨清晨伊人,APP开发,14000.0,2018-12-01,发布
嘉立煊科技有限公司,后端开发,22000.0,2018-12-01,发布
o5c0208b77e40b,企业官网,1000.0,2018-12-01,发布
anjing01,APP开发,50000.0,2018-11-30,发布
风花雪月1980,脚本开发,800.0,2018-11-29,发布
gasgbd,OA系统,1000.0,2018-11-28,发布
方生,小程序开发,1000.0,2018-11-28,发布
vitorru,电商网站,17600.0,2018-11-28,发布
o5bfb4ca680900,小程序开发,5000.0,2018-11-26,发布
逸沣安全,小程序开发,2000.0,2018-11-26,发布
龙猫111,微信开发,15000.0,2018-11-22,发布
cubect,小程序开发,800.0,2018-11-20,发布
o5bf3ce49367bc,APP界面设计,800.0,2018-11-20,发布
o5bef6ec312f9a,网站二次开发,1000.0,2018-11-20,发布
o59b0bfd7d5073,企业官网,10000.0,2018-11-20,发布
o5befdc4815f3b,企业官网,2000.0,2018-11-18,发布
sesjik,APP开发,5000.0,2018-11-16,发布
k2284****81,企业官网,5000.0,2018-11-16,发布
o5ba5923a5c1d2,其他网站,5500.0,2018-11-16,发布
o56d6bc258c4ae,小程序开发,200.0,2018-11-16,发布
k1805****66,小程序开发,1500.0,2018-11-15,发布
o5bebdc5fe9403,小程序开发,4500.0,2018-11-15,发布
o5be8d558b3586,APP开发,3980.0,2018-11-14,发布
ZYFWK,小程序开发,11000.0,2018-11-14,发布
o5be1****22612,企业官网,500.0,2018-11-13,发布
anjing01,APP开发,50000.0,2018-11-13,发布
小雨清晨伊人,APP开发,14000.0,2018-11-12,发布
o5be5bfd922432,企业官网,10000.0,2018-11-11,发布
o5bd8053cd9635,小程序开发,15000.0,2018-11-09,发布
o5be5526eda1ef,APP开发,10000.0,2018-11-09,发布
o5be54b0a93ea5,企业官网,2000.0,2018-11-09,发布
青锋幻灵,小程序开发,1000.0,2018-11-08,发布
guocai108,采集工具,800.0,2018-11-08,发布
xiejin,小程序开发,5000.0,2018-11-07,发布
虚灬枫,微信开发,15000.0,2018-11-07,发布
o5b9658ecc2179,小程序开发,25000.0,2018-11-07,发布
vitorru,其他管理软件,50000.0,2018-11-07,发布
o5be1****22612,企业官网,3000.0,2018-11-06,发布
o59d1abd73ab8f,小程序开发,4500.0,2018-11-06,发布
PeterYao,小程序开发,11000.0,2018-11-06,发布
雨心工作室,APP开发,2400.0,2018-11-05,发布
o5b838b6415cf5,其他软件开发,11000.0,2018-11-05,发布
o5bdfcfd795f74,小程序开发,1000.0,2018-11-05,发布
o5bb0412b34023,其他行业,1000.0,2018-11-05,发布
霸王枪,小程序开发,2500.0,2018-11-03,发布
o5bdf2686a81b4,网站UI设计,2300.0,2018-11-05,发布
o5bdefd676d056,企业官网,1000.0,2018-11-05,发布
xiaokuang325,小程序开发,1000.0,2018-11-01,发布
zhang423456,前端开发,3000.0,2018-10-31,发布
afanti890,企业官网,2500.0,2018-10-31,发布
o59d1abd73ab8f,小程序开发,4500.0,2018-10-30,发布
o5546fe852688c,小程序开发,10000.0,2018-10-29,发布
乐天达道,APP开发,60000.0,2018-10-29,发布
tian4****6125,微信开发,4500.0,2018-10-25,发布
o5723****c1c9a,APP界面设计,2100.0,2018-10-25,发布
o5bd067ff8be4a,微信开发,6500.0,2018-10-24,发布
o5bcf39acc4112,采集工具,1000.0,2018-10-24,发布
o5bcc93570e422,小程序开发,1600.0,2018-10-21,发布
比夫嘎嘎828,微信开发,500.0,2018-10-22,发布
k9278****28,APP开发,4000.0,2018-10-19,发布
o5bbc5ba10b5a1,小程序开发,12000.0,2018-10-19,发布
虾丸子,企业官网,10000.0,2018-10-19,发布
k3651****25,企业官网,3500.0,2018-10-18,发布
o59599d3b6996e,企业官网,2600.0,2018-10-18,发布
o5ba0****34818,采集工具,2600.0,2018-10-17,发布
九爷的小爷,企业官网,8000.0,2018-10-17,发布
mf139****8689,APP开发,20000.0,2018-10-17,发布
o5b7cd94eaeaf4,小程序开发,12000.0,2018-10-17,发布
蔡达蔬,APP开发,13474.0,2018-10-16,发布
jason朱先生,小程序开发,20000.0,2018-10-16,发布
jwl1111,网站二次开发,200.0,2018-10-15,发布
k4069****89,ERP系统,1000.0,2018-10-15,发布
o5bc28a60a819d,其他网站,8000.0,2018-10-14,发布
vitorru,小程序开发,3900.0,2018-10-10,发布
k5607****08,小程序开发,3000.0,2018-10-09,发布
o5bbc81fd84022,企业官网,200.0,2018-10-09,发布
寻梦520,小程序开发,3500.0,2018-10-09,发布
创想传媒,小程序开发,5000.0,2018-10-08,发布
o5a9fe0db8707d,APP界面设计,150.0,2018-10-08,发布
眼镜哥哥,其他软件开发,1000.0,2018-10-03,发布
ladybughl,前端开发,1400.0,2018-10-02,发布
p图番茄,软件UI设计,500.0,2018-09-30,发布
vitorru,APP开发,50000.0,2018-09-29,发布
鱼丸子,APP开发,19500.0,2018-09-29,发布
o5baee5d8af6f9,企业官网,900.0,2018-09-29,发布
o583e21ed6ad59,小程序开发,2500.0,2018-09-28,发布
vitorru,APP开发,12000.0,2018-09-27,发布
o5a1fae9935f48,微信开发,1500.0,2018-09-27,发布
k7110****28,其他网站,300.0,2018-09-26,发布
o58bfe1086dc35,微信开发,20000.0,2018-09-26,发布
uuc888,APP开发,1050.0,2018-09-26,发布
刘小莹,企业官网,3500.0,2018-09-26,发布
鱼丸子,生活家政,11000.0,2018-09-26,发布
爱吃肉的女子,网站UI设计,1050.0,2018-09-25,发布
mf185****2687,网站二次开发,100.0,2018-09-25,发布
鱼丸子,APP开发,20000.0,2018-09-25,发布
