Designer_ID,Deviation,Year,Volume,Entropy,Gini
.如是.视觉品牌策划,0.7376004879220264,2022,1.0,8.035132977666057,0.1111923445302837
07品牌策划,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
1号品牌设计,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
3D模型，汽车车载车模制作,0.7376004879220264,2022,1.0,8.035132977666057,0.1111923445302837
404创意设计,0.41177173831778535,2022,1.0,9.955041906599096,0.2794738183755053
47号设计工作室,0.41177173831778535,2022,1.0,9.955041906599096,0.2794738183755053
53cp网络工作室,0.9550379982095069,2022,0.9999999999999998,4.523561956057013,-4.344350866004454e-17
96元创商业文案策划,0.8724985676335117,2022,5.999999999999998,7.519492972497311,0.3377841650048939
@小杰设计,0.7137051928487277,2022,0.9999999999999998,6.962358704982362,0.100923436140689
@烨名珠@,0.6336108122905556,2022,3.0,9.804597533699244,0.2995781061169989
ALD与蓝品牌设计,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
AT设计,0.7376004879220264,2022,1.0,8.035132977666057,0.1111923445302837
AdobePhotoshopCC,0.607282004112498,2022,2.0,8.998431502126028,0.5921127516417739
Angelakid,0.25996830349581945,2022,3.0,10.734027678625692,0.3535604189180679
Aprion,0.6747200428186915,2022,1.0000000000000002,9.489952172673544,0.2281714329522148
B1000054,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
B1000323,0.8762063508124054,2022,1.0,2.0,0.0
B1000351,0.9252787809015542,2022,1.0,4.546593564294938,0.0705128188205128
B1000370,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
B1000422,0.8861051892586164,2022,1.0,5.40544215492614,0.1494882969181289
B1000495,0.7376004879220264,2022,1.0,8.035132977666057,0.1111923445302837
B1000496,0.8984604214569578,2022,1.0,7.30881901109275,0.1141492863784753
B1000560,0.8433210870287215,2022,1.0,5.321928094887363,-2.220445960432475e-17
B1000582,0.924163392437828,2022,1.0,5.789015477886193,0.0332512296650247
B1000656,0.8984604214569578,2022,1.0,7.30881901109275,0.1141492863784753
B1000896,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
B1001033,0.9819338835231124,2022,1.0,3.4594316186372978,0.0
B1001128,0.9335034021166123,2022,0.9999999999999998,4.680813428089395,0.0356125346866097
B1001300,0.8984604214569578,2022,1.0,7.30881901109275,0.1141492863784753
B1001459,0.8876180827866988,2022,1.0,4.169925001442313,0.0
B1001510,0.41177173831778535,2022,1.0,9.955041906599096,0.2794738183755053
B1001543,0.9335034021166123,2022,0.9999999999999998,4.680813428089395,0.0356125346866097
B1001630,0.8762063508124054,2022,1.0,2.0,0.0
B1001644,0.5740717973082855,2022,0.9999999999999998,8.240488968733171,0.231311185605892
B1001772,0.8984604214569578,2022,1.0,7.30881901109275,0.1141492863784753
B1001817,0.9039658118433307,2022,1.0,5.153553804197736,0.1904958593867772
B1001899,0.929045481727748,2022,1.0,6.242532447796022,0.0953651609101129
B1002048,0.924163392437828,2022,1.0,5.789015477886193,0.0332512296650247
B1002052,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1002076,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1002261,0.9552957164377791,2022,1.0,4.0,0.0
B1002280,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1002610,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1002818,0.8351348526548923,2022,1.0000000000000002,8.133097696182162,0.0634551237601635
B1002963,0.9819338835231124,2022,1.0,3.4594316186372978,0.0
B1003040,0.9039658118433307,2022,1.0,5.153553804197736,0.1904958593867772
B1003058,0.41177173831778535,2022,1.0,9.955041906599096,0.2794738183755053
B1003236,0.8984604214569578,2022,1.0,7.30881901109275,0.1141492863784753
B1003262,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
B1003326,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
B1003390,0.9586479551498174,2022,1.0,5.882474388301253,0.1426809119210532
B1003457,0.6732092332728793,2022,1.0,9.247256167465489,0.2150261841206881
B1003570,0.9039658118433307,2022,1.0,5.153553804197736,0.1904958593867772
B1003592,0.8855370951042074,2022,1.0000000000000002,5.19279865090678,0.0699614864300386
B1003593,0.6732092332728793,2022,1.0,9.247256167465489,0.2150261841206881
B1003636,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
B1003708,0.9334043835412791,2022,1.0,5.780948134107604,0.0481234839878936
B1003760,0.8876180827866988,2022,1.0,4.169925001442313,0.0
B1003843,0.9466922159544159,2022,0.9999999999999998,3.807354922057606,1.5860328701171916e-17
B1003869,0.8984604214569578,2022,1.0,7.30881901109275,0.1141492863784753
B1003956,0.9731062732372823,2022,1.0,2.0,0.0
B1003986,0.9462660635005364,2022,1.0,2.584962500721156,0.0
B1004011,0.41177173831778535,2022,1.0,9.955041906599096,0.2794738183755053
B1004018,0.5740717973082855,2022,0.9999999999999998,8.240488968733171,0.231311185605892
B1004050,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1004111,0.7886272681677262,2022,1.0,7.02226722457273,0.1803634898407703
B1004118,0.9370177938373464,2022,0.9999999999999998,3.807354922057606,1.5860328701171916e-17
B1004184,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1004189,0.8541504858136123,2022,1.0,3.939470994001288,0.1680672240336135
B1004246,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1004254,0.8861051892586164,2022,1.0,5.40544215492614,0.1494882969181289
B1004322,0.889736242915443,2022,0.9999999999999998,6.0795389495317895,0.0142796239224212
B1004334,0.946399406290544,2022,0.9999999999999996,5.685869481998506,0.0665639408690294
B1004422,0.9701345055243479,2022,0.9999999999999998,4.523561956057013,-4.344350866004454e-17
B1004488,0.946399406290544,2022,0.9999999999999996,5.685869481998506,0.0665639408690294
B1004546,0.946399406290544,2022,0.9999999999999996,5.685869481998506,0.0665639408690294
B1004655,0.6732092332728793,2022,1.0,9.247256167465489,0.2150261841206881
B1004662,0.5740717973082855,2022,0.9999999999999998,8.240488968733171,0.231311185605892
B1004665,0.8541504858136123,2022,1.0,3.939470994001288,0.1680672240336135
B1004755,0.7675410353264639,2022,0.9999999999999998,2.807354922057604,1.5860328812194222e-17
B1004756,0.7675410353264639,2022,0.9999999999999998,2.807354922057604,1.5860328812194222e-17
B1004955,0.8876180827866988,2022,1.0,4.169925001442313,0.0
B1004959,0.7144179702514406,2022,1.0,4.788754913993503,0.2244318110000002
B1005105,0.8351348526548923,2022,1.0000000000000002,8.133097696182162,0.0634551237601635
B1005120,0.889736242915443,2022,0.9999999999999998,6.0795389495317895,0.0142796239224212
B1005166,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
B1005451,0.8351348526548923,2022,1.0000000000000002,8.133097696182162,0.0634551237601635
B1005520,0.6732092332728793,2022,1.0,9.247256167465489,0.2150261841206881
B1005627,0.41177173831778535,2022,1.0,9.955041906599096,0.2794738183755053
B1005651,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1005660,0.924163392437828,2022,1.0,5.789015477886193,0.0332512296650247
B1005692,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1005885,0.9252787809015542,2022,1.0,4.546593564294938,0.0705128188205128
B1005897,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1005949,0.9215369721382622,2022,1.0,5.513089031667142,0.103896098805195
B1005957,0.8351348526548923,2022,1.0000000000000002,8.133097696182162,0.0634551237601635
B1005962,0.9943962934352788,2022,1.0,3.4594316186372978,0.0
B1006037,0.9538746496573856,2022,1.0,3.277613436819116,0.081818181
B1006042,0.8861051892586164,2022,1.0,5.40544215492614,0.1494882969181289
B1006094,0.8762063508124054,2022,1.0,2.0,0.0
B1006184,0.5740717973082855,2022,0.9999999999999998,8.240488968733171,0.231311185605892
B1006300,0.8876180827866988,2022,1.0,4.169925001442313,0.0
B1006324,0.5740717973082855,2022,0.9999999999999998,8.240488968733171,0.231311185605892
B1006328,0.5740717973082855,2022,0.9999999999999998,8.240488968733171,0.231311185605892
B1006333,0.5740717973082855,2022,0.9999999999999998,8.240488968733171,0.231311185605892
B1006446,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1006520,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1006731,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1006736,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1006926,0.8541504858136123,2022,1.0,3.939470994001288,0.1680672240336135
B1006927,0.8780813610145706,2022,1.0,6.484557930827823,0.0583407222280395
B1007011,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
B1007198,0.5740717973082855,2022,0.9999999999999998,8.240488968733171,0.231311185605892
B1007235,0.8780813610145706,2022,1.0,6.484557930827823,0.0583407222280395
B1007241,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1007262,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1007361,0.8984604214569578,2022,1.0,7.30881901109275,0.1141492863784753
B1007488,0.8780813610145706,2022,1.0,6.484557930827823,0.0583407222280395
B1007509,0.8861051892586164,2022,1.0,5.40544215492614,0.1494882969181289
B1007616,0.8789637457733642,2022,0.9999999999999998,4.754887502163469,-8.223874034438042e-18
B1007743,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1007747,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1007852,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
B1007892,0.8827606591179171,2022,0.9999999999999998,4.789015477886192,0.0332512305960591
B1007979,0.8861051892586164,2022,1.0,5.40544215492614,0.1494882969181289
B1008118,0.929045481727748,2022,1.0,6.242532447796022,0.0953651609101129
B1008205,0.8984604214569578,2022,1.0,7.30881901109275,0.1141492863784753
B1008235,0.929045481727748,2022,1.0,6.242532447796022,0.0953651609101129
B1008358,0.8984604214569578,2022,1.0,7.30881901109275,0.1141492863784753
B1008448,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
B1008573,0.8876180827866988,2022,1.0,4.169925001442313,0.0
B1008653,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1008744,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1008769,0.9586479551498174,2022,1.0,5.882474388301253,0.1426809119210532
B1008801,0.8564317842328001,2022,1.0,6.835064119163984,0.1657988142281556
B1008861,0.9701345055243479,2022,0.9999999999999998,4.523561956057013,-4.344350866004454e-17
B1008941,0.41177173831778535,2022,1.0,9.955041906599096,0.2794738183755053
B1008981,0.9466922159544159,2022,0.9999999999999998,3.807354922057606,1.5860328701171916e-17
B1008990,0.9466922159544159,2022,0.9999999999999998,3.807354922057606,1.5860328701171916e-17
B1009074,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1009087,0.41177173831778535,2022,1.0,9.955041906599096,0.2794738183755053
B1009100,0.9819338835231124,2022,1.0,3.4594316186372978,0.0
B1009156,0.6732092332728793,2022,1.0,9.247256167465489,0.2150261841206881
B1009160,0.9335034021166123,2022,0.9999999999999998,4.680813428089395,0.0356125346866097
B1009214,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1009220,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1009303,0.889736242915443,2022,0.9999999999999998,6.0795389495317895,0.0142796239224212
B1009325,0.9100329969284334,2022,0.9999999999999998,4.857980995127572,7.656710292611652e-18
B1009356,0.9819338835231124,2022,1.0,3.4594316186372978,0.0
B1009373,0.8564317842328001,2022,1.0,6.835064119163984,0.1657988142281556
B1009397,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
B1009412,0.8762063508124054,2022,1.0,2.0,0.0
B1009428,0.7727740704233548,2022,1.0000000000000002,7.912405052603202,0.1433286319132976
B1009451,0.9847155501963056,2022,1.0,4.169925001442313,0.0
B1009487,0.8789637457733642,2022,0.9999999999999998,4.754887502163469,-8.223874034438042e-18
B1009720,0.6732092332728793,2022,1.0,9.247256167465489,0.2150261841206881
B1009763,0.946399406290544,2022,0.9999999999999996,5.685869481998506,0.0665639408690294
B1009816,0.41177173831778535,2022,1.0,9.955041906599096,0.2794738183755053
B1009907,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1010159,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1010205,0.9091008752213938,2022,0.9999999999999996,6.628783493486179,0.0759361919011797
B1010334,0.924163392437828,2022,1.0,5.789015477886193,0.0332512296650247
B1010335,0.924163392437828,2022,1.0,5.789015477886193,0.0332512296650247
B1010346,0.41177173831778535,2022,1.0,9.955041906599096,0.2794738183755053
B1010397,0.9215369721382622,2022,1.0,5.513089031667142,0.103896098805195
B1010502,0.946399406290544,2022,0.9999999999999996,5.685869481998506,0.0665639408690294
B1010689,0.8762063508124054,2022,1.0,2.0,0.0
B1010745,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1010787,0.5740717973082855,2022,0.9999999999999998,8.240488968733171,0.231311185605892
B1010858,0.9335034021166123,2022,0.9999999999999998,4.680813428089395,0.0356125346866097
B1011035,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1011038,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1011194,0.8984604214569578,2022,1.0,7.30881901109275,0.1141492863784753
B1011200,0.924163392437828,2022,1.0,5.789015477886193,0.0332512296650247
B1011212,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1011470,0.889736242915443,2022,0.9999999999999998,6.0795389495317895,0.0142796239224212
B1011506,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1011579,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1011669,0.8780813610145706,2022,1.0,6.484557930827823,0.0583407222280395
B1011701,0.946399406290544,2022,0.9999999999999996,5.685869481998506,0.0665639408690294
B1012248,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1012251,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1012259,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1012310,0.7727740704233548,2022,1.0000000000000002,7.912405052603202,0.1433286319132976
B1012335,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1012408,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1012434,0.946399406290544,2022,0.9999999999999996,5.685869481998506,0.0665639408690294
B1012435,0.946399406290544,2022,0.9999999999999996,5.685869481998506,0.0665639408690294
B1012536,0.8984604214569578,2022,1.0,7.30881901109275,0.1141492863784753
B1012554,0.924163392437828,2022,1.0,5.789015477886193,0.0332512296650247
B1012588,0.8351348526548923,2022,1.0000000000000002,8.133097696182162,0.0634551237601635
B1012739,0.946399406290544,2022,0.9999999999999996,5.685869481998506,0.0665639408690294
B1012753,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1012827,0.9466922159544159,2022,0.9999999999999998,3.807354922057606,1.5860328701171916e-17
B1012883,0.41177173831778535,2022,1.0,9.955041906599096,0.2794738183755053
B1013011,0.6732092332728793,2022,1.0,9.247256167465489,0.2150261841206881
B1013050,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1013095,0.259968303495796,2022,1.0,10.734027678625692,0.3535596090317843
B1013124,0.5979956263292592,2022,1.0,9.630378515819462,0.2729053880335472
B1013148,0.8984604214569578,2022,1.0,7.30881901109275,0.1141492863784753
B1013189,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
B1013207,0.8762063508124054,2022,1.0,2.0,0.0
B1013467,0.9062767729351333,2022,1.0,7.296576394861988,0.0295290641804732
