Source,Target,Transaction_Price,Publication_Time,Type
o5d8d9b10109d5,数据采集,3000.0,2019-12-19,发布
lzj650601,数据采集,3000.0,2019-11-15,发布
o5d91b43ce6f25,数据采集,1000.0,2019-09-30,发布
同八字网,数据采集,700.0,2019-07-09,发布
o5d0a239e705c4,数据采集,240.0,2019-06-20,发布
o57f8****27430,数据采集,1000.0,2019-06-06,发布
limiday,其他人工智能,200.0,2019-05-09,发布
o5dc96c831739f,其他人工智能,5000.0,2019-11-11,发布
o5c66c064b8b8b,数据采集,500.0,2019-08-25,发布
同八字网,数据采集,500.0,2019-08-06,发布
o5c6b723ddddc3,数据采集,200.0,2019-07-24,发布
o5d231b3e5ed81,数据采集,300.0,2019-07-12,发布
o59636f292b161,数据采集,100.0,2019-07-11,发布
o5b989407eb59b,数据采集,9600.0,2019-06-12,发布
o5ce1****6379c,数据采集,1000.0,2019-05-19,发布
o5c1339db5d20c,数据采集,3000.0,2019-04-09,发布
o5c9cac5b4858b,数据采集,3000.0,2019-03-31,发布
o5ae5b3d996f0b,数据采集,500.0,2019-03-27,发布
o5c96f1b5e7391,数据采集,1500.0,2019-03-24,发布
顾文林,公司注册,300.0,2019-06-12,发布
htkm,商标注册,200.0,2019-01-14,发布
o5d156a8f9cbd5,商标注册,100.0,2019-06-28,发布
long2357,APP界面设计,300.0,2019-12-27,发布
long2357,软件UI设计,300.0,2019-12-12,发布
玉米0301,小程序开发,100.0,2019-11-05,发布
o59ba3c8cb1a3a,网站UI设计,6000.0,2019-09-01,发布
ARCH1004,软件UI设计,500.0,2019-07-18,发布
适度夸张,APP开发,500.0,2019-07-17,发布
taoxiaoke01,其他网站,500.0,2019-06-27,发布
o5d105f06c4a60,产品原型设计,2000.0,2019-06-25,发布
o5ce750c4cb952,网站UI设计,2000.0,2019-05-24,发布
o59ba3c8cb1a3a,网站UI设计,1500.0,2019-04-18,发布
天立科技,网站UI设计,1200.0,2019-04-08,发布
西伯利亚的星空,微信开发,500.0,2019-03-29,发布
o5c7e35d025efe,网站UI设计,1200.0,2019-03-08,发布
Bigbear0079,网站UI设计,500.0,2019-03-07,发布
RealDeal,APP界面设计,300.0,2019-02-18,发布
haimw888,产品原型设计,3000.0,2019-01-02,发布
o5e09a9ea91256,小程序开发,4500.0,2019-12-30,发布
heheaid,后端开发,200.0,2019-12-28,发布
o5e06f92e87d2e,脚本开发,800.0,2019-12-28,发布
k9008****90,企业官网,5000.0,2019-12-26,发布
jobthon,企业官网,6000.0,2019-12-26,发布
o5a3c001edec94,其他软件开发,8000.0,2019-12-25,发布
o5e0320d292f4b,小程序开发,8000.0,2019-12-25,发布
o5da67b5174cc8,软件UI设计,1000.0,2019-12-25,发布
心有余而力不足,小程序开发,666.0,2019-12-25,发布
aszyadmin,小程序开发,5000.0,2019-12-24,发布
k6108****22,APP开发,13000.0,2019-12-24,发布
k2437****55,小程序开发,300.0,2019-12-24,发布
冯4119,小程序开发,3000.0,2019-12-23,发布
o5def23b644007,APP开发,40000.0,2019-12-19,发布
o5d82fed80e6f3,其他行业,800.0,2019-12-18,发布
k8022****80,APP开发,20000.0,2019-12-17,发布
o5c63e4db66b71,APP开发,3000.0,2019-12-17,发布
xunzhaohezuo,其他软件开发,10000.0,2019-12-16,发布
天很高地很阔,小程序开发,10000.0,2019-12-16,发布
o5c27ad3e12b7f,企业官网,3000.0,2019-12-15,发布
vitorru,APP开发,49000.0,2019-12-16,发布
mf183****1307,其他软件开发,2500.0,2019-12-13,发布
mf5413e4d35c9bd,H5开发,600.0,2019-12-13,发布
o5b8ca3997ab2d,企业官网,18000.0,2019-12-12,发布
