Designer_ID,Year,Niche_Width,Resource_Volume,Total_Overlap,Mean_Overlap,Competitor_Count,Value_Potential,Total_Revenue,Log_Value,Cluster_ID
B1003956,2022,1.3862943611198906,1.0,3.0,0.00161377084454,3,19998.999980001,19999.0,9.90348755153618,2
B1003986,2022,1.7917594692280547,1.0,1.0,0.0005379236148466,1,18499.9999815,18500.0,9.825580062659656,2
B1004011,2022,6.9003092299152655,1.0,231.3143746058508,0.124429464553981,475,5949.999994049999,5950.0,8.69131455064502,1
B1004018,2022,5.711871695112729,0.9999999999999998,169.62472286421013,0.0912451440904842,432,8167.999991831999,8168.0,9.008101780341992,1
B1004050,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,29999.99997,30000.0,10.308985992422116,1
B1004111,2022,4.8674647278511,1.0,21.6151525739894,0.0116273010080631,32,6399.9999936,6400.0,8.76420950614216,2
B1004118,2022,2.63905732961526,0.9999999999999998,6.286982097006403,0.0033819161360981,7,8999.999990999999,9000.0,9.105090960257195,2
B1004184,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,9999.999989999998,10000.0,9.210440365976616,1
B1004189,2022,2.730633212389677,1.0,8.71655332602486,0.0046888398741392,11,32449.99996755,32450.0,10.38748653729843,2
B1004246,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,14999.999985,15000.0,9.615872143528955,2
B1004254,2022,3.746766989366929,1.0000000000000004,24.9160694498713,0.0134029421462459,28,399.9999996,400.0,5.993961426309063,4
B1004322,2022,4.214015281972332,0.9999999999999998,11.497427060805364,0.0061847375259845,13,49.99999995,50.0,3.9318256317439335,4
B1004334,2022,3.941144400479101,0.9999999999999996,20.965928852016653,0.0112780682366953,23,29999.99997,30000.0,10.308985992422116,2
B1004422,2022,3.1354942159291497,0.9999999999999998,6.294256396363484,0.0033858291535037,7,2499.9999975,2500.0,7.824445929878019,2
B1004488,2022,3.941144400479101,0.9999999999999996,20.965928852016653,0.0112780682366953,23,9961.999990038,9962.0,9.206633509044956,2
B1004546,2022,3.941144400479101,0.9999999999999996,20.965928852016653,0.0112780682366953,23,149.99999985,150.0,5.0172798358215465,4
B1004655,2022,6.409709540394267,1.0,182.17209137007492,0.0979946699139725,310,16199.9999838,16200.0,9.69282824671048,1
B1004662,2022,5.711871695112729,0.9999999999999998,169.62472286421013,0.0912451440904842,432,10579.99998942,10580.0,9.266815217904256,1
B1004665,2022,2.730633212389677,1.0,8.71655332602486,0.0046888398741392,11,15119.999984879998,15120.0,9.623839784112736,2
B1004755,2022,1.945910149055313,0.9999999999999998,92.20463879848508,0.0495990526081146,427,1499.9999985,1500.0,7.313886830634128,2
B1004756,2022,1.945910149055313,0.9999999999999998,92.20463879848508,0.0495990526081146,427,1499.9999985,1500.0,7.313886830634128,2
B1004955,2022,2.890371757896165,1.0,18.074410599894414,0.0097226522861185,20,6399.9999936,6400.0,8.76420950614216,2
B1004959,2022,3.31931196702718,0.9999999999999998,97.878067250473,0.052650923749582,279,37899.9999621,37900.0,10.542732774946735,2
B1005105,2022,5.637433737327252,1.0,68.94005882171882,0.0370844856491225,82,19999.99998,20000.0,9.90353755028622,1
B1005120,2022,4.214015281972332,0.9999999999999998,11.497427060805364,0.0061847375259845,13,199.9999998,200.0,5.303304907064051,4
B1005166,2022,7.440261021491813,1.0,352.91264040817,0.1898400432534534,614,3799.9999962,3800.0,8.243019467989512,3
B1005451,2022,5.637433737327252,1.0,68.94005882171882,0.0370844856491225,82,1499.9999985,1500.0,7.313886830634128,4
B1005520,2022,6.409709540394267,1.0,182.17209137007492,0.0979946699139725,310,1799.9999982,1800.0,7.496097344176511,3
B1005627,2022,6.9003092299152655,1.0,231.3143746058508,0.124429464553981,475,1799.9999982,1800.0,7.496097344176511,3
B1005651,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,1999.999998,2000.0,7.601402333584233,3
B1005660,2022,4.012639756714699,1.0000000000000002,22.79485585439355,0.0122618912611046,25,2499.9999975,2500.0,7.824445929878019,2
B1005692,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,9999.999989999998,10000.0,9.210440365976616,1
B1005885,2022,3.151458510243029,0.9999999999999998,5.18984513957348,0.0027917402579739,8,20159.99997984,20160.0,9.91150532312976,2
B1005897,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,49.99999995,50.0,3.9318256317439335,3
B1005949,2022,3.821382118476038,1.0,16.12933031833234,0.0086763476698936,19,14549.999985449998,14550.0,9.585414997760347,2
B1005957,2022,5.637433737327252,1.0,68.94005882171882,0.0370844856491225,82,57316.999942683,57317.0,10.95636998849808,1
B1005962,2022,2.3978952727983707,1.0,0.9861929169590145,0.0005304964588267,1,4999.999994999999,5000.0,8.517393170419103,2
B1006037,2022,2.2718685126965625,1.0,11.450970166594365,0.006159747265516,12,499.9999995,500.0,6.216606100086861,4
B1006042,2022,3.746766989366929,1.0000000000000004,24.9160694498713,0.0134029421462459,28,299.9999997,300.0,5.707110263752198,4
B1006094,2022,1.3862943611198906,1.0,20.0,0.0107584722969338,20,14399.9999856,14400.0,9.575052926597452,2
B1006184,2022,5.711871695112729,0.9999999999999998,169.62472286421013,0.0912451440904842,432,7799.9999922,7800.0,8.96200720858844,1
B1006300,2022,2.890371757896165,1.0,18.074410599894414,0.0097226522861185,20,9599.9999904,9600.0,9.169622537697729,2
B1006324,2022,5.711871695112729,0.9999999999999998,169.62472286421013,0.0912451440904842,432,9411.999990588,9412.0,9.149846990547326,1
B1006328,2022,5.711871695112729,0.9999999999999998,169.62472286421013,0.0912451440904842,432,24051.999975948,24052.0,10.088015006879289,1
B1006333,2022,5.711871695112729,0.9999999999999998,169.62472286421013,0.0912451440904842,432,7879.99999212,7880.0,8.972210077353777,1
B1006446,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,1999.999998,2000.0,7.601402333584233,3
B1006520,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,99.9999999,100.0,4.61512051585116,3
B1006731,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,4499.999995499999,4500.0,8.412054872293155,1
B1006736,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,3999.999996,4000.0,8.294299607857484,1
B1006926,2022,2.730633212389677,1.0,8.71655332602486,0.0046888398741392,11,12319.99998768,12320.0,9.41906040162475,2
B1006927,2022,4.4947530469309385,1.0,23.313871473529296,0.012541082019112,30,199.9999998,200.0,5.303304907064051,4
B1007011,2022,7.440261021491813,1.0,352.91264040817,0.1898400432534534,614,1499.9999985,1500.0,7.313886830634128,3
B1007198,2022,5.711871695112729,0.9999999999999998,169.62472286421013,0.0912451440904842,432,9279.99999072,9280.0,9.1357245775955,1
B1007235,2022,4.4947530469309385,1.0,23.313871473529296,0.012541082019112,30,7199.9999928,7200.0,8.881975183249006,2
B1007241,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,9565.999990433998,9566.0,9.166074954678272,1
B1007262,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,4129.99999587,4130.0,8.326274786397006,1
B1007361,2022,5.066087290761867,1.0,27.20271203120107,0.0146329811894572,35,6499.9999935,6500.0,8.779711289204622,2
B1007488,2022,4.4947530469309385,1.0,23.313871473529296,0.012541082019112,30,199.9999998,200.0,5.303304907064051,4
B1007509,2022,3.746766989366929,1.0000000000000004,24.9160694498713,0.0134029421462459,28,299.9999997,300.0,5.707110263752198,4
B1007616,2022,3.295836866004329,0.9999999999999998,5.81996940826238,0.0031306989823896,9,26999.999973,27000.0,10.203629180337686,2
B1007743,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,4499.999995499999,4500.0,8.412054872293155,1
B1007747,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,2999.999997,3000.0,8.0067008444407,1
B1007852,2022,7.440261021491813,1.0,352.91264040817,0.1898400432534534,614,2999.999997,3000.0,8.0067008444407,3
B1007892,2022,3.319492576154753,0.9999999999999998,6.929347258741645,0.0037274595259503,8,5999.999994,6000.0,8.699681399989679,2
B1007979,2022,3.746766989366929,1.0000000000000004,24.9160694498713,0.0134029421462459,28,799.9999991999999,800.0,6.685860946069608,4
B1008118,2022,4.3269937657437865,1.0000000000000002,11.253280719200614,0.0060534054433569,16,7999.999991999999,8000.0,8.987321811850249,2
B1008205,2022,5.066087290761867,1.0,27.20271203120107,0.0146329811894572,35,99.9999999,100.0,4.61512051585116,4
B1008235,2022,4.3269937657437865,1.0000000000000002,11.253280719200614,0.0060534054433569,16,1799.9999982,1800.0,7.496097344176511,4
B1008358,2022,5.066087290761867,1.0,27.20271203120107,0.0146329811894572,35,299.9999997,300.0,5.707110263752198,4
B1008448,2022,7.440261021491813,1.0,352.91264040817,0.1898400432534534,614,3499.9999965,3500.0,8.160803919954951,3
B1008573,2022,2.890371757896165,1.0,18.074410599894414,0.0097226522861185,20,6599.9999934,6600.0,8.794976430688923,2
B1008653,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,659.9999993399999,660.0,6.493753838853199,3
B1008744,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,1499.9999985,1500.0,7.313886830634128,4
B1008769,2022,4.077420536967102,1.0000000000000002,5.20706005236015,0.0028010005660893,7,5999.999994,6000.0,8.699681399989679,2
B1008801,2022,4.737705423144961,1.0,25.18221342654656,0.0135461072762488,31,9999.999989999998,10000.0,9.210440365976616,2
B1008861,2022,3.1354942159291497,0.9999999999999998,6.294256396363484,0.0033858291535037,7,2999.999997,3000.0,8.0067008444407,2
B1008941,2022,6.9003092299152655,1.0,231.3143746058508,0.124429464553981,475,1599.9999984,1600.0,7.378383711997339,3
B1008981,2022,2.63905732961526,0.9999999999999998,17.95484887522492,0.009658337210987,18,22499.9999775,22500.0,10.021315030649376,2
B1008990,2022,2.63905732961526,0.9999999999999998,17.95484887522492,0.009658337210987,18,49998.999950000994,49999.0,10.819778283410304,2
B1009074,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,2999.999997,3000.0,8.0067008444407,1
B1009087,2022,6.9003092299152655,1.0,231.3143746058508,0.124429464553981,475,5399.9999946,5400.0,8.594339399593077,1
B1009100,2022,2.3978952727983707,1.0,5.000000000000001,0.0026896180742334,5,6999.999992999999,7000.0,8.853808273977341,2
B1009156,2022,6.409709540394267,1.0,182.17209137007492,0.0979946699139725,310,22999.999977,23000.0,10.043292971227048,1
B1009160,2022,3.2444926304072963,0.9999999999999998,11.528990860944504,0.0062017164394537,12,5119.99999488,5120.0,8.541105010462745,2
B1009214,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,3499.9999965,3500.0,8.160803919954951,4
B1009220,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,3998.999996001,3999.0,8.294049639102278,1
B1009303,2022,4.214015281972332,0.9999999999999998,11.497427060805364,0.0061847375259845,13,3519.99999648,3520.0,8.166500318155336,2
B1009325,2022,3.3672958299864737,0.9999999999999998,2.767525540481891,0.0014887173429165,4,3999.999996,4000.0,8.294299607857484,2
B1009356,2022,2.3978952727983707,1.0,5.000000000000001,0.0026896180742334,5,999.999999,1000.0,6.90875477831622,2
B1009373,2022,4.737705423144961,1.0,25.18221342654656,0.0135461072762488,31,39999.99996,40000.0,10.596659731783603,2
B1009397,2022,7.440261021491813,1.0,352.91264040817,0.1898400432534534,614,3799.9999962,3800.0,8.243019467989512,3
B1009412,2022,1.3862943611198906,1.0,20.0,0.0107584722969338,20,6359.999993639999,6360.0,8.757940875678962,2
B1009428,2022,5.484461253660175,1.0,25.78152094011076,0.01386848894035,42,199.9999998,200.0,5.303304907064051,4
B1009451,2022,2.890371757896165,1.0,2.0000000000000004,0.0010758472296933,2,2999.999997,3000.0,8.0067008444407,2
B1009487,2022,3.295836866004329,0.9999999999999998,5.81996940826238,0.0031306989823896,9,2499.9999975,2500.0,7.824445929878019,2
B1009720,2022,6.409709540394267,1.0,182.17209137007492,0.0979946699139725,310,9999.999989999998,10000.0,9.210440365976616,1
B1009763,2022,3.941144400479101,0.9999999999999996,20.965928852016653,0.0112780682366953,23,3499.9999965,3500.0,8.160803919954951,2
B1009816,2022,6.9003092299152655,1.0,231.3143746058508,0.124429464553981,475,2999.999997,3000.0,8.0067008444407,3
B1009907,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,3799.9999962,3800.0,8.243019467989512,1
B1010159,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,4799.9999952,4800.0,8.476579507531149,1
B1010205,2022,4.59472258905225,0.9999999999999996,10.860769892863887,0.0058422646007874,15,29999.99997,30000.0,10.308985992422116,2
B1010334,2022,4.012639756714699,1.0000000000000002,22.79485585439356,0.0122618912611046,25,4999.999994999999,5000.0,8.517393170419103,2
B1010335,2022,4.012639756714699,1.0000000000000002,22.79485585439356,0.0122618912611046,25,4999.999994999999,5000.0,8.517393170419103,2
B1010346,2022,6.9003092299152655,1.0,231.3143746058508,0.124429464553981,475,999.999999,1000.0,6.90875477831622,3
B1010397,2022,3.821382118476038,1.0,16.12933031833234,0.0086763476698936,19,4999.999994999999,5000.0,8.517393170419103,2
B1010502,2022,3.941144400479101,0.9999999999999996,20.965928852016653,0.0112780682366953,23,1499.9999985,1500.0,7.313886830634128,4
B1010689,2022,1.3862943611198906,1.0,20.0,0.0107584722969338,20,14499.9999855,14500.0,9.581972890547965,2
B1010745,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,49.99999995,50.0,3.9318256317439335,4
B1010787,2022,5.711871695112729,0.9999999999999998,169.62472286421013,0.0912451440904842,432,4999.999994999999,5000.0,8.517393170419103,1
B1010858,2022,3.2444926304072963,0.9999999999999998,11.528990860944504,0.0062017164394537,12,9799.9999902,9800.0,9.190239699269284,2
B1011035,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,3999.999996,4000.0,8.294299607857484,1
B1011038,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,3499.9999965,3500.0,8.160803919954951,1
B1011194,2022,5.066087290761867,1.0,27.20271203120107,0.0146329811894572,35,1749.99999825,1750.0,7.467942331286423,4
B1011200,2022,4.012639756714699,1.0000000000000002,22.79485585439356,0.0122618912611046,25,35999.999963999995,36000.0,10.491301993830255,2
B1011212,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,299.9999997,300.0,5.707110263752198,4
B1011470,2022,4.214015281972332,0.9999999999999998,11.497427060805364,0.0061847375259845,13,8499.999991499999,8500.0,9.047939081617477,2
B1011506,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,199.9999998,200.0,5.303304907064051,4
B1011579,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,5999.999994,6000.0,8.699681399989679,1
B1011669,2022,4.4947530469309385,1.0,23.313871473529296,0.012541082019112,30,299.9999997,300.0,5.707110263752198,4
B1011701,2022,3.941144400479101,0.9999999999999996,20.965928852016653,0.0112780682366953,23,199.9999998,200.0,5.303304907064051,4
B1012248,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,13799.9999862,13800.0,9.532496331288112,1
B1012251,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,99.9999999,100.0,4.61512051585116,4
B1012259,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,17499.999982499998,17500.0,9.770013300136217,1
B1012310,2022,5.484461253660175,1.0,25.78152094011076,0.01386848894035,42,1199.9999988,1200.0,7.090909821080817,4
B1012335,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,9999.999989999998,10000.0,9.210440365976616,2
B1012408,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,199.9999998,200.0,5.303304907064051,4
B1012434,2022,3.941144400479101,0.9999999999999996,20.965928852016653,0.0112780682366953,23,249.99999975,250.0,5.525452938135768,4
B1012435,2022,3.941144400479101,0.9999999999999996,20.965928852016653,0.0112780682366953,23,3499.9999965,3500.0,8.160803919954951,2
B1012536,2022,5.066087290761867,1.0,27.20271203120107,0.0146329811894572,35,299.9999997,300.0,5.707110263752198,4
B1012554,2022,4.012639756714699,1.0000000000000002,22.79485585439356,0.0122618912611046,25,5999.999994,6000.0,8.699681399989679,2
B1012588,2022,5.637433737327252,1.0,68.94005882171882,0.0370844856491225,82,9099.9999909,9100.0,9.116139575577463,1
B1012739,2022,3.941144400479101,0.9999999999999996,20.965928852016653,0.0112780682366953,23,299.9999997,300.0,5.707110263752198,4
B1012753,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,299.9999997,300.0,5.707110263752198,4
B1012827,2022,2.63905732961526,0.9999999999999998,17.95484887522492,0.009658337210987,18,49998.999950000994,49999.0,10.819778283410304,2
B1012883,2022,6.9003092299152655,1.0,231.3143746058508,0.124429464553981,475,3499.9999965,3500.0,8.160803919954951,1
B1013011,2022,6.409709540394267,1.0,182.17209137007492,0.0979946699139725,310,8999.999990999999,9000.0,9.105090960257195,1
B1013050,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,99.9999999,100.0,4.61512051585116,4
B1013095,2022,7.440261021491813,1.0,352.91264040817,0.1898400432534534,614,499.9999995,500.0,6.216606100086861,3
B1013124,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,11999.999988,12000.0,9.392745257631525,1
B1013148,2022,5.066087290761867,1.0,27.20271203120107,0.0146329811894572,35,1749.99999825,1750.0,7.467942331286423,4
B1013189,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,149.99999985,150.0,5.0172798358215465,4
B1013207,2022,1.3862943611198906,1.0,20.0,0.0107584722969338,20,6499.9999935,6500.0,8.779711289204622,2
B1013467,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,99.9999999,100.0,4.61512051585116,4
B1013988,2022,6.409709540394267,1.0,182.17209137007492,0.0979946699139725,310,24999.999975,25000.0,10.126671102050398,1
B1014102,2022,2.2718685126965625,1.0,11.450970166594365,0.006159747265516,12,4499.999995499999,4500.0,8.412054872293155,2
B1014103,2022,3.572171289243641,1.0,18.59243378226773,0.0100013091889552,20,799.9999991999999,800.0,6.685860946069608,4
B1014169,2022,3.825095609562055,0.9999999999999998,19.396777134600462,0.0104339844726199,24,999.999999,1000.0,6.90875477831622,4
B1014177,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,4699.9999953,4700.0,8.455530530024344,2
B1014206,2022,2.2718685126965625,1.0,11.450970166594365,0.006159747265516,12,199.9999998,200.0,5.303304907064051,4
B1014397,2022,3.825095609562055,0.9999999999999998,19.396777134600462,0.0104339844726199,24,2999.999997,3000.0,8.0067008444407,2
B1014472,2022,6.9003092299152655,1.0,231.3143746058508,0.124429464553981,475,699.9999992999999,700.0,6.552507886036016,3
B1014479,2022,2.2718685126965625,1.0,11.450970166594365,0.006159747265516,12,199.9999998,200.0,5.303304907064051,4
B1014721,2022,5.0576013558388375,1.0,47.25404043879459,0.0254190642489481,55,99.9999999,100.0,4.61512051585116,4
B1014758,2022,3.825095609562055,0.9999999999999998,19.396777134600462,0.0104339844726199,24,2999.999997,3000.0,8.0067008444407,2
B1014762,2022,3.825095609562055,0.9999999999999998,19.396777134600462,0.0104339844726199,24,899.9999991,900.0,6.803505256609448,4
B1015049,2022,5.711871695112729,0.9999999999999998,169.62472286421013,0.0912451440904842,432,23880.999976119,23881.0,10.080880315093372,1
B1015054,2022,5.711871695112729,0.9999999999999998,169.62472286421013,0.0912451440904842,432,8179.999991819999,8180.0,9.00956967051382,1
B1015142,2022,3.319492576154753,0.9999999999999998,6.929347258741645,0.0037274595259503,8,4499.999995499999,4500.0,8.412054872293155,2
B1015245,2022,6.675269715965331,1.0,228.8347416073974,0.1230956114079598,324,17999.999981999998,18000.0,9.79818258989076,1
B1015315,2022,4.012639756714699,1.0000000000000002,22.79485585439356,0.0122618912611046,25,4999.999994999999,5000.0,8.517393170419103,2
B1015338,2022,6.409709540394267,1.0,182.17209137007492,0.0979946699139725,310,19199.9999808,19200.0,9.862717638992969,1
