Source,Target,Type
小程序开发,任务编号：827365,属于
APP开发,任务编号：827386,属于
其他家装服务,任务编号：827392,属于
APP开发,任务编号：827395,属于
小程序开发,任务编号：827399,属于
插画设计,任务编号：827401,属于
插画设计,任务编号：827404,属于
APP开发,任务编号：827409,属于
小程序开发,任务编号：827418,属于
卡通形象设计,任务编号：827420,属于
漫画设计,任务编号：827422,属于
APP开发,任务编号：827430,属于
APP开发,任务编号：827492,属于
小程序开发,任务编号：827498,属于
其他软件开发,任务编号：827499,属于
APP开发,任务编号：827506,属于
品牌策划,任务编号：827522,属于
宣传策划,任务编号：827527,属于
LOGO设计,任务编号：827530,属于
网店推广,任务编号：827532,属于
微信开发,任务编号：827538,属于
宣传策划,任务编号：827547,属于
小程序开发,任务编号：827549,属于
其他行业,任务编号：827550,属于
企业官网,任务编号：827552,属于
品牌策划,任务编号：827555,属于
LOGO设计,任务编号：827558,属于
网店推广,任务编号：827561,属于
小程序开发,任务编号：827574,属于
宣传策划,任务编号：827578,属于
品牌策划,任务编号：827582,属于
APP开发,任务编号：827583,属于
宣传策划,任务编号：827584,属于
包装设计,任务编号：827587,属于
VI设计,任务编号：827588,属于
APP开发,任务编号：827590,属于
APP开发,任务编号：827593,属于
APP开发,任务编号：827609,属于
小程序开发,任务编号：827610,属于
APP开发,任务编号：827611,属于
小程序开发,任务编号：827612,属于
包装设计,任务编号：827616,属于
脚本开发,任务编号：827622,属于
APP开发,任务编号：827627,属于
小程序开发,任务编号：827639,属于
海报设计,任务编号：827641,属于
APP开发,任务编号：827642,属于
APP开发,任务编号：827644,属于
网站二次开发,任务编号：827660,属于
小程序开发,任务编号：827667,属于
小程序开发,任务编号：827668,属于
小程序开发,任务编号：827689,属于
LOGO设计,任务编号：827705,属于
包装设计,任务编号：827706,属于
详情页设计,任务编号：827707,属于
宣传册设计,任务编号：827708,属于
PPT设计,任务编号：827710,属于
营销推广软文,任务编号：827712,属于
营销推广软文,任务编号：827713,属于
LOGO设计,任务编号：827715,属于
包装设计,任务编号：827716,属于
详情页设计,任务编号：827717,属于
宣传册设计,任务编号：827718,属于
PPT设计,任务编号：827719,属于
营销推广软文,任务编号：827720,属于
广告策划,任务编号：827721,属于
LOGO设计,任务编号：827722,属于
包装设计,任务编号：827723,属于
详情页设计,任务编号：827725,属于
宣传册设计,任务编号：827726,属于
PPT设计,任务编号：827728,属于
包装设计,任务编号：827730,属于
小程序开发,任务编号：827743,属于
LOGO设计,任务编号：827770,属于
LOGO设计,任务编号：827772,属于
LOGO设计,任务编号：827776,属于
LOGO设计,任务编号：827780,属于
LOGO设计,任务编号：827785,属于
宣传册设计,任务编号：827794,属于
其他家装服务,任务编号：827804,属于
其他家装服务,任务编号：827837,属于
通讯聊天,任务编号：827866,属于
通讯聊天,任务编号：827867,属于
APP开发,任务编号：827869,属于
LOGO设计,任务编号：827876,属于
LOGO设计,任务编号：827879,属于
VI设计,任务编号：827880,属于
VI设计,任务编号：827882,属于
VI设计,任务编号：827886,属于
小程序开发,任务编号：827893,属于
品牌策划,任务编号：827896,属于
VI设计,任务编号：827902,属于
APP开发,任务编号：827903,属于
VI设计,任务编号：827905,属于
VI设计,任务编号：827908,属于
APP开发,任务编号：827911,属于
APP开发,任务编号：827916,属于
APP开发,任务编号：827918,属于
小程序开发,任务编号：827923,属于
APP开发,任务编号：827933,属于
APP开发,任务编号：827935,属于
APP开发,任务编号：827940,属于
宣传策划,任务编号：827941,属于
网店推广,任务编号：827946,属于
宣传策划,任务编号：827950,属于
电商,任务编号：827958,属于
APP开发,任务编号：827959,属于
其他行业,任务编号：827960,属于
H5设计,任务编号：827962,属于
采集工具,任务编号：827979,属于
脚本开发,任务编号：827980,属于
广告设计,任务编号：827985,属于
LOGO设计,任务编号：827986,属于
软件UI设计,任务编号：827987,属于
APP开发,任务编号：827997,属于
APP开发,任务编号：827998,属于
小程序开发,任务编号：828006,属于
小程序开发,任务编号：828011,属于
其他网站,任务编号：828016,属于
其他网站,任务编号：828019,属于
APP开发,任务编号：828020,属于
财务管理系统,任务编号：828021,属于
APP开发,任务编号：828023,属于
财务管理系统,任务编号：828025,属于
信息流,任务编号：828027,属于
小程序开发,任务编号：828028,属于
交互设计,任务编号：828034,属于
小程序开发,任务编号：828038,属于
财务管理系统,任务编号：828043,属于
LOGO设计,任务编号：828069,属于
交互设计,任务编号：828080,属于
脚本开发,任务编号：828084,属于
小程序开发,任务编号：828089,属于
OA系统,任务编号：828090,属于
OA系统,任务编号：828091,属于
企业官网,任务编号：828115,属于
LOGO设计,任务编号：828117,属于
PPT设计,任务编号：828118,属于
详情页设计,任务编号：828119,属于
营销推广软文,任务编号：828120,属于
PPT设计,任务编号：828121,属于
营销推广软文,任务编号：828122,属于
广告策划,任务编号：828123,属于
LOGO设计,任务编号：828124,属于
PPT设计,任务编号：828125,属于
详情页设计,任务编号：828126,属于
LOGO设计,任务编号：828129,属于
PPT设计,任务编号：828130,属于
营销推广软文,任务编号：828131,属于
营销推广软文,任务编号：828132,属于
LOGO设计,任务编号：828133,属于
PPT设计,任务编号：828134,属于
详情页设计,任务编号：828135,属于
PPT设计,任务编号：828136,属于
详情页设计,任务编号：828137,属于
详情页设计,任务编号：828138,属于
宣传册设计,任务编号：828143,属于
宣传册设计,任务编号：828144,属于
包装设计,任务编号：828145,属于
宣传册设计,任务编号：828146,属于
小程序开发,任务编号：828159,属于
其他家装服务,任务编号：828177,属于
其他定制,任务编号：828184,属于
LOGO设计,任务编号：828185,属于
LOGO设计,任务编号：828186,属于
LOGO设计,任务编号：828188,属于
LOGO设计,任务编号：828190,属于
IT解决方案,任务编号：828192,属于
前端开发,任务编号：828199,属于
店铺厂房,任务编号：828229,属于
小程序开发,任务编号：828280,属于
H5设计,任务编号：828291,属于
网站UI设计,任务编号：828298,属于
详情页设计,任务编号：828299,属于
小程序开发,任务编号：828326,属于
剪辑服务,任务编号：828331,属于
APP开发,任务编号：828342,属于
APP开发,任务编号：828382,属于
产品外观设计,任务编号：828413,属于
LOGO设计,任务编号：828429,属于
PPT设计,任务编号：828430,属于
详情页设计,任务编号：828431,属于
营销推广软文,任务编号：828432,属于
营销推广软文,任务编号：828434,属于
营销推广软文,任务编号：828435,属于
LOGO设计,任务编号：828436,属于
PPT设计,任务编号：828437,属于
详情页设计,任务编号：828438,属于
LOGO设计,任务编号：828439,属于
PPT设计,任务编号：828441,属于
营销推广软文,任务编号：828443,属于
产品卖点,任务编号：828444,属于
LOGO设计,任务编号：828445,属于
PPT设计,任务编号：828446,属于
详情页设计,任务编号：828447,属于
PPT设计,任务编号：828448,属于
详情页设计,任务编号：828449,属于
详情页设计,任务编号：828450,属于
包装设计,任务编号：828453,属于
宣传册设计,任务编号：828454,属于
包装设计,任务编号：828455,属于
包装设计,任务编号：828456,属于
宣传册设计,任务编号：828457,属于
宣传册设计,任务编号：828458,属于
包装设计,任务编号：828459,属于
宣传册设计,任务编号：828460,属于
小程序开发,任务编号：828465,属于
小程序开发,任务编号：828466,属于
APP开发,任务编号：828497,属于
